Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MND_M_R
1134,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1135,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1136,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1137,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1138,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1139,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1140,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1141,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1142,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1143,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1144,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1145,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1146,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1147,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1148,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1149,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1150,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1151,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1152,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1153,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1154,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1155,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1156,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1157,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1158,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1159,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1160,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1161,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1162,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1163,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1164,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1165,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1166,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1167,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1168,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1169,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1170,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1171,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1172,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1173,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1174,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1175,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1176,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1177,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1178,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1179,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1180,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1181,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1182,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1183,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1184,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1185,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
1186,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1187,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
1188,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1189,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1190,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1191,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1192,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1193,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1194,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1195,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1196,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1197,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1198,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1199,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1200,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1201,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1202,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1203,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1204,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1205,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1206,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1207,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1208,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1209,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1210,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1211,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1212,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1213,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1214,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1215,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1216,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1217,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1218,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1219,Wetland,Bareland,Water,Water,Water,Wetland,Water,Wetland
1220,Wetland,Bareland,Water,Water,Water,Wetland,Water,Water
1221,Wetland,Bareland,Water,Water,Water,Water,Water,Wetland
1222,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1223,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1224,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1225,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1226,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1227,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1228,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1229,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1230,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1231,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1232,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1233,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1234,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1235,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1236,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1237,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1238,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1239,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1240,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1241,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
1242,Wetland,Water,Water,NULL,Water,Water,Water,Water
1243,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1244,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
1245,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1246,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1247,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1248,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1249,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1250,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
1251,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1252,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1253,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1254,Wetland,Water,Water,Water,Water,Water,Water,Water
1255,Wetland,Water,Water,Water,Water,Water,Water,Forest
1256,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1257,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1258,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1259,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1260,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1261,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1262,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1263,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1264,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1265,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1266,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1267,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1268,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1269,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1270,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1271,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1272,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1273,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1274,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1275,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1276,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1277,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1278,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1279,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1280,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1281,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1282,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1283,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1284,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1285,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1286,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1287,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1288,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1289,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1290,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1291,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1292,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1293,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1294,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1295,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1296,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1297,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1298,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1299,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
1300,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1301,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1302,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1303,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
1304,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1305,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1306,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
1307,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
1308,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
1309,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
1310,Bareland,NULL,Water,Water,Water,Water,Water,Water
1311,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1312,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1313,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1314,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1315,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1316,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1317,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1318,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1319,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1320,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1321,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1322,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1323,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1324,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1325,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1326,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1327,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1328,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1329,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1330,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1331,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1332,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1333,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1334,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1335,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1336,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1337,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1338,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1339,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1340,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1341,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1342,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1343,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1344,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1345,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1346,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1347,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1348,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1349,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1350,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1351,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1352,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1353,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1354,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1355,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1356,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
1357,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1358,Bareland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1359,Bareland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1360,Bareland,Wetland,Water,NULL,Water,Water,Water,Grassland
1361,Bareland,Wetland,Water,NULL,Water,Water,Water,Wetland
1362,Bareland,Wetland,Water,NULL,Water,Water,Water,Forest
1363,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1364,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1365,Bareland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1366,Bareland,Wetland,Water,Water,Water,Wetland,Water,Water
1367,Bareland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1368,Bareland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1369,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
1370,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
1371,Bareland,Wetland,Water,Water,Water,Water,Water,Water
1372,Bareland,Wetland,Water,Water,Water,Water,Water,Forest
1373,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1374,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1375,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1376,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1377,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1378,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
1379,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1380,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1381,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1382,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1383,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1384,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1385,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1386,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Wetland
1387,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1388,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1389,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1390,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1391,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1392,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1393,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1394,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1395,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1396,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
1397,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
1398,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1399,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1400,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1401,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1402,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1403,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1404,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1405,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1406,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1407,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1408,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1409,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1410,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1411,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1412,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1413,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1414,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1415,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
1416,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1417,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1418,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1419,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1420,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1421,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
1422,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1423,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1424,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1425,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1426,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1427,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1428,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1429,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1430,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1431,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1432,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1433,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1434,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
1435,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1436,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1437,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1438,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Forest
1439,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
1440,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
1441,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1442,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1443,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1444,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
1445,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1446,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1447,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
1448,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1449,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
1450,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1451,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
1452,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1453,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
1454,Bareland,Bareland,Water,Water,Water,Wetland,Water,Wetland
1455,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
1456,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
1457,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1458,Bareland,Bareland,Water,Water,Water,Water,Wetland,Wetland
1459,Bareland,Bareland,Water,Water,Water,Water,Wetland,Forest
1460,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1461,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
1462,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1463,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1464,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1465,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1466,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1467,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1468,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1469,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1470,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1471,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Water,Water
1472,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1473,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1474,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1475,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1476,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1477,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1478,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1479,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1480,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1481,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1482,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1483,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
1484,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1485,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1486,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1487,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1488,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
