Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMF_M_R
2077,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2078,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2079,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2080,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2081,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2082,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2083,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2084,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2085,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2086,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2087,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2088,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2089,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2090,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2091,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2092,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2093,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2094,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2095,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2096,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2097,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2098,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2099,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2100,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2101,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2103,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2104,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2105,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2106,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2107,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2108,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
2109,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2110,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2111,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
2112,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2113,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2114,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2115,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2116,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2117,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2118,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2119,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2120,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2121,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2122,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2123,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2124,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2125,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2126,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2127,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2128,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2129,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2130,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2131,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2132,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2133,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2134,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2135,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2136,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2137,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2138,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2139,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2140,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2141,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2142,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2143,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2144,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
2145,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2146,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
2147,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2148,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2149,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2150,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2151,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2152,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2153,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2154,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2155,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2156,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2157,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2158,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2159,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2160,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2161,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2162,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2163,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2164,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2165,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2166,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2167,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2168,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2169,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2170,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2171,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2172,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2173,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2174,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2175,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2176,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2177,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2178,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2179,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2180,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2181,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2182,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2183,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2184,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2185,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2186,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2187,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2188,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2189,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2190,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2191,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2192,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2193,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2194,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2195,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2196,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2197,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2198,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2199,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2200,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2201,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2202,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2203,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2204,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2205,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2206,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2207,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2208,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2209,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2210,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2211,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2212,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2213,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2214,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2215,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2216,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2217,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2218,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2219,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2220,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2221,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2222,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2223,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2224,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2225,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2226,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2227,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2228,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
2229,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2230,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2231,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2232,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2233,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2235,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2236,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2237,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2238,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2239,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2240,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2241,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2242,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2243,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2244,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2245,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2246,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2248,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2249,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2250,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2251,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2252,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2253,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2254,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2255,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2256,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2257,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2258,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2259,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2260,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2261,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2262,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2263,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2264,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2265,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2266,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2267,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2268,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2269,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2270,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
2271,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2272,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2273,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2274,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2275,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2276,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2277,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2278,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2279,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2280,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2281,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2282,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2283,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2284,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2285,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2286,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2287,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2288,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2289,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2290,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2292,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2293,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2294,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2295,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2296,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2297,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2298,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2299,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2300,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2301,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2302,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2303,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2304,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2305,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2306,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2307,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2308,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2309,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2310,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2311,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
2312,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2313,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2314,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2315,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2316,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2317,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2318,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2319,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2320,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2321,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2322,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2323,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2324,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2325,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2326,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2327,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2328,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2329,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2330,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2331,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2332,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2333,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2334,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2335,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2336,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2337,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2338,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2339,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2340,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2341,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2342,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2343,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2344,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2345,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2346,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2347,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2348,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2349,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2350,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2351,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2352,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2353,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2354,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2355,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2356,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2357,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2358,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
2359,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
2360,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
2361,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2362,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2363,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2364,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2365,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2366,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2367,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2368,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2369,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2371,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2372,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2373,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2374,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2375,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2376,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2377,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2378,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2379,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2380,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2381,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2382,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2383,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2384,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2385,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2386,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2387,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2388,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2389,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2390,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2391,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2392,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2393,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2394,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2395,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2396,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2397,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2398,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2399,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2401,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2403,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2404,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2405,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
