Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQT_M_R
704,Bareland,Bareland,Water,Water,Water,Water,Water,Water
705,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
706,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
707,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
708,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
709,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
710,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
711,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
712,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
713,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
714,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
715,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
716,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
717,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
718,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
719,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
720,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
721,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
722,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
723,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
724,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
725,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
726,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
727,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
728,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
729,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
730,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
731,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
732,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
733,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
734,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
735,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
736,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
737,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
738,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
739,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
740,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
741,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
742,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
743,Bareland,Water,Water,NULL,Water,Water,Water,Water
744,Bareland,Water,Water,Water,Water,Water,Water,Grassland
745,Bareland,Water,Water,Water,Water,Water,Water,Water
746,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
747,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
748,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
749,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
750,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
751,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
752,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
753,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
754,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
755,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
756,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
757,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
758,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
759,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
760,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
761,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
762,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
763,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
764,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
765,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
766,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
767,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
768,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
769,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
770,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
771,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
772,Water,NULL,Water,NULL,Water,Water,Water,Water
773,Water,NULL,Water,Non_Water,Water,Water,Water,Water
774,Water,NULL,Water,Water,Water,Water,Water,Grassland
775,Water,NULL,Water,Water,Water,Water,Water,Wetland
776,Water,NULL,Water,Water,Water,Water,Water,Bareland
777,Water,NULL,Water,Water,Water,Water,Water,Water
778,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
779,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
780,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
781,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
782,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
783,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
784,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
785,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
786,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
787,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
788,Water,Wetland,Water,Water,Water,Water,Water,Grassland
789,Water,Wetland,Water,Water,Water,Water,Water,Bareland
790,Water,Wetland,Water,Water,Water,Water,Water,Water
791,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
792,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
793,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
794,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
795,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
796,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
797,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
798,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
799,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
800,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
801,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
802,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
803,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
804,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
805,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
806,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
807,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
808,Water,Bareland,Water,NULL,Water,Water,Wetland,Forest
809,Water,Bareland,Water,NULL,Water,Water,Water,Water
810,Water,Bareland,Water,Water,Water,Water,Water,Water
811,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
812,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
813,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
814,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
815,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
816,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
817,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
818,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
819,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
820,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
821,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
822,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
823,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
824,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
825,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
826,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
827,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
828,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
829,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
830,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
831,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
832,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
833,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
834,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
835,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
836,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
837,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
838,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
839,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
840,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
841,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
842,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
843,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
844,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
845,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
846,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
847,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
848,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
849,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
850,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
851,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
852,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
853,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
854,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
855,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
856,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
857,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
858,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
859,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
860,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
861,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
862,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
863,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
864,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
865,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
866,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
867,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
868,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
869,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
870,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
871,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
872,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
873,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
874,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
875,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
876,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
877,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
878,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
879,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
880,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
881,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
882,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
883,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
884,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
885,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
886,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
887,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
888,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
889,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
890,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
891,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
892,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
893,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
894,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
895,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
896,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
897,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
898,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
899,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
900,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
901,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
902,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
903,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
904,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
905,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
906,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
907,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
908,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
909,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
910,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
911,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
912,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
913,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
914,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
915,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
916,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
917,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
918,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
919,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
920,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
921,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
922,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
923,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
924,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
925,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
926,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
927,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
928,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
929,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
930,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
931,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
932,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
933,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
934,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
935,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
936,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
937,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
938,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
939,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
940,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
941,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
942,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
943,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
944,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
945,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
946,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
947,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
948,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
949,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
950,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
951,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
952,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
953,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
954,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
955,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
956,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
957,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
958,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
959,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
960,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
961,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
962,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
963,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
964,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
965,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
966,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
967,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
968,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
969,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
970,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
971,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
972,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
973,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
974,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
975,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
976,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
977,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
978,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
979,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
980,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
981,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
982,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
983,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
984,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
985,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
986,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
987,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
988,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
989,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
990,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
991,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
992,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
993,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
994,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
995,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
996,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
997,Water,Water,Wetland,Water,Wetland,Water,Water,Water
998,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
999,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1000,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1001,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1002,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1003,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1004,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1005,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1006,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1007,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1008,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1009,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1010,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1011,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1012,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
1013,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1014,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1015,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1016,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1017,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1018,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1019,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1020,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1021,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1022,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1023,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1024,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1025,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1026,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1027,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1028,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1029,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1030,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1031,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
1032,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1033,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1034,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1035,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1036,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1037,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1038,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1039,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1040,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1041,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1042,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1043,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1044,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1045,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1046,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1047,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
1048,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
1049,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1050,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1051,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
1052,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
1053,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1054,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
1055,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1056,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1057,Water,Water,Water,NULL,Water,NULL,Water,Water
1058,Water,Water,Water,NULL,Water,NULL,Water,Forest
1059,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1060,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1061,Water,Water,Water,NULL,Water,Grassland,Water,Water
1062,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1063,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1064,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1065,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1066,Water,Water,Water,NULL,Water,Wetland,Water,Water
1067,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1068,Water,Water,Water,NULL,Water,Water,Grassland,Water
1069,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1070,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1071,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1072,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1073,Water,Water,Water,NULL,Water,Water,Wetland,Water
1074,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1075,Water,Water,Water,NULL,Water,Water,Water,Grassland
1076,Water,Water,Water,NULL,Water,Water,Water,Wetland
1077,Water,Water,Water,NULL,Water,Water,Water,Bareland
1078,Water,Water,Water,NULL,Water,Water,Water,Water
1079,Water,Water,Water,NULL,Water,Water,Water,Forest
1080,Water,Water,Water,NULL,Water,Water,Forest,Water
1081,Water,Water,Water,NULL,Water,Water,Forest,Forest
1082,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1083,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1084,Water,Water,Water,NULL,Water,Forest,Water,Water
1085,Water,Water,Water,NULL,Water,Forest,Water,Forest
1086,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1087,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1088,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1089,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1090,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1091,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1092,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1093,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1094,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1095,Water,Water,Water,Non_Water,Water,Water,Water,Water
