Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQR_M_R
435,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
436,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
437,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
438,Grassland,NULL,Water,NULL,Water,Forest
439,Grassland,NULL,Water,Non_Water,Water,Forest
440,Grassland,NULL,Water,Water,Water,Forest
441,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
442,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
443,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
446,Grassland,NULL,Forest,NULL,Non_Wetland,Water
447,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
448,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
449,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
450,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
451,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
452,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
458,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
463,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
464,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
465,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
466,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
467,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
468,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
469,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
470,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
471,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
472,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
473,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
474,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
476,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
477,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
478,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
479,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
480,Grassland,Bareland,Wetland,Water,Wetland,Bareland
481,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
482,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
483,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
484,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
485,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
486,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
487,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
488,Grassland,Built-up,Shrubland,Water,Non_Wetland,Forest
489,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
490,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
491,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
492,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
493,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
494,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
495,Grassland,Built-up,Cropland,Water,Non_Wetland,Grassland
496,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
497,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
498,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
499,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
500,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
501,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
502,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
503,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
504,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
505,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
506,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
507,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
508,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
509,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
510,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
511,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
512,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
513,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland
514,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
515,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
516,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
517,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
518,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
519,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
520,Grassland,Water,Cropland,Water,Non_Wetland,Bareland
521,Grassland,Water,Cropland,Water,Non_Wetland,Forest
522,Grassland,Water,Wetland,NULL,Wetland,Forest
523,Grassland,Water,Wetland,Water,Wetland,Bareland
524,Grassland,Water,Wetland,Water,Wetland,Water
525,Grassland,Water,Wetland,Water,Wetland,Forest
526,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
527,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
528,Grassland,Water,Bareland,Water,Non_Wetland,Bareland
529,Grassland,Water,Bareland,Water,Non_Wetland,Water
530,Grassland,Water,Water,Water,Water,Grassland
531,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
532,Grassland,Water,Forest,NULL,Non_Wetland,Forest
533,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
534,Grassland,Water,Forest,Water,Non_Wetland,Grassland
535,Grassland,Water,Forest,Water,Non_Wetland,Forest
536,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
537,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
538,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
539,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
540,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
541,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
542,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
543,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
544,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
545,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
546,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
547,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
548,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
549,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
550,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
551,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
552,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
553,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
554,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
555,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
556,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
557,Grassland,Forest,Wetland,Water,Wetland,Forest
558,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
559,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
560,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
561,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
562,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
563,Grassland,Forest,Water,NULL,Water,Grassland
564,Grassland,Forest,Water,Water,Water,Water
565,Grassland,Forest,Water,Water,Water,Forest
566,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
567,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
568,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
569,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
570,Grassland,Forest,Forest,NULL,Non_Wetland,Water
571,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
572,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
573,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
574,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
582,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
583,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
584,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
588,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
589,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
590,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
591,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
592,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
593,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
594,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
595,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
596,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
597,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
598,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
599,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
600,Cropland,NULL,Cropland,Water,Non_Wetland,Water
601,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
602,Cropland,NULL,Wetland,Non_Water,Wetland,Water
603,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
604,Cropland,NULL,Wetland,Water,Wetland,Water
605,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
606,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
607,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
608,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
609,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
610,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
611,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
612,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
613,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
614,Cropland,NULL,Water,NULL,Water,Forest
615,Cropland,NULL,Water,Water,Water,Water
616,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
617,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
618,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
619,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
620,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
621,Cropland,NULL,Forest,NULL,Non_Wetland,Water
622,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
623,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
624,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
625,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
626,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
627,Cropland,NULL,Forest,Water,Non_Wetland,Forest
628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
633,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
634,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
635,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
636,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
637,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
638,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
639,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
640,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
641,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
642,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
643,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
644,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
645,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
647,Cropland,Cropland,Water,NULL,Water,Grassland
648,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
649,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
650,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
651,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
652,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
653,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
654,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
655,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
656,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
657,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
658,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
659,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
660,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
661,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
662,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
663,Cropland,Bareland,Wetland,Water,Wetland,Water
664,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
665,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
666,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
667,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
668,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
669,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
673,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
674,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
675,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
676,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
679,Cropland,Built-up,Grassland,Water,Non_Wetland,Forest
680,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
681,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
686,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
687,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
688,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
689,Cropland,Built-up,Wetland,Water,Wetland,Grassland
690,Cropland,Built-up,Wetland,Water,Wetland,Water
691,Cropland,Built-up,Wetland,Water,Wetland,Forest
692,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
695,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
696,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
697,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
698,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
702,Cropland,Built-up,Water,NULL,Water,Grassland
703,Cropland,Built-up,Water,Non_Water,Water,Grassland
704,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
705,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
706,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
707,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
708,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
709,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL
710,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
711,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
712,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
713,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
714,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
715,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
716,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
717,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
718,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
719,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
720,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
721,Cropland,Water,Shrubland,Water,Non_Wetland,Water
722,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
723,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
724,Cropland,Water,Grassland,NULL,Non_Wetland,Water
725,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
726,Cropland,Water,Grassland,Water,Non_Wetland,Water
727,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
728,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
729,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
730,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
731,Cropland,Water,Cropland,Water,Non_Wetland,Water
732,Cropland,Water,Cropland,Water,Non_Wetland,Forest
733,Cropland,Water,Wetland,NULL,Wetland,Water
734,Cropland,Water,Wetland,Water,Wetland,Grassland
735,Cropland,Water,Wetland,Water,Wetland,Bareland
736,Cropland,Water,Wetland,Water,Wetland,Water
737,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
738,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
739,Cropland,Water,Bareland,Water,Non_Wetland,Water
740,Cropland,Water,Bareland,Water,Non_Wetland,Forest
741,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
742,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
743,Cropland,Water,Water,NULL,Water,Water
744,Cropland,Water,Water,Non_Water,Water,Bareland
745,Cropland,Water,Water,Water,Water,Water
746,Cropland,Water,Forest,NULL,Non_Wetland,NULL
747,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
748,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
749,Cropland,Water,Forest,NULL,Non_Wetland,Water
750,Cropland,Water,Forest,NULL,Non_Wetland,Forest
751,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
752,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
753,Cropland,Water,Forest,Water,Non_Wetland,Grassland
754,Cropland,Water,Forest,Water,Non_Wetland,Bareland
755,Cropland,Water,Forest,Water,Non_Wetland,Water
756,Cropland,Water,Forest,Water,Non_Wetland,Forest
757,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
759,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
760,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
761,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
762,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
763,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
764,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
765,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
766,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
767,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
768,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
769,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
770,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
771,Cropland,Forest,Wetland,NULL,Wetland,Forest
772,Cropland,Forest,Wetland,Water,Wetland,Water
773,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
774,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
775,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
776,Cropland,Forest,Water,NULL,Water,Grassland
777,Cropland,Forest,Water,Non_Water,Water,Grassland
778,Cropland,Forest,Water,Water,Water,Water
779,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
780,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
781,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
782,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
783,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
784,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
785,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
786,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
787,Cropland,Forest,Forest,Water,Non_Wetland,Water
788,Cropland,Forest,Forest,Water,Non_Wetland,Forest
789,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
790,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
791,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
792,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
793,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
794,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
795,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
796,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
797,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
798,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
799,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
800,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
801,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
802,Wetland,NULL,Wetland,Non_Water,Wetland,Water
803,Wetland,NULL,Wetland,Water,Wetland,Water
804,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
805,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
806,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
807,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
808,Wetland,NULL,Bareland,Water,Non_Wetland,Water
809,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
810,Wetland,NULL,Water,NULL,Water,Water
811,Wetland,NULL,Water,NULL,Water,Forest
812,Wetland,NULL,Water,Non_Water,Water,Forest
813,Wetland,NULL,Water,Water,Water,Grassland
814,Wetland,NULL,Water,Water,Water,Bareland
815,Wetland,NULL,Water,Water,Water,Water
816,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
817,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
818,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
819,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
820,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
821,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
822,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
823,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
824,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
825,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
826,Wetland,Wetland,Water,Non_Water,Water,Water
827,Wetland,Wetland,Water,Water,Water,Grassland
828,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
829,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
830,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
831,Wetland,Bareland,Cropland,NULL,Non_Wetland,Forest
832,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
833,Wetland,Bareland,Cropland,Water,Non_Wetland,Forest
834,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
835,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
836,Wetland,Bareland,Water,Water,Water,Water
837,Wetland,Bareland,Forest,NULL,Non_Wetland,Forest
838,Wetland,Bareland,Forest,Water,Non_Wetland,Water
839,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
840,Wetland,Built-up,Wetland,Water,Wetland,Bareland
841,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
842,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland
843,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
844,Wetland,Built-up,Forest,Water,Non_Wetland,Grassland
845,Wetland,Built-up,Forest,Water,Non_Wetland,Bareland
846,Wetland,Built-up,Forest,Water,Non_Wetland,Water
847,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
848,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
849,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
850,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
851,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
852,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
853,Wetland,Water,Shrubland,Water,Non_Wetland,Water
854,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
855,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
856,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
857,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
858,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
859,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
860,Wetland,Water,Cropland,NULL,Non_Wetland,Water
861,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
862,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
