Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPF_M_R
1299,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
1300,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1301,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1302,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
1303,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1304,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
1305,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1306,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1307,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
1308,Wetland,NULL,Water,Water,Water,Water,Water,Water
1309,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1310,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1311,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1312,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1313,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1314,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1315,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1316,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1317,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1318,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1319,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1320,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1321,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1322,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1323,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1324,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1325,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1326,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1327,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1328,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1329,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1330,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1331,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1332,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1333,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1334,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1335,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1336,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1337,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1338,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1339,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1340,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1341,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1342,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1343,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1344,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1345,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1346,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1347,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1348,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1349,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1350,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1351,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1352,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1353,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1354,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1355,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
1356,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1357,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1358,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1359,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1360,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1361,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Forest
1362,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1363,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1364,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1365,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1366,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1367,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1368,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1369,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1370,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1371,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1372,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1373,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1374,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1375,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1376,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1377,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1378,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
1379,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1380,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1381,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1382,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1383,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1384,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1385,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1386,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1387,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1388,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1389,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1390,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1391,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1392,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1393,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1394,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1395,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1396,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1397,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1398,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1399,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1400,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1401,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1402,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1403,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1404,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1405,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1406,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1407,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1408,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1409,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1410,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1411,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1412,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1413,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
1414,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1415,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1416,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1417,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1418,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1419,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1420,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1421,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1422,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1423,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1424,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1425,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1426,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1427,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1428,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1429,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1430,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1431,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1432,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1433,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1434,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1435,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1436,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1437,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1439,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1440,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1441,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1442,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1443,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1444,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1445,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1446,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1447,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1448,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
1449,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1450,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1451,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1452,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
1453,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1454,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
1455,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
1456,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1457,Wetland,Wetland,Water,NULL,Water,Cropland,Wetland,Forest
1458,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1459,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1460,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1461,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1462,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1463,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1464,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1465,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
1466,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1467,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1468,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
1469,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1470,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
1471,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1472,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1473,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1474,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1475,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1476,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1477,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1478,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1479,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1480,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
1481,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
1482,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1483,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1484,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1485,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1486,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1487,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1488,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1489,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
1490,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1491,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1492,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1493,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1494,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1495,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1496,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
1497,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1498,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1499,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1500,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1501,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1502,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Forest
1503,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1504,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1505,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1506,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1507,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1508,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1509,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1510,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1511,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1512,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1513,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1514,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1515,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1516,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1517,Wetland,Bareland,Water,Water,Water,Water,Water,Water
1518,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1519,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1520,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1521,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1522,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1523,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1524,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1525,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1526,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1527,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1528,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
1529,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1530,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1531,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1532,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1533,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1534,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1535,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1536,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1537,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1538,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1539,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1540,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1541,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1542,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
1543,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
1544,Wetland,Water,Water,NULL,Water,Water,Water,Water
1545,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1546,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1547,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1548,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
1549,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
1550,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1551,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1552,Wetland,Water,Water,Water,Water,Water,Water,Water
1553,Wetland,Water,Water,Water,Water,Water,Water,Forest
1554,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1555,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1556,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1557,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1558,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1559,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1560,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1561,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1562,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1563,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1564,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1565,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1566,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1567,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1568,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1569,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1570,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1571,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1572,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1573,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1574,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1575,Wetland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1576,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1577,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1578,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1579,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1580,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1581,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1582,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1583,Wetland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1584,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1585,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1586,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1587,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1588,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1589,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1590,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1591,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1592,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1594,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1595,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1596,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1597,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1598,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1599,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
1600,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1601,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1602,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1603,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1604,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1605,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1606,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1607,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
1608,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1609,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1610,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1611,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1612,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1613,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1614,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1615,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1616,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1617,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1618,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1619,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1620,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1621,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1622,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1623,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1624,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1625,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1626,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1627,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1628,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1629,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1630,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1631,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1632,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1633,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1634,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1635,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1636,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1637,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1638,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1639,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1640,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1641,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1642,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1643,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1644,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
