Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBF_M_R
357,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
358,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
359,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
360,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
361,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
362,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
363,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
365,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
366,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
367,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
368,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
369,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
370,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
371,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
372,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
373,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
374,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
375,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
376,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
377,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
378,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
379,Bareland,Water,Water,Water,Water,Water,Water,Water
380,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
381,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
382,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
383,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
384,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
385,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
386,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
387,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
388,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
389,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
390,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
391,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
392,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
393,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
394,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
395,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
396,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
397,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
398,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
399,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
400,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
401,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
402,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
403,Water,NULL,Water,NULL,Water,Water,Water,Forest
404,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
405,Water,NULL,Water,Water,Water,Water,Water,Bareland
406,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
407,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
408,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
409,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
410,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
411,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
412,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
413,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
414,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
415,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
416,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
417,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
418,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
419,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
420,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
421,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
422,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
423,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
424,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
425,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
426,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
427,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
428,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
429,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
430,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
431,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
432,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
433,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
434,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
435,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
436,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
437,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
438,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
439,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
440,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
441,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
442,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Water
443,Water,Wetland,Water,NULL,Water,Water,Wetland,Bareland
444,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
445,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
446,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
447,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
448,Water,Wetland,Water,NULL,Water,Water,Water,Water
449,Water,Wetland,Water,NULL,Water,Water,Water,Forest
450,Water,Wetland,Water,NULL,Water,Water,Forest,Water
451,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
452,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
453,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
454,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
455,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
456,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
457,Water,Wetland,Water,Non_Water,Water,Water,Forest,Forest
458,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
459,Water,Wetland,Water,Water,Water,Water,Wetland,Water
460,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
461,Water,Wetland,Water,Water,Water,Water,Water,Grassland
462,Water,Wetland,Water,Water,Water,Water,Water,Bareland
463,Water,Wetland,Water,Water,Water,Water,Water,Water
464,Water,Wetland,Water,Water,Water,Water,Water,Forest
465,Water,Wetland,Water,Water,Water,Water,Forest,Water
466,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
467,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
468,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
469,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
470,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
471,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
472,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
473,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
474,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
475,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
476,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
477,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
478,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
479,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
480,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
481,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
482,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
483,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
484,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
485,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
486,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
487,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Bareland
488,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
489,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
490,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
491,Water,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Water
492,Water,Bareland,Water,NULL,Water,Water,Bareland,Forest
493,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
494,Water,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Forest
495,Water,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
496,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
497,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
498,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
499,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
501,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
502,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
503,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
504,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
505,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
506,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
507,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
508,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
509,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
510,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
511,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
512,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
513,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
514,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
515,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
516,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
517,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
518,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
519,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
520,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
521,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
522,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
523,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
524,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
525,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
529,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
530,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
531,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
532,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
533,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
534,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
535,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
536,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
537,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
538,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
539,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
540,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
541,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
542,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
543,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
544,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
545,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
546,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
547,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
548,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
549,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
550,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
551,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
552,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
553,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
554,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
555,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
557,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
558,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
559,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
560,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
561,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
562,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
563,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
564,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
565,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
566,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
567,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
568,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
569,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
570,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
571,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
572,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
573,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
574,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
575,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
576,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
577,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
578,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
579,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
580,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
581,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
582,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
583,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
584,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
585,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
586,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
587,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
588,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
589,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
590,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
591,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
592,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
593,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
594,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
595,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
596,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
597,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
598,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
599,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
600,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
601,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
602,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
603,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
604,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
605,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
606,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
607,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
608,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
609,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
610,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
611,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
612,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
613,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
614,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
615,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
616,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
617,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
618,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
619,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
620,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
621,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
622,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
623,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
624,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
625,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
626,Water,Water,Wetland,Water,Wetland,Water,Water,Water
627,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
628,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
629,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
630,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
631,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
632,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
633,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
634,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
635,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
636,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
637,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
638,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
639,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
640,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
641,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
642,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
643,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
644,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
645,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
646,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
647,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
648,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
649,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
650,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
651,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
652,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
653,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
654,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
655,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
656,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
657,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
658,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
659,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
660,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
661,Water,Water,Water,NULL,Water,NULL,Water,Forest
662,Water,Water,Water,NULL,Water,NULL,Forest,Forest
663,Water,Water,Water,NULL,Water,Wetland,Water,Forest
664,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
665,Water,Water,Water,NULL,Water,Bareland,Water,Water
666,Water,Water,Water,NULL,Water,Bareland,Water,Forest
667,Water,Water,Water,NULL,Water,Water,Grassland,Forest
668,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
669,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
670,Water,Water,Water,NULL,Water,Water,Wetland,Water
671,Water,Water,Water,NULL,Water,Water,Wetland,Forest
672,Water,Water,Water,NULL,Water,Water,Bareland,Water
673,Water,Water,Water,NULL,Water,Water,Water,Grassland
674,Water,Water,Water,NULL,Water,Water,Water,Bareland
675,Water,Water,Water,NULL,Water,Water,Water,Water
676,Water,Water,Water,NULL,Water,Water,Water,Forest
677,Water,Water,Water,NULL,Water,Water,Forest,Bareland
678,Water,Water,Water,NULL,Water,Water,Forest,Water
679,Water,Water,Water,NULL,Water,Water,Forest,Forest
680,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
681,Water,Water,Water,NULL,Water,Forest,Water,Forest
682,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
683,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
684,Water,Water,Water,Non_Water,Water,NULL,Water,Water
685,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
686,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
687,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
688,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
689,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
690,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
691,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
692,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
693,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
694,Water,Water,Water,Non_Water,Water,Water,Water,Water
695,Water,Water,Water,Non_Water,Water,Water,Water,Forest
696,Water,Water,Water,Non_Water,Water,Water,Forest,Bareland
697,Water,Water,Water,Non_Water,Water,Water,Forest,Water
698,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
699,Water,Water,Water,Non_Water,Water,Forest,Water,Water
700,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
701,Water,Water,Water,Water,Water,NULL,Wetland,Water
702,Water,Water,Water,Water,Water,NULL,Wetland,Forest
703,Water,Water,Water,Water,Water,NULL,Water,Water
704,Water,Water,Water,Water,Water,NULL,Water,Forest
705,Water,Water,Water,Water,Water,NULL,Forest,Forest
706,Water,Water,Water,Water,Water,Wetland,Water,Grassland
707,Water,Water,Water,Water,Water,Wetland,Water,Water
708,Water,Water,Water,Water,Water,Wetland,Water,Forest
709,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
710,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
711,Water,Water,Water,Water,Water,Bareland,Water,Water
712,Water,Water,Water,Water,Water,Bareland,Water,Forest
713,Water,Water,Water,Water,Water,Water,Wetland,Grassland
714,Water,Water,Water,Water,Water,Water,Wetland,Bareland
715,Water,Water,Water,Water,Water,Water,Wetland,Water
716,Water,Water,Water,Water,Water,Water,Wetland,Forest
717,Water,Water,Water,Water,Water,Water,Bareland,Forest
718,Water,Water,Water,Water,Water,Water,Water,Grassland
719,Water,Water,Water,Water,Water,Water,Water,Bareland
720,Water,Water,Water,Water,Water,Water,Water,Water
721,Water,Water,Water,Water,Water,Water,Water,Forest
722,Water,Water,Water,Water,Water,Water,Forest,Bareland
723,Water,Water,Water,Water,Water,Water,Forest,Water
724,Water,Water,Water,Water,Water,Water,Forest,Forest
725,Water,Water,Water,Water,Water,Forest,Wetland,Forest
726,Water,Water,Water,Water,Water,Forest,Water,Water
727,Water,Water,Water,Water,Water,Forest,Water,Forest
728,Water,Water,Water,Water,Water,Forest,Forest,Forest
729,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
730,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
731,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
732,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
733,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
734,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
735,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
736,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
737,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
738,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
739,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
740,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
741,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
742,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
743,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
744,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
745,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
746,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
747,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
748,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
749,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
750,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
751,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
