Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
348,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
352,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
353,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
355,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
356,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
357,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
358,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
359,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
360,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
361,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
362,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
363,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
364,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
365,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
366,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
367,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
370,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
375,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
379,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
380,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
383,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
384,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
387,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
388,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
390,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
391,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
394,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
395,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
396,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
400,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
401,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
403,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
404,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
406,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
408,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
409,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
413,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
414,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
415,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
416,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
417,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
418,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
419,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
420,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
421,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
422,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
423,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
424,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
425,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
426,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
427,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
428,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
432,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
433,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
434,NULL,Water,Water,NULL,Water,NULL,NULL,Water
435,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
436,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
437,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
438,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
439,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
440,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
441,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
442,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
443,NULL,Water,Water,Water,Water,NULL,NULL,Water
444,NULL,Water,Water,Water,Water,NULL,NULL,Forest
445,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
446,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
447,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
448,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
449,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
452,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
453,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
455,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
456,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
457,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
458,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
461,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
464,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
466,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
468,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
471,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
472,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
475,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
476,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
478,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
479,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
480,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
481,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
483,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
491,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
492,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
493,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
494,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
495,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
496,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
497,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
498,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
499,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
500,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
501,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
502,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
503,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
510,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
511,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
512,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
513,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
514,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
515,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
516,NULL,Forest,Water,Water,Water,NULL,NULL,Wetland
517,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
518,NULL,Forest,Water,Water,Water,NULL,NULL,Water
519,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
524,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
527,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
528,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
529,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
530,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
531,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
534,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
539,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
541,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
544,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
545,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
546,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
550,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
554,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
555,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
556,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
557,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
558,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
559,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
560,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
561,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
562,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
563,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
564,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
565,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
566,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
567,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
568,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
569,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
570,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
571,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
572,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
573,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
574,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
575,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
576,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
578,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
579,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
580,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
584,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
587,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
588,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
589,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
590,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
591,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
592,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
593,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
594,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
595,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
596,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
597,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
598,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
599,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
600,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
602,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
603,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
607,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
612,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
613,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
614,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
615,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
616,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
617,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
618,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
619,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
620,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
621,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
622,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
623,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
624,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
625,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
626,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
627,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
628,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
629,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
630,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
631,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
632,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
633,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
634,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
635,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
636,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
641,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
646,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
647,Grassland,Bareland,Water,Water,Water,NULL,NULL,Grassland
648,Grassland,Bareland,Water,Water,Water,NULL,NULL,Wetland
649,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
650,Grassland,Bareland,Water,Water,Water,NULL,NULL,Forest
651,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
653,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
655,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
657,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
658,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
660,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
666,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
667,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
668,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
669,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
670,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
671,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
672,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
673,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
674,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
675,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
676,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
677,Grassland,Water,Water,Water,Water,NULL,NULL,Water
678,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
679,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
681,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
682,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
683,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
684,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
685,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
686,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
688,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
690,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
691,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
692,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
693,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
694,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
695,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
696,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
697,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
698,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
699,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
700,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
701,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
702,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
703,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
704,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
705,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
706,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
