Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
5799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
5810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
5817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
5862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
5874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
5878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
5883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5899,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5900,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5901,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5902,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5903,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5904,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5905,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5906,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5907,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5908,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5909,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5910,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
5911,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5912,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5913,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5914,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5915,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5916,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5917,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5918,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5919,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5920,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5921,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Forest
5922,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5923,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5924,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
5925,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5926,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
5927,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5928,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5929,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5930,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
5931,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5932,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5933,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5934,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5935,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5936,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5937,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5938,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5939,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5940,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5941,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5942,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5943,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5944,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5945,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5946,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5947,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5948,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5949,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5950,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5951,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5952,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5953,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5954,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5955,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5956,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5957,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5958,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5959,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5960,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5961,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5962,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5963,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5964,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5965,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5966,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5967,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
5968,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5969,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5970,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5971,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5972,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5973,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5974,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5975,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5976,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5977,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5978,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5979,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5980,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5981,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5982,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5983,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5984,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5985,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5986,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5987,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
5988,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5989,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5990,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5991,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5992,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5993,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5994,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5995,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5996,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5997,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5998,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5999,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6000,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6001,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6002,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6003,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6004,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6005,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6006,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6007,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6008,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6009,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6010,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6011,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6012,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6013,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6014,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6015,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6016,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6017,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6018,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6019,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6020,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6021,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6022,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6023,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6024,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6025,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
6026,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
6027,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
6028,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6029,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6030,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6031,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6032,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
6033,Cropland,Cropland,Water,NULL,Water,Water,Bareland,Grassland
6034,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
6035,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6036,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6037,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6038,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6039,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6040,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6041,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6042,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6043,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6044,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6045,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6046,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6047,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6048,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6049,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6050,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6051,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6052,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
6053,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6054,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6055,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6056,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6057,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6058,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6059,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6060,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6061,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6062,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6063,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6064,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6065,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6066,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6067,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6068,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6069,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6070,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6071,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6072,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6073,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6074,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6075,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6076,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6077,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6078,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6079,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6080,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6081,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6082,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6083,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6084,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6085,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6086,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6087,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6088,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6089,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6090,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6091,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
6092,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6093,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6094,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6095,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6096,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6097,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6098,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6099,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6100,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6101,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6102,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6103,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6104,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6105,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6106,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6107,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6108,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
6109,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6110,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
