Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEF_M_R
2124,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2125,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2126,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
2127,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
2134,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2162,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2163,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
2169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
2174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
2184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Built-up
2185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
2186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Wetland
2189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
2192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
2193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
2196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
2197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
2202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
2224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
2230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
2236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
2238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
2239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
2264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
2270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
2288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2289,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2290,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2291,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2292,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2293,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2294,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2295,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2296,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2297,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2298,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2299,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2300,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2301,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2302,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2303,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2305,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2306,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2307,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2308,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2309,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2310,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2311,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2312,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2313,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2314,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2315,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
2316,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
2317,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
2318,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
2319,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Wetland
2320,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2321,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2322,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
2323,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
2324,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
2325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
2327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2328,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Bareland
2329,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Built-up
2330,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Water
2331,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
2332,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
2333,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
2334,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
2335,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
2336,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
2337,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Forest
2338,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
2339,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Wetland
2340,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Bareland
2341,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2342,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
2343,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2346,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2347,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2348,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2349,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2350,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2351,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2352,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2353,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2354,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
2355,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2356,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2357,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2358,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
2359,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2360,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2361,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
2362,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2363,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2365,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2366,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2367,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2368,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2369,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
2371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2374,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2376,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2377,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2378,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
2379,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2380,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2381,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2382,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2383,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
2384,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2386,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2387,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2388,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2389,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2390,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2391,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2392,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2393,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2394,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
2395,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2396,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
2397,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2398,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2399,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2400,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
2401,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
2402,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2403,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2404,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
2405,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
2406,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
2407,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Shrubland,Grassland
2408,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
2409,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
2410,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
2411,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
2412,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
2413,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
2414,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
2415,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
2416,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
2417,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
2418,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
2419,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2420,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
2421,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2422,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2423,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2424,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2425,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
2426,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2427,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2428,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2429,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2430,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
