Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
385,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water
386,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
387,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
388,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
389,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
392,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
393,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
394,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
395,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
396,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
397,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
398,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
399,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
400,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
401,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
402,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
403,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
404,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
405,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
406,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
407,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
408,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
409,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
410,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
411,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
412,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
413,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
414,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
415,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
416,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
417,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
418,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
419,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
420,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
421,Grassland,NULL,Water,NULL,Water,NULL,Grassland
422,Grassland,NULL,Water,NULL,Water,NULL,Wetland
423,Grassland,NULL,Water,NULL,Water,NULL,Water
424,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
425,Grassland,NULL,Water,Non_Water,Water,NULL,Water
426,Grassland,NULL,Water,Water,Water,NULL,Grassland
427,Grassland,NULL,Water,Water,Water,NULL,Wetland
428,Grassland,NULL,Water,Water,Water,NULL,Water
429,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
434,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
435,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
436,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
437,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
443,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
444,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
445,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
448,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
449,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
450,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
451,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
452,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
453,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
454,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
455,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
456,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
457,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
458,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
459,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
460,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
461,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
462,Grassland,Cropland,Water,NULL,Water,NULL,Wetland
463,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
464,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
465,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
466,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
467,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
468,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
469,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
470,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
471,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
472,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
473,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
474,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
475,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
476,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
477,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
478,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
479,Grassland,Wetland,Water,Water,Water,NULL,Wetland
480,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
481,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
482,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
483,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
484,Grassland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
485,Grassland,Bareland,Wetland,NULL,Wetland,NULL,Water
486,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
487,Grassland,Bareland,Wetland,Water,Wetland,NULL,Wetland
488,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
489,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
490,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
491,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
492,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
493,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
494,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
495,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
496,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
497,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
498,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
499,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
500,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
501,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
502,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
503,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
504,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
505,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water
506,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
507,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland
508,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
509,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
510,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
511,Grassland,Water,Water,NULL,Water,NULL,Wetland
512,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
513,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
514,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
515,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
516,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
517,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
518,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
519,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
520,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
521,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
522,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
523,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
524,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
525,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
526,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
527,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
528,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
529,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
530,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
531,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
532,Grassland,Forest,Water,NULL,Water,NULL,Wetland
533,Grassland,Forest,Water,Water,Water,NULL,Wetland
534,Grassland,Forest,Water,Water,Water,NULL,Water
535,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
536,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
537,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
538,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
539,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
540,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
541,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
542,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
543,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
544,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
545,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
546,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
547,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
548,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
549,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
550,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
551,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
552,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
553,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
554,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
560,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
561,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
562,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
563,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
564,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
565,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
566,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
567,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
568,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
569,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
570,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
571,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
572,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
573,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
574,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
575,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
576,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland
577,Cropland,NULL,Water,NULL,Water,NULL,Wetland
578,Cropland,NULL,Water,NULL,Water,NULL,Water
579,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
580,Cropland,NULL,Water,Non_Water,Water,NULL,Water
581,Cropland,NULL,Water,Water,Water,NULL,Grassland
582,Cropland,NULL,Water,Water,Water,NULL,Wetland
583,Cropland,NULL,Water,Water,Water,NULL,Water
584,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
585,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
586,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
587,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
588,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
589,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
590,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
591,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
592,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Cropland
593,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
599,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
600,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
601,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
602,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
603,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
604,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
605,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
606,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
607,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
608,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
609,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
610,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
611,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
612,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
613,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
614,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
615,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up
616,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
617,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
618,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
619,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
620,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
621,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
622,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
623,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
624,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
625,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
626,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
627,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Cropland
628,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
629,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water
630,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
631,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Cropland
632,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
633,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
634,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Cropland
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland
636,Cropland,Cropland,Water,NULL,Water,NULL,Cropland
637,Cropland,Cropland,Water,NULL,Water,NULL,Wetland
638,Cropland,Cropland,Water,NULL,Water,NULL,Water
639,Cropland,Cropland,Water,Non_Water,Water,NULL,Cropland
640,Cropland,Cropland,Water,Non_Water,Water,NULL,Wetland
641,Cropland,Cropland,Water,Non_Water,Water,NULL,Water
642,Cropland,Cropland,Water,Water,Water,NULL,Cropland
643,Cropland,Cropland,Water,Water,Water,NULL,Wetland
644,Cropland,Cropland,Water,Water,Water,NULL,Water
645,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
646,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
647,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
648,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
649,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
650,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
651,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
652,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
653,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water
654,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
655,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
656,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
657,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
658,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
659,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
660,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
661,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
662,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
663,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
664,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
665,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
666,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
667,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Water
668,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Wetland
669,Cropland,Bareland,Water,Water,Water,NULL,Wetland
670,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
671,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
676,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
679,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
680,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
681,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
684,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
685,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Cropland
686,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland
687,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
688,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
689,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
690,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
691,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
692,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
693,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
694,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Cropland
695,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
696,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
697,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
698,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
699,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
700,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland
701,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
702,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
703,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
704,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
705,Cropland,Water,Wetland,Water,Wetland,NULL,Water
706,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
707,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
708,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
709,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
710,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
711,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
712,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
713,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
714,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL
715,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
716,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland
717,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
718,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
719,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
720,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
721,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
722,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
723,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
724,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water
725,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
726,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
727,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
728,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
729,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
730,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
731,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
732,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
733,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
734,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
735,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
736,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
737,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
738,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
739,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
740,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
741,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
742,Wetland,NULL,Wetland,NULL,Wetland,NULL,Cropland
743,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
744,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
745,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
746,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
747,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
748,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
749,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
750,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
751,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
752,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
753,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
754,Wetland,NULL,Water,NULL,Water,NULL,Grassland
755,Wetland,NULL,Water,NULL,Water,NULL,Wetland
756,Wetland,NULL,Water,NULL,Water,NULL,Water
757,Wetland,NULL,Water,NULL,Water,NULL,Forest
758,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
759,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
760,Wetland,NULL,Water,Non_Water,Water,NULL,Water
761,Wetland,NULL,Water,Water,Water,NULL,Grassland
762,Wetland,NULL,Water,Water,Water,NULL,Wetland
763,Wetland,NULL,Water,Water,Water,NULL,Bareland
764,Wetland,NULL,Water,Water,Water,NULL,Water
765,Wetland,NULL,Water,Water,Water,NULL,Forest
766,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
