Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
748,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
749,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
750,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
751,Water,NULL,Water,Water,Water,Wetland,Water,Water
752,Water,NULL,Water,Water,Water,Wetland,Water,Forest
753,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
754,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
755,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
756,Water,NULL,Water,Water,Water,Water,Wetland,Water
757,Water,NULL,Water,Water,Water,Water,Water,Grassland
758,Water,NULL,Water,Water,Water,Water,Water,Wetland
759,Water,NULL,Water,Water,Water,Water,Water,Water
760,Water,NULL,Water,Water,Water,Water,Water,Forest
761,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
762,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
763,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
764,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
765,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
766,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
767,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
768,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
769,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
770,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
771,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
772,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
773,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
774,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
775,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
776,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
777,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
778,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
779,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
780,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
781,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
782,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
783,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
784,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
785,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
786,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
787,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
788,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
789,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
790,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
791,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
792,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
793,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
794,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
795,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
796,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
797,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
798,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
799,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
800,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
801,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
802,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
803,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
804,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
805,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
806,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
807,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
808,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
809,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
810,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
811,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
812,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
813,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
814,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
815,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
816,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
817,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
818,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
819,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
820,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
821,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
822,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
823,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
824,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
825,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
826,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
827,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
828,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
829,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
830,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
831,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
832,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
833,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
834,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
835,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
836,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
837,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
838,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
839,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
840,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
841,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
842,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
843,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
844,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
845,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
846,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
847,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
848,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
849,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
850,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
851,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
852,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
853,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
854,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
855,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
856,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
857,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
858,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
859,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
860,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
861,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
862,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
863,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
864,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
865,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
866,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
867,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
868,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
869,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
870,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
871,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
872,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
873,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
874,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
875,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
876,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
877,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
878,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
879,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
880,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
881,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
882,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
883,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
884,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
885,Water,Wetland,Water,NULL,Water,Water,Water,Water
886,Water,Wetland,Water,NULL,Water,Water,Water,Forest
887,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
888,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
889,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
890,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
891,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
892,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
893,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
894,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
895,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
896,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
897,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
898,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
899,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
900,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
901,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
902,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
903,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
904,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
905,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
906,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
907,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
908,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
909,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
910,Water,Wetland,Water,Water,Water,Wetland,Water,Water
911,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
912,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
913,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
914,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
915,Water,Wetland,Water,Water,Water,Water,Grassland,Water
916,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
917,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
918,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
919,Water,Wetland,Water,Water,Water,Water,Wetland,Water
920,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
921,Water,Wetland,Water,Water,Water,Water,Water,Grassland
922,Water,Wetland,Water,Water,Water,Water,Water,Wetland
923,Water,Wetland,Water,Water,Water,Water,Water,Water
924,Water,Wetland,Water,Water,Water,Water,Water,Forest
925,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
926,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
927,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
928,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
929,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
930,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
931,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
932,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
933,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
934,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
935,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
936,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
937,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
938,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
939,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
940,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
941,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
942,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
943,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
944,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
945,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
946,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
947,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
948,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
949,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
950,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
951,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Grassland
952,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
953,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
954,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
955,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
956,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
957,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
958,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
959,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
960,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
961,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
962,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
963,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
964,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
965,Water,Bareland,Water,NULL,Water,Water,Water,Forest
966,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
967,Water,Bareland,Water,Non_Water,Water,Water,Water,Forest
968,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
969,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
970,Water,Bareland,Water,Water,Water,Water,Water,Grassland
971,Water,Bareland,Water,Water,Water,Water,Water,Wetland
972,Water,Bareland,Water,Water,Water,Water,Water,Water
973,Water,Bareland,Water,Water,Water,Water,Water,Forest
974,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
975,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
976,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
977,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
978,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
979,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
980,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
981,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
982,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
983,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
984,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
985,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
986,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
987,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
988,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
989,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
990,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
991,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
992,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
993,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
994,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
995,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
996,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
997,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
998,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
999,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1000,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1001,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1002,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1003,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1004,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1005,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1006,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1007,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1008,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1009,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1010,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1011,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1012,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1013,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Forest
1014,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1015,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1016,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1017,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1018,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1019,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1020,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1021,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1022,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1023,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
1024,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1025,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1026,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1027,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1028,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1029,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1030,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1031,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1032,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1033,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1034,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1035,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1036,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1037,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1038,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1039,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1040,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1041,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1042,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1043,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1044,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1045,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1046,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1047,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1048,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1049,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1050,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1051,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1052,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1053,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1054,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1055,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1056,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1057,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1058,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1059,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1060,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1061,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1062,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1063,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1064,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1065,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1066,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1067,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1068,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1069,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1070,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1071,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1072,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1073,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1074,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1075,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1076,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1077,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1078,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1079,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1080,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1081,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1082,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1083,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1084,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1085,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1086,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1087,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1088,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1089,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1090,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1091,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1092,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1093,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1094,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1095,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1096,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1097,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1098,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1099,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1100,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1101,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1102,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1103,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1104,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1105,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1106,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1107,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1108,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1109,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1110,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1111,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1112,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1113,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1114,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1115,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1116,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1117,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1118,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1119,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1120,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1121,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1122,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1123,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1124,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
