Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRC_M_R
5259,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5260,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5261,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5262,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5263,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5264,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5265,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5266,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5267,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5268,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5269,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5270,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5271,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5272,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5273,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
5274,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5275,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
5276,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5277,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5278,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5279,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5280,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5281,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5282,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5283,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5284,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5285,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5286,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5287,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5288,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5289,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5290,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5291,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5292,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5293,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5294,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5295,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
5296,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5297,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5298,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5299,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
5300,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5301,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5302,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5303,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5304,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
5305,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5306,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5307,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5308,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5309,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5310,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5311,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5312,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5313,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
5314,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5315,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5316,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5317,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5318,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5319,Water,Water,Bareland,Water,Non_Wetland,Cropland,Bareland,Water
5320,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
5321,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
5322,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5323,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5324,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5325,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5326,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5327,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5328,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
5329,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
5330,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5331,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
5332,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5333,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5334,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5335,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Water
5336,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
5337,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5338,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5339,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5340,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5341,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5342,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5343,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
5344,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5345,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5346,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
5347,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5348,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5349,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5350,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5351,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5352,Water,Water,Built-up,NULL,Non_Wetland,Cropland,Bareland,Water
5353,Water,Water,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
5354,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5355,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
5356,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5357,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5358,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5359,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5360,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5361,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
5362,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5363,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
5364,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5365,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5366,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5367,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5368,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
5369,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5370,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5371,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5372,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5373,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5374,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5375,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5376,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5377,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
5378,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
5379,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5380,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
5381,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5382,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5383,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5384,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
5385,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5386,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5387,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5388,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5389,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
5390,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5391,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5392,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
5393,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5394,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5395,Water,Water,Built-up,Water,Non_Wetland,Cropland,Bareland,Bareland
5396,Water,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
5397,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5398,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Water
5399,Water,Water,Built-up,Water,Non_Wetland,Wetland,Built-up,Bareland
5400,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5401,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
5402,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
5403,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
5404,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5405,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5406,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
5407,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Forest
5408,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
5409,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
5410,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5411,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
5412,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5413,Water,Water,Water,NULL,Water,NULL,Water,Forest
5414,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
5415,Water,Water,Water,NULL,Water,Grassland,Water,Water
5416,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5417,Water,Water,Water,NULL,Water,Cropland,Water,Grassland
5418,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5419,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
5420,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
5421,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
5422,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5423,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
5424,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
5425,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
5426,Water,Water,Water,NULL,Water,Wetland,Water,Water
5427,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5428,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
5429,Water,Water,Water,NULL,Water,Wetland,Forest,Water
5430,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5431,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
5432,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
5433,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5434,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
5435,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
5436,Water,Water,Water,NULL,Water,Bareland,Water,Water
5437,Water,Water,Water,NULL,Water,Bareland,Water,Forest
5438,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5439,Water,Water,Water,NULL,Water,Water,Grassland,Water
5440,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5441,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
5442,Water,Water,Water,NULL,Water,Water,Wetland,Water
5443,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5444,Water,Water,Water,NULL,Water,Water,Built-up,Bareland
5445,Water,Water,Water,NULL,Water,Water,Water,Grassland
5446,Water,Water,Water,NULL,Water,Water,Water,Wetland
5447,Water,Water,Water,NULL,Water,Water,Water,Bareland
5448,Water,Water,Water,NULL,Water,Water,Water,Water
5449,Water,Water,Water,NULL,Water,Water,Water,Forest
5450,Water,Water,Water,NULL,Water,Water,Forest,Grassland
5451,Water,Water,Water,NULL,Water,Water,Forest,Water
5452,Water,Water,Water,NULL,Water,Water,Forest,Forest
5453,Water,Water,Water,NULL,Water,Forest,Water,Forest
5454,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5455,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
5456,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5457,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
5458,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5459,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5460,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
5461,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
5462,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
5463,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
5464,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5465,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5466,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
5467,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5468,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5469,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
5470,Water,Water,Water,Non_Water,Water,Water,Water,Water
5471,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5472,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5473,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
5474,Water,Water,Water,Water,Water,NULL,Water,Wetland
5475,Water,Water,Water,Water,Water,NULL,Water,Water
5476,Water,Water,Water,Water,Water,NULL,Water,Forest
5477,Water,Water,Water,Water,Water,Grassland,Water,Grassland
5478,Water,Water,Water,Water,Water,Grassland,Water,Water
5479,Water,Water,Water,Water,Water,Cropland,Bareland,Grassland
5480,Water,Water,Water,Water,Water,Cropland,Bareland,Bareland
5481,Water,Water,Water,Water,Water,Cropland,Water,Forest
5482,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
5483,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
5484,Water,Water,Water,Water,Water,Wetland,Grassland,Water
5485,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
5486,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5487,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5488,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5489,Water,Water,Water,Water,Water,Wetland,Bareland,Bareland
5490,Water,Water,Water,Water,Water,Wetland,Bareland,Water
5491,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
5492,Water,Water,Water,Water,Water,Wetland,Built-up,Bareland
5493,Water,Water,Water,Water,Water,Wetland,Water,Grassland
5494,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5495,Water,Water,Water,Water,Water,Wetland,Water,Bareland
5496,Water,Water,Water,Water,Water,Wetland,Water,Water
5497,Water,Water,Water,Water,Water,Wetland,Water,Forest
5498,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
5499,Water,Water,Water,Water,Water,Wetland,Forest,Water
5500,Water,Water,Water,Water,Water,Wetland,Forest,Forest
5501,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
5502,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
5503,Water,Water,Water,Water,Water,Bareland,Grassland,Water
5504,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
5505,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
5506,Water,Water,Water,Water,Water,Bareland,Water,Grassland
5507,Water,Water,Water,Water,Water,Bareland,Water,Bareland
5508,Water,Water,Water,Water,Water,Bareland,Water,Built-up
5509,Water,Water,Water,Water,Water,Bareland,Water,Water
5510,Water,Water,Water,Water,Water,Bareland,Water,Forest
5511,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
5512,Water,Water,Water,Water,Water,Bareland,Forest,Bareland
5513,Water,Water,Water,Water,Water,Built-up,Water,Grassland
5514,Water,Water,Water,Water,Water,Built-up,Water,Forest
5515,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5516,Water,Water,Water,Water,Water,Water,Grassland,Bareland
5517,Water,Water,Water,Water,Water,Water,Grassland,Water
5518,Water,Water,Water,Water,Water,Water,Grassland,Forest
5519,Water,Water,Water,Water,Water,Water,Wetland,Grassland
5520,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5521,Water,Water,Water,Water,Water,Water,Wetland,Water
5522,Water,Water,Water,Water,Water,Water,Wetland,Forest
5523,Water,Water,Water,Water,Water,Water,Bareland,Grassland
5524,Water,Water,Water,Water,Water,Water,Bareland,Water
5525,Water,Water,Water,Water,Water,Water,Built-up,Bareland
5526,Water,Water,Water,Water,Water,Water,Water,Grassland
5527,Water,Water,Water,Water,Water,Water,Water,Wetland
5528,Water,Water,Water,Water,Water,Water,Water,Bareland
5529,Water,Water,Water,Water,Water,Water,Water,Water
5530,Water,Water,Water,Water,Water,Water,Water,Forest
5531,Water,Water,Water,Water,Water,Water,Forest,Grassland
5532,Water,Water,Water,Water,Water,Water,Forest,Bareland
5533,Water,Water,Water,Water,Water,Water,Forest,Water
5534,Water,Water,Water,Water,Water,Water,Forest,Forest
5535,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5536,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5537,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5538,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5539,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5540,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5541,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5542,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5543,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5544,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5545,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5546,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5547,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5548,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5549,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
5550,Water,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
5551,Water,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5552,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5553,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
5554,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5555,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5556,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5557,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5558,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5559,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5560,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5561,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
5562,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5563,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5564,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5565,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5566,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5567,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
5568,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5569,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5570,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5571,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5572,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5573,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5574,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5575,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5576,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5577,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5578,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5579,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5580,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5581,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5582,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5583,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5584,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5585,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5586,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5587,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5588,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5589,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5590,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5591,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5592,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5593,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
5594,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5595,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5596,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5597,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5598,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5599,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5600,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5601,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5602,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5603,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5604,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5605,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
5606,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5607,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5608,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5609,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5610,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5611,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5612,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5613,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5614,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5615,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5616,Water,Water,Forest,Water,Non_Wetland,Cropland,Water,Water
5617,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5618,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5619,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
5620,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5621,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5622,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5623,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5624,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5625,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
5626,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Bareland
5627,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
5628,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5629,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
5630,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
5631,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5632,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
5633,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5634,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5635,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5636,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5637,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5638,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
