Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTF_M_R
439,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
440,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
441,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
442,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
443,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
444,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
445,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
446,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
447,NULL,Forest,Shrubland,Water,Non_Wetland,Water
448,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
449,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
450,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
451,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
452,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
453,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
454,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
455,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
456,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
457,NULL,Forest,Grassland,Water,Non_Wetland,Water
458,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
459,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
460,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
461,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water
462,NULL,Forest,Wetland,NULL,Wetland,Forest
463,NULL,Forest,Wetland,Non_Water,Wetland,Forest
464,NULL,Forest,Wetland,Water,Wetland,Water
465,NULL,Forest,Wetland,Water,Wetland,Forest
466,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
467,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
468,NULL,Forest,Bareland,NULL,Non_Wetland,Water
469,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
470,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
471,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
472,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
473,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
474,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
475,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
476,NULL,Forest,Water,NULL,Water,Grassland
477,NULL,Forest,Water,NULL,Water,Bareland
478,NULL,Forest,Water,NULL,Water,Forest
479,NULL,Forest,Water,Non_Water,Water,Grassland
480,NULL,Forest,Water,Non_Water,Water,Bareland
481,NULL,Forest,Water,Non_Water,Water,Water
482,NULL,Forest,Water,Non_Water,Water,Forest
483,NULL,Forest,Water,Water,Water,Grassland
484,NULL,Forest,Water,Water,Water,Bareland
485,NULL,Forest,Water,Water,Water,Water
486,NULL,Forest,Water,Water,Water,Forest
487,NULL,Forest,Forest,NULL,Non_Wetland,NULL
488,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
489,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
490,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
491,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
492,NULL,Forest,Forest,NULL,Non_Wetland,Water
493,NULL,Forest,Forest,NULL,Non_Wetland,Forest
494,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
495,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
496,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
497,NULL,Forest,Forest,Water,Non_Wetland,Grassland
498,NULL,Forest,Forest,Water,Non_Wetland,Cropland
499,NULL,Forest,Forest,Water,Non_Wetland,Bareland
500,NULL,Forest,Forest,Water,Non_Wetland,Water
501,NULL,Forest,Forest,Water,Non_Wetland,Forest
502,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
503,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
504,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
505,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
506,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
514,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
518,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
519,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
520,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
521,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
522,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
523,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
524,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
525,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
526,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
527,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
528,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
529,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water
530,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
531,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
532,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
533,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
534,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
535,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
536,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
537,Grassland,NULL,Wetland,NULL,Wetland,Grassland
538,Grassland,NULL,Wetland,NULL,Wetland,Built-up
539,Grassland,NULL,Wetland,NULL,Wetland,Water
540,Grassland,NULL,Wetland,NULL,Wetland,Forest
541,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
542,Grassland,NULL,Wetland,Non_Water,Wetland,Water
543,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
544,Grassland,NULL,Wetland,Water,Wetland,Grassland
545,Grassland,NULL,Wetland,Water,Wetland,Forest
546,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
547,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
548,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
549,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
550,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
551,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
552,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
553,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
554,Grassland,NULL,Bareland,Water,Non_Wetland,Water
555,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
556,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
557,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
558,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
559,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
560,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water
561,Grassland,NULL,Water,NULL,Water,Grassland
562,Grassland,NULL,Water,NULL,Water,Bareland
563,Grassland,NULL,Water,NULL,Water,Water
564,Grassland,NULL,Water,NULL,Water,Forest
565,Grassland,NULL,Water,Non_Water,Water,Grassland
566,Grassland,NULL,Water,Non_Water,Water,Bareland
567,Grassland,NULL,Water,Non_Water,Water,Water
568,Grassland,NULL,Water,Water,Water,Grassland
569,Grassland,NULL,Water,Water,Water,Bareland
570,Grassland,NULL,Water,Water,Water,Water
571,Grassland,NULL,Water,Water,Water,Forest
572,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
573,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
574,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
575,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
576,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
577,Grassland,NULL,Forest,NULL,Non_Wetland,Water
578,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
579,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
580,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
581,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
582,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
583,Grassland,NULL,Forest,Water,Non_Wetland,Forest
584,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
585,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
592,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
593,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
594,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
595,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
596,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
597,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
598,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water
599,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
600,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
604,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
605,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
606,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
607,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
608,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
609,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
610,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
611,Grassland,Cropland,Water,NULL,Water,Forest
612,Grassland,Cropland,Water,Water,Water,Grassland
613,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
614,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
615,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
616,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
617,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
618,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
619,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
620,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
621,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
622,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
623,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
624,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Water
625,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
626,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
627,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
628,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
629,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Water
630,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland
631,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
632,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
633,Grassland,Bareland,Bareland,Water,Non_Wetland,Water
634,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
635,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
636,Grassland,Bareland,Water,Non_Water,Water,Water
637,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
638,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
639,Grassland,Bareland,Forest,NULL,Non_Wetland,Bareland
640,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
641,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
642,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
643,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
644,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
645,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
646,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
647,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
648,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
649,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
650,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
651,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
652,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
653,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
654,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
655,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
656,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
657,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
658,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
659,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
660,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
661,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
662,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
663,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
664,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
665,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
666,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
667,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
668,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
669,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
670,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
671,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
672,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
673,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
674,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
675,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
676,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
677,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
678,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
679,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
680,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
681,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
682,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
683,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
684,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
685,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
686,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
687,Grassland,Water,Grassland,Water,Non_Wetland,Forest
688,Grassland,Water,Wetland,NULL,Wetland,Grassland
689,Grassland,Water,Wetland,NULL,Wetland,Forest
690,Grassland,Water,Wetland,Water,Wetland,Forest
691,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
692,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
693,Grassland,Water,Bareland,Non_Water,Non_Wetland,Bareland
694,Grassland,Water,Bareland,Water,Non_Wetland,Bareland
695,Grassland,Water,Water,NULL,Water,Bareland
696,Grassland,Water,Water,NULL,Water,Forest
697,Grassland,Water,Water,Non_Water,Water,Bareland
698,Grassland,Water,Water,Water,Water,Grassland
699,Grassland,Water,Water,Water,Water,Water
700,Grassland,Water,Water,Water,Water,Forest
701,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
702,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
703,Grassland,Water,Forest,NULL,Non_Wetland,Water
704,Grassland,Water,Forest,NULL,Non_Wetland,Forest
705,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
706,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland
707,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
708,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
709,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
710,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
711,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
712,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
713,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
714,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
715,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
716,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
717,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
718,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
719,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
720,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
721,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
722,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
723,Grassland,Forest,Grassland,NULL,Non_Wetland,Water
724,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
725,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
726,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
727,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
728,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
729,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
730,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
731,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
732,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
733,Grassland,Forest,Wetland,NULL,Wetland,Grassland
734,Grassland,Forest,Wetland,NULL,Wetland,Forest
735,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
736,Grassland,Forest,Wetland,Water,Wetland,Grassland
737,Grassland,Forest,Wetland,Water,Wetland,Forest
738,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
739,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
740,Grassland,Forest,Bareland,Water,Non_Wetland,Water
741,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
742,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
743,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
744,Grassland,Forest,Water,NULL,Water,Grassland
745,Grassland,Forest,Water,NULL,Water,Bareland
746,Grassland,Forest,Water,NULL,Water,Forest
747,Grassland,Forest,Water,Non_Water,Water,Bareland
748,Grassland,Forest,Water,Non_Water,Water,Forest
749,Grassland,Forest,Water,Water,Water,Grassland
750,Grassland,Forest,Water,Water,Water,Bareland
751,Grassland,Forest,Water,Water,Water,Forest
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
753,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
754,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
755,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
756,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
757,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
758,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
759,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland
760,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
761,Grassland,Forest,Forest,Water,Non_Wetland,Forest
762,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
763,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
764,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
765,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
766,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water
767,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
768,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
769,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
770,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
771,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
774,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
775,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
776,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
777,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
778,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
779,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
780,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
781,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
782,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
783,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
784,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
785,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
786,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
787,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
788,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
789,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
790,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
791,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
792,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
793,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
794,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
795,Cropland,NULL,Wetland,NULL,Wetland,Forest
796,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
797,Cropland,NULL,Wetland,Water,Wetland,Water
798,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
799,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
800,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
801,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
802,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
803,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
804,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
805,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
806,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
807,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
808,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
809,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
810,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
811,Cropland,NULL,Water,NULL,Water,Bareland
812,Cropland,NULL,Water,NULL,Water,Water
813,Cropland,NULL,Water,Non_Water,Water,Bareland
814,Cropland,NULL,Water,Non_Water,Water,Water
815,Cropland,NULL,Water,Water,Water,Bareland
816,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
817,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
818,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
819,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
820,Cropland,NULL,Forest,NULL,Non_Wetland,Water
821,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
822,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
823,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
824,Cropland,NULL,Forest,Non_Water,Non_Wetland,Built-up
825,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
826,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
827,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
828,Cropland,NULL,Forest,Water,Non_Wetland,Forest
829,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
830,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
831,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
835,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
839,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
840,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
841,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
842,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
843,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
844,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
845,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
849,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
850,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
851,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
852,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
853,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
854,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
855,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
856,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
857,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
858,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
859,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
860,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
861,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
862,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
863,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
864,Cropland,Cropland,Forest,Water,Non_Wetland,Water
865,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
866,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
867,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Forest
868,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
869,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
