Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
9318,Cropland,Water,Water,Water,Water,Shrubland,NULL,Forest
9319,Cropland,Water,Water,Water,Water,Water,NULL,Forest
9320,Cropland,Water,Water,Water,Water,Water,Water,Forest
9321,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9322,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9323,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9324,Cropland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9325,Cropland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9326,Cropland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9327,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9328,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9329,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
9330,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9331,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
9332,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9333,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9334,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9335,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9336,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9337,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9338,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9339,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9340,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9341,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9342,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9343,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9344,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9345,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9346,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9347,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9348,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9349,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9350,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9351,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9352,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9353,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9354,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9355,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9356,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9357,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9358,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9359,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9360,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9361,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9362,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9363,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9364,Cropland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9365,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9366,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9367,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9368,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9369,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9370,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9371,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9372,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9373,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9374,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9375,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9376,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9377,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9378,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9379,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9380,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9381,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9382,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9383,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9384,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9385,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9386,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9387,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9388,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9389,Cropland,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
9390,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9391,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9392,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9393,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9394,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9395,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9396,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9397,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9398,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9399,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9400,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9401,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9402,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9403,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9404,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9405,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9406,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9407,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9408,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9409,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9410,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9411,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9412,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9413,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9414,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9415,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9416,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9417,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9418,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9419,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9420,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9421,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9422,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9423,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9424,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9425,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9426,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9427,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9428,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9429,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9430,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9431,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9432,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9433,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9434,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9435,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9436,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9437,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9438,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9439,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9440,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9441,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9442,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9443,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9444,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9445,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9446,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9447,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9448,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9449,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
9450,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9451,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9452,Cropland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9453,Cropland,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
9454,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9455,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9456,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9457,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9458,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9459,Cropland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9460,Cropland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9461,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
9462,Cropland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
9463,Cropland,Forest,Wetland,Water,Wetland,Shrubland,NULL,Cropland
9464,Cropland,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9465,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
9466,Cropland,Forest,Water,Non_Water,Water,NULL,Water,Forest
9467,Cropland,Forest,Water,Non_Water,Water,Forest,NULL,Forest
9468,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9469,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9470,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9471,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9472,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9473,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9474,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9475,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9476,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9477,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9478,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9479,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9480,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9481,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9482,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9483,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9484,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
9485,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9486,Cropland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9487,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9488,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
9489,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9490,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9491,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
9492,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9493,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9494,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9495,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9496,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9497,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9498,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9499,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9500,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9501,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9502,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9503,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9504,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9505,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9506,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9507,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9508,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9509,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9510,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
9511,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9512,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9513,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9514,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9515,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9516,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9517,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9518,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9519,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9520,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9521,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9522,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
9523,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9524,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9525,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9526,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9527,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9528,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9529,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9530,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9531,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9532,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9533,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9534,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9535,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9536,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9537,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9538,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9539,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9540,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
9541,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
9542,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9543,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9544,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9545,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9546,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
9547,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9548,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9549,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
9550,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9551,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
9552,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
9553,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
9554,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9555,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
9556,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
9557,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9558,Wetland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
9559,Wetland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
9560,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9561,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9562,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9563,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9564,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9565,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9566,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9567,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
9568,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9569,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9570,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9571,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9572,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9573,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9574,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9575,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9576,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9577,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9578,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
9579,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9580,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9581,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9582,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9584,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9585,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9586,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9587,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9588,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9589,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9590,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9591,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
9592,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9593,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9594,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9595,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9596,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9597,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9598,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9599,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9600,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9601,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9602,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9603,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9604,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9605,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9606,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
9608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9610,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9611,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9612,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
9613,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9614,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9615,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
9616,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9617,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
9618,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
9619,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9620,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9621,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
9622,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9623,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9624,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
9625,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9626,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
9627,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
9628,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
9629,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9630,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9631,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
9632,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
9633,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
9634,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9635,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9636,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9637,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9638,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
