Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKH_M_R
1945,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1946,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1947,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1948,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1949,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1952,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1953,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1955,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1956,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1957,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1958,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1959,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1960,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1961,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1962,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1963,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1964,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1965,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1966,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1967,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1968,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1969,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1970,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1971,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1972,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1974,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1975,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1976,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1977,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1978,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1979,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1980,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1981,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1982,Wetland,Forest,Water,Water,Water,NULL,NULL,Bareland
1983,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1984,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1985,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1986,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1987,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1988,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1989,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1990,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1991,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1992,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1993,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1994,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1995,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1996,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1997,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1998,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1999,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2000,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2001,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2002,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2003,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2004,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2006,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2007,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2008,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2009,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2010,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2011,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2012,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2014,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2015,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2016,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2017,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2018,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2019,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2020,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2021,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2022,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2023,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2024,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2025,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2026,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2027,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2028,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2029,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2030,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2031,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2032,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2033,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2034,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2035,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2036,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2037,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2038,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2039,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2040,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2041,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2042,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2043,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2044,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2045,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2046,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2047,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2048,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
2049,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2050,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2051,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2053,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2054,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2055,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2057,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2058,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2059,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2060,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2061,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2062,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2063,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2064,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2065,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2066,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2067,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2068,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2069,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2070,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2071,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2072,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2073,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2075,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2076,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2077,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2078,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2079,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2082,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2083,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2084,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2085,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2086,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2087,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2088,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2089,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2090,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2091,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2092,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2093,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2094,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2095,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2096,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2097,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2098,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2099,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2100,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2101,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2102,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
2103,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
2104,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
2105,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
2106,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
2107,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2108,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2109,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2110,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2111,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2112,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2113,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2114,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2115,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2116,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2117,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2118,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2119,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2120,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2121,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2122,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2123,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2124,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2125,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2126,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2127,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2128,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2129,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2130,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2131,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2132,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2133,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2134,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2135,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2136,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2137,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2139,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2140,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2141,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2142,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2143,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2144,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2145,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2146,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2147,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2148,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2149,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2150,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2151,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2152,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2153,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2154,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2155,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2156,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2157,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2158,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2159,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2160,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2161,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2162,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2163,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2164,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2165,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2166,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2167,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2168,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2169,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2170,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2171,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2172,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2173,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2174,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2175,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2176,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2177,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2178,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2179,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2180,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2181,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2182,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2183,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2184,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2185,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2186,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2187,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2188,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2189,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2190,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2191,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2192,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2193,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2194,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2195,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2196,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2197,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2198,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2199,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2200,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2201,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2202,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2203,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2204,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2205,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2206,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2207,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2208,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2209,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2210,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2211,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2212,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2213,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2214,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2215,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2216,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2217,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2218,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2219,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2220,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2221,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2222,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2223,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2224,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2225,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2226,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2227,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2228,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2229,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2230,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2231,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2232,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2233,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2234,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2235,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2236,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2237,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2238,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2239,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2240,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2241,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2242,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2243,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2244,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2245,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2246,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2247,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2248,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2249,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2250,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2251,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2252,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2253,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2254,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2255,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2256,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2257,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2258,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2259,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2260,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2261,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2262,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2263,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2264,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2265,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2266,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2267,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2268,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2269,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2270,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2271,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2272,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2273,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2274,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2275,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2277,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2278,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2279,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2280,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2281,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2282,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2283,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2284,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2285,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2286,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2287,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
