Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R
15266,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15267,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
15268,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15269,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15270,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15271,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
15272,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15273,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15274,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15275,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Cropland
15276,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
15277,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15278,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15279,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
15280,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15281,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15282,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15283,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Cropland
15284,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
15285,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Cropland
15286,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15287,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15288,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15289,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15290,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15291,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
15292,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
15293,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15294,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
15295,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15296,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15297,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15298,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15299,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15300,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
15301,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
15302,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
15303,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15304,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
15305,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15306,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15307,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15308,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15309,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15310,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
15311,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
15312,Wetland,Cropland,Wetland,NULL,NULL,Wetland,Water,Bareland
15313,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
15314,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
15315,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
15316,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
15317,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
15318,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
15319,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
15320,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
15321,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
15322,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15323,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
15324,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
15325,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
15326,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Built-up
15327,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
15328,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Cropland
15329,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
15330,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
15331,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
15332,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15333,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
15334,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
15335,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Water
15336,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15337,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
15338,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
15339,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
15340,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
15341,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
15342,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
15343,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
15344,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
15345,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
15346,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
15347,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
15348,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Cropland
15349,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
15350,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
15351,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
15352,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
15353,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
15354,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
15355,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
15356,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
15357,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,Cropland
15358,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
15359,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
15360,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
15361,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
15362,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
15363,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
15364,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
15365,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
15366,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
15367,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
15368,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
15369,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
15370,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
15371,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
15372,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
15373,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15374,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
15375,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Cropland
15376,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
15377,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
15378,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
15379,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Cropland
15380,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
15381,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
15382,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
15383,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
15384,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
15385,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
15386,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
15387,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
15388,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
15389,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
15390,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
15391,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
15392,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
15393,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
15394,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
15395,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
15396,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
15397,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
15398,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
15399,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
15400,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
15401,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
15402,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
15403,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
15404,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
15405,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
15406,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
15407,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
15408,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
15409,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
15410,Wetland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
15411,Wetland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
15412,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
15413,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
15414,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
15415,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
15416,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Cropland
15417,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
15418,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Bareland
15419,Wetland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
15420,Wetland,Cropland,Wetland,NULL,Wetland,Water,Bareland,Grassland
15421,Wetland,Cropland,Wetland,NULL,Wetland,Water,Bareland,Wetland
15422,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
15423,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Cropland
15424,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
15425,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
15426,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
15427,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
15428,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
15429,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
15430,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
15431,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
15432,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15433,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
15434,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15435,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
15436,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
15437,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
15438,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
15439,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
15440,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
15441,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
15442,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
15443,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
15444,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
15445,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
15446,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
15447,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
15448,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
15449,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
15450,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
15451,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
15452,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
15453,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
15454,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
15455,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
15456,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
15457,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
15458,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
15459,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
15460,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
15461,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
15462,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
15463,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
15464,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
15465,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
15466,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
15467,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Built-up
15468,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
15469,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
15470,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
15471,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
15472,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
15473,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Built-up
15474,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
15475,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15476,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
15477,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
15478,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
15479,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
15480,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
15481,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
15482,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
15483,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
15484,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
15485,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
15486,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
15487,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
15488,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
15489,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
15490,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
15491,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15492,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
15493,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
15494,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
15495,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Wetland,Cropland
15496,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
15497,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Wetland,Water
15498,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
15499,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
15500,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
15501,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
15502,Wetland,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
15503,Wetland,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
15504,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
15505,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
15506,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
15507,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
15508,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
15509,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
15510,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
15511,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
15512,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
15513,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
15514,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Bareland
15515,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
15516,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Forest,Grassland
15517,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Forest,Wetland
15518,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
15519,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
15520,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
15521,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
15522,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
15523,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
15524,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
15525,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
15526,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
15527,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
15528,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
15529,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
15530,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
15531,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
15532,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
15533,Wetland,Cropland,Wetland,Water,Wetland,Forest,Grassland,Wetland
15534,Wetland,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
15535,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
15536,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15537,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15538,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
15539,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15540,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15541,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15542,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
15543,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15544,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
15545,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
15546,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15547,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
15548,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
15549,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
15550,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
15551,Wetland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15552,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
15553,Wetland,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
15554,Wetland,Cropland,Water,NULL,Water,Shrubland,Wetland,Wetland
15555,Wetland,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
15556,Wetland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
15557,Wetland,Cropland,Water,NULL,Water,Grassland,Water,Wetland
15558,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Cropland
15559,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
15560,Wetland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
15561,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
15562,Wetland,Cropland,Water,Non_Water,Water,NULL,Grassland,Wetland
15563,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Grassland
15564,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
15565,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Wetland,Grassland
15566,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Water,Wetland
15567,Wetland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
15568,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
15569,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
15570,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
15571,Wetland,Cropland,Water,Water,Water,Shrubland,Water,Wetland
15572,Wetland,Cropland,Water,Water,Water,Grassland,Water,Wetland
15573,Wetland,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
15574,Wetland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
15575,Wetland,Cropland,Water,Water,Water,Wetland,Wetland,Water
15576,Wetland,Cropland,Water,Water,Water,Wetland,Water,Grassland
15577,Wetland,Cropland,Water,Water,Water,Wetland,Water,Wetland
15578,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
15579,Wetland,Cropland,Water,Water,Water,Bareland,Water,Water
15580,Wetland,Cropland,Water,Water,Water,Water,Grassland,Wetland
15581,Wetland,Cropland,Water,Water,Water,Water,Wetland,Wetland
15582,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
15583,Wetland,Cropland,Water,Water,Water,Water,Water,Water
15584,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15585,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15586,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15587,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15588,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15589,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
15590,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15591,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15592,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15593,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
