Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMU_M_R
744,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
745,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
746,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
747,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
748,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
749,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
750,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
751,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
752,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
753,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
754,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
755,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
756,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
757,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
758,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
759,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
760,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
761,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
762,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
763,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
764,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
765,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
766,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
767,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
768,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
769,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
770,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
771,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
772,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
773,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
774,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
775,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
776,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
777,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
778,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
779,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
780,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
781,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
782,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
783,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
784,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
785,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
786,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
787,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
788,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
789,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
790,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
791,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
792,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
793,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
794,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
795,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
796,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
797,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
798,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
799,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
800,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
801,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
802,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
803,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
804,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
805,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
806,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
807,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
808,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
809,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
810,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
811,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
812,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
813,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
814,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
815,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Wetland
816,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
817,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
818,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
819,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
820,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
821,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
822,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
823,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
824,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
825,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
826,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
827,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
828,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
829,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
830,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
831,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
832,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
833,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
834,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
835,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
836,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
837,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
838,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
839,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
840,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
841,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
842,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
843,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
844,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
845,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
846,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
847,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
848,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
849,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
850,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
851,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
852,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
853,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
854,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
855,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
856,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
857,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
858,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
859,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
860,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
861,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
862,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
863,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
864,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
865,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
866,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
867,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
868,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
869,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
870,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
871,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
872,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
873,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
874,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
875,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
876,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Forest,Wetland
877,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
878,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
879,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
880,NULL,NULL,Water,NULL,Water,Forest,Wetland,Forest
881,NULL,NULL,Water,Water,Water,Grassland,Forest,Forest
882,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
883,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
884,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
885,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
886,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
887,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
888,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
889,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
890,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
891,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
892,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
893,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
894,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
895,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
896,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
897,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
898,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
899,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
900,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
901,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
902,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
903,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
904,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
905,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
906,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
907,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
908,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
909,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
910,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
911,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
912,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
913,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
914,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
915,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
916,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
917,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
918,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
919,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
920,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
921,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
922,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
923,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
924,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
925,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
926,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
927,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
928,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
929,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
930,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
931,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
932,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
933,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
934,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
935,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
936,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
937,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
938,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
939,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
940,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
941,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
942,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
943,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
944,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
945,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
946,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
947,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
948,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
949,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
950,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
951,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
952,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
953,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
954,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
955,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
956,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
957,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
958,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
959,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
960,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
961,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
962,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
963,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
964,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
965,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
966,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
967,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
968,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
969,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
970,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
971,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
972,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
973,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
974,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
975,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
976,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
977,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
978,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
979,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
980,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
981,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
982,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
983,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
984,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
985,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
986,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
987,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
988,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
989,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
990,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
991,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
992,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
993,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
994,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
995,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
996,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
997,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
998,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
999,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1000,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1001,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1002,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1003,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1004,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1005,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1006,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1007,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1008,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1009,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1010,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1011,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1012,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1013,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1014,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1015,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1016,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1017,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1018,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1019,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1020,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1021,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1022,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1023,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
1024,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1025,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1026,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1027,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1028,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1029,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1030,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1031,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1032,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1033,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1034,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1035,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1036,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1037,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1038,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1039,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1040,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1041,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1042,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1043,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1044,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
1045,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1046,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1047,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Wetland
1048,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1049,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1050,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1051,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1052,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,NULL
1053,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1054,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1055,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
1056,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1057,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1058,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1059,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1060,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1061,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1062,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1063,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
1064,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1065,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1066,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1067,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1068,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1069,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1070,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1071,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1072,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1073,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1074,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1075,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
