Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHT_M_R
665,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
666,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
667,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
668,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
669,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
671,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
672,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,NULL
673,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
674,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
675,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
676,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
678,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
680,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
681,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
682,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
683,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
686,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
687,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
689,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
690,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
691,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
692,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
696,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
698,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
699,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
700,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
701,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
702,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
703,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
704,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
705,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
706,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
707,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
708,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
709,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
710,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
711,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
712,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
713,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
714,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
716,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
717,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
719,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
720,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
721,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
726,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
727,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
728,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
729,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
730,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
731,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
732,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
733,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
734,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
735,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
736,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
737,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
739,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
740,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
741,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
742,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
743,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
744,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
745,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
746,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
747,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
748,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
750,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
751,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
752,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
753,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
754,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
755,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
758,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
760,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
761,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
762,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
765,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
766,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
768,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
770,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
771,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
772,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
773,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
774,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
775,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
776,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
777,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
778,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
779,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
780,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
781,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
782,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
783,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
784,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
785,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
787,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
789,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
790,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
791,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
793,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
794,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
795,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
797,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
798,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
799,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
800,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
803,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
805,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
807,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
808,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
811,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
812,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
816,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
820,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
821,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
822,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
824,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
826,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
829,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
830,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
831,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
832,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
833,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
834,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
835,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
836,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
838,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
839,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
842,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
843,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
845,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
848,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
849,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
851,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
853,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
855,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
856,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
857,Bareland,Water,Water,Water,Water,NULL,NULL,Water
858,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
859,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
860,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
861,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
862,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
864,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
866,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
867,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
868,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
869,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
870,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
871,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
872,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
873,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
874,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
877,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
878,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
879,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
880,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
881,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
882,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
883,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
885,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
887,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
888,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
889,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
891,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
892,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
894,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
895,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
896,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
897,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
898,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
899,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
900,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
902,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
903,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
904,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
905,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
907,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
908,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
909,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
911,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
912,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
913,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
914,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
915,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
916,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
917,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
918,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
919,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
920,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
921,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
922,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
923,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
924,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
925,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
926,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
927,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
928,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
930,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
931,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
932,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
934,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
935,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
936,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
937,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
938,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
939,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
941,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
942,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
943,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
944,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
945,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
946,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
947,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
948,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
949,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
950,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
951,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
952,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
953,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
955,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
956,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
957,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
958,Water,NULL,Water,NULL,Water,NULL,NULL,Water
959,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
960,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
961,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
962,Water,NULL,Water,Water,Water,NULL,NULL,NULL
963,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
964,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
965,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
966,Water,NULL,Water,Water,Water,NULL,NULL,Water
967,Water,NULL,Water,Water,Water,NULL,NULL,Forest
968,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
969,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
970,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
971,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
972,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
973,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
974,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
975,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
976,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
978,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
979,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
981,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
982,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
983,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
984,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
985,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
986,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
987,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
988,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
990,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
991,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
992,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
993,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
996,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
997,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1002,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1003,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1004,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1005,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1006,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1007,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1008,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1009,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
