Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
1587,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1588,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1589,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1590,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1591,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1592,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1593,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1594,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1595,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1596,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1598,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1600,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1601,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1604,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1606,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1607,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1608,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1609,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1610,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1612,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1613,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1615,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1616,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1617,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1619,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1621,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1622,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1623,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1624,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1625,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1627,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1628,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1629,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1630,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1631,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1632,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1633,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1634,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1635,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1636,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1638,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1640,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1643,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1644,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1645,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1646,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1648,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1650,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1651,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1653,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1654,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1656,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1661,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1662,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1663,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1665,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1666,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1667,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1670,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1671,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1672,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1674,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1675,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1676,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1679,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1680,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1681,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1682,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1683,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1684,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1685,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1686,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1688,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1690,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1691,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1693,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1694,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1695,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1696,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1697,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1698,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1699,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1700,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1701,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1703,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1705,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1706,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1707,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1708,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1709,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1710,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1712,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1713,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1717,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1718,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1722,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1724,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1726,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1727,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1728,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1729,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1730,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1731,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1732,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1733,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1734,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1735,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1736,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1737,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1738,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1739,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1740,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1742,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1743,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1744,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1745,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1746,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1748,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1750,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1752,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1753,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1754,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1755,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1756,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1757,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1758,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1759,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1760,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1761,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1762,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1763,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1765,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1767,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1768,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1770,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1771,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1772,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1774,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1777,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1779,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1781,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1783,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1784,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1785,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1786,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1787,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1788,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1790,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1791,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1792,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1793,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1794,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1795,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1796,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1797,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1799,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1801,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1802,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1803,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1804,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1805,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1807,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1808,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1811,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1812,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1813,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1814,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1815,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1816,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1817,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1818,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1819,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1820,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1821,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1822,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1827,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1828,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1829,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1830,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1831,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1832,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1834,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1835,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1836,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1837,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1838,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1839,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1840,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1841,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1842,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1843,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1844,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1845,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1846,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1847,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1848,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1849,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1850,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1851,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1852,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1853,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1854,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1855,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1856,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1858,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1859,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1860,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1861,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1862,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1863,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1864,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1865,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1866,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1867,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1868,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1869,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1870,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1871,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1872,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1873,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1874,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1875,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1876,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1877,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1878,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1879,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1880,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1881,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1882,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1883,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1884,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1885,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1886,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1887,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1888,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1889,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1890,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1891,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1892,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1893,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1894,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1895,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1896,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1897,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1898,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1899,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1900,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1901,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1902,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1904,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1905,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1906,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1907,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1908,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1909,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1910,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
