Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBR_M_R
331,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
332,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
333,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
334,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
335,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
336,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
337,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
342,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
343,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
344,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
345,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
346,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
347,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
348,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
350,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
351,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
352,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
353,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
354,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
355,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
357,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
358,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
359,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
360,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
361,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
362,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
363,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
364,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
365,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
367,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
368,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
370,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
371,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
385,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
386,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
388,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
389,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
390,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
391,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
392,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
393,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
396,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
397,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
398,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
399,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
400,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
401,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
402,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
403,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
404,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
405,Grassland,Water,Water,Water,Water,Wetland,NULL,Forest
406,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
407,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
408,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
409,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
410,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
411,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
412,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
413,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
414,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
415,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
416,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
417,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
418,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
419,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
420,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
421,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
422,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
423,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
424,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
425,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
426,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
427,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
428,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
429,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
430,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
431,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
432,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
433,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
434,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
435,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
436,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
437,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
438,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
439,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
440,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
441,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
442,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
443,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
444,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
445,Wetland,Wetland,Water,Water,Water,Water,Water,Water
446,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
447,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
448,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
449,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
450,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
451,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
452,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
453,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
454,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
455,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
456,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
457,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
458,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
459,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
460,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
461,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
462,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
463,Wetland,Water,Water,NULL,Water,Water,Water,Water
464,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
465,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
466,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
467,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
468,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
469,Wetland,Water,Water,Water,Water,Wetland,Water,Water
470,Wetland,Water,Water,Water,Water,Water,Water,Wetland
471,Wetland,Water,Water,Water,Water,Water,Water,Water
472,Wetland,Water,Water,Water,Water,Water,Water,Forest
473,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
474,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
475,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
476,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
478,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
479,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
481,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
482,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
483,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
484,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
485,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
486,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
487,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
488,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
489,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
490,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
491,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
492,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
493,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
494,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
495,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
496,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
497,Water,Wetland,Water,Water,Water,Water,Water,Water
498,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
499,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
500,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
501,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
502,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
503,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
504,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
505,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
506,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
507,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
508,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
509,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
510,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
511,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
512,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
513,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
514,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
515,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
516,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
517,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
518,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
519,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
520,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
521,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
522,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
523,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
529,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
530,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
531,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
532,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
533,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
534,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
535,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
536,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
537,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
538,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
539,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
540,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
541,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
542,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
543,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
544,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
545,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
546,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
547,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
548,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
549,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
550,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
551,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
552,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
553,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
554,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
555,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
556,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
557,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
558,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
559,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
560,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
561,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
562,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
563,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
564,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
565,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
566,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
567,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
568,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
569,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
570,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
571,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
572,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
573,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
574,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
575,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
576,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
577,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
578,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
579,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
580,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
581,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
582,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
583,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
584,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
585,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
586,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
587,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
588,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
589,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
590,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
591,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
592,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
593,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
594,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
595,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
596,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
597,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
598,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
599,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
600,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
601,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
602,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
603,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
604,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
605,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
606,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
607,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
608,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
609,Water,Water,Wetland,Water,Wetland,Water,Water,Water
610,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
611,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
612,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
613,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
614,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
615,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
616,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
617,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
618,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
619,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
620,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
621,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
622,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
623,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
624,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
625,Water,Water,Water,NULL,Water,NULL,Water,Water
626,Water,Water,Water,NULL,Water,NULL,Water,Forest
627,Water,Water,Water,NULL,Water,Wetland,Water,Forest
628,Water,Water,Water,NULL,Water,Water,NULL,Water
629,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
630,Water,Water,Water,NULL,Water,Water,Wetland,Water
631,Water,Water,Water,NULL,Water,Water,Wetland,Forest
632,Water,Water,Water,NULL,Water,Water,Water,Water
633,Water,Water,Water,NULL,Water,Water,Water,Forest
634,Water,Water,Water,NULL,Water,Water,Forest,Water
635,Water,Water,Water,NULL,Water,Water,Forest,Forest
636,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
637,Water,Water,Water,Non_Water,Water,NULL,Water,Water
638,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
639,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
640,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
641,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
642,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
643,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
644,Water,Water,Water,Non_Water,Water,Water,Water,Water
645,Water,Water,Water,Non_Water,Water,Water,Water,Forest
646,Water,Water,Water,Non_Water,Water,Water,Forest,Water
647,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
648,Water,Water,Water,Non_Water,Water,Forest,Grassland,Water
649,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
650,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
651,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
652,Water,Water,Water,Water,Water,NULL,Grassland,Forest
653,Water,Water,Water,Water,Water,NULL,Wetland,Water
654,Water,Water,Water,Water,Water,NULL,Wetland,Forest
655,Water,Water,Water,Water,Water,NULL,Water,Wetland
656,Water,Water,Water,Water,Water,NULL,Water,Water
657,Water,Water,Water,Water,Water,NULL,Water,Forest
658,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
659,Water,Water,Water,Water,Water,Shrubland,Water,Forest
660,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
661,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
662,Water,Water,Water,Water,Water,Wetland,Water,Grassland
663,Water,Water,Water,Water,Water,Wetland,Water,Water
664,Water,Water,Water,Water,Water,Wetland,Water,Forest
665,Water,Water,Water,Water,Water,Water,NULL,Water
666,Water,Water,Water,Water,Water,Water,Grassland,Water
667,Water,Water,Water,Water,Water,Water,Grassland,Forest
668,Water,Water,Water,Water,Water,Water,Wetland,Grassland
669,Water,Water,Water,Water,Water,Water,Wetland,Water
670,Water,Water,Water,Water,Water,Water,Wetland,Forest
671,Water,Water,Water,Water,Water,Water,Water,Grassland
672,Water,Water,Water,Water,Water,Water,Water,Wetland
673,Water,Water,Water,Water,Water,Water,Water,Bareland
674,Water,Water,Water,Water,Water,Water,Water,Water
675,Water,Water,Water,Water,Water,Water,Water,Forest
676,Water,Water,Water,Water,Water,Water,Forest,Water
677,Water,Water,Water,Water,Water,Water,Forest,Forest
678,Water,Water,Water,Water,Water,Forest,Grassland,Forest
679,Water,Water,Water,Water,Water,Forest,Wetland,Forest
680,Water,Water,Water,Water,Water,Forest,Water,Water
681,Water,Water,Water,Water,Water,Forest,Water,Forest
682,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
683,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
684,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
685,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
686,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
687,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
688,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
689,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
690,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
691,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
692,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
693,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
694,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
695,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
696,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
697,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
698,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
699,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
700,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
701,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
702,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
703,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
704,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
705,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
706,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
707,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
708,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
709,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
710,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
711,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
712,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
713,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
