Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGD_M_R
717,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
720,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
722,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
723,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
724,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
725,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
726,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
727,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
728,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
729,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
730,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
731,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
732,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
733,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
734,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
735,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
736,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
737,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
738,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
739,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
740,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
741,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
742,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
743,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
744,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
745,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
746,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
747,Forest,Water,Water,NULL,Water,NULL,NULL,Water
748,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
749,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
750,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
751,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
752,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
753,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
754,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
755,Forest,Water,Water,Water,Water,NULL,NULL,Water
756,Forest,Water,Water,Water,Water,NULL,NULL,Forest
757,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
758,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
759,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
760,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
761,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
762,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
763,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
765,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
766,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
767,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
768,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
769,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
770,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
771,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
772,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
774,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
775,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
776,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
778,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
779,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
780,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
782,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
783,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
785,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
786,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
787,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
788,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
789,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
791,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
792,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
793,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
794,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
795,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
796,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
797,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
798,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
799,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
800,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
801,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
802,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
803,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
804,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
805,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
806,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
808,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
809,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
810,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
811,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
812,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
813,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
814,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
815,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
816,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
817,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
818,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
819,Forest,Forest,Water,Water,Water,NULL,NULL,Water
820,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
821,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
822,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
823,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
824,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
825,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
826,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
827,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
829,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
830,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
831,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
832,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
833,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
834,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
