Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R
681,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
682,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
683,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
684,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
685,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
686,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
690,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
692,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
693,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
694,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
696,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
699,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
700,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
702,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
705,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
706,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
707,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
708,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
709,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
711,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
712,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
713,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
714,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
715,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
716,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
717,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
720,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
721,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
722,Water,NULL,Water,NULL,Water,NULL,NULL,Water
723,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
724,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
725,Water,NULL,Water,Water,Water,NULL,NULL,Water
726,Water,NULL,Water,Water,Water,NULL,NULL,Forest
727,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
728,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
730,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
731,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
732,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
733,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
734,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
735,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
737,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
738,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
739,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
742,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
743,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
746,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
747,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
749,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
750,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
751,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
753,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
754,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
756,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
759,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
760,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
761,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
762,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
763,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
764,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
765,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
766,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
767,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
768,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
769,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
770,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
771,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
772,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
773,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
774,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
775,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
776,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
777,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
778,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
779,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
780,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
781,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
782,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
783,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
784,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
785,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
786,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
787,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
788,Water,Cropland,Water,Water,Water,NULL,NULL,Water
789,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
790,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
791,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
792,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
793,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
794,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
796,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
797,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
798,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
799,Water,Bareland,Water,Water,Water,NULL,NULL,Water
800,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
801,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
802,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
803,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
804,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
805,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
806,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
807,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
808,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
809,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
810,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
813,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
814,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
817,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
818,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
819,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
820,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
821,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
822,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
823,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
824,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
827,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
829,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
830,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
831,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
832,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
834,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
836,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
837,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
838,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
839,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
840,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
841,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
842,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
843,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
844,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
845,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
846,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
847,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
848,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
849,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
851,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
852,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
853,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
854,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
855,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
857,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
858,Water,Water,Water,NULL,Water,NULL,NULL,Water
859,Water,Water,Water,NULL,Water,NULL,NULL,Forest
860,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
861,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
862,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
863,Water,Water,Water,Water,Water,NULL,NULL,NULL
864,Water,Water,Water,Water,Water,NULL,NULL,Grassland
865,Water,Water,Water,Water,Water,NULL,NULL,Bareland
866,Water,Water,Water,Water,Water,NULL,NULL,Water
867,Water,Water,Water,Water,Water,NULL,NULL,Forest
868,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
869,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
870,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
871,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
872,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
873,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
874,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
878,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
879,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
880,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
881,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
882,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
884,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
885,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
886,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
887,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
890,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
891,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
894,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
896,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
897,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
899,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
900,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
901,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
904,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
906,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
908,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
909,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
911,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
915,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
916,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
917,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
918,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
919,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
920,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
922,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
925,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
928,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
929,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
930,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
931,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
932,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
933,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
940,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
942,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
944,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
945,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
946,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
947,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
948,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
949,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
951,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
952,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
953,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
955,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
957,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
959,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
963,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
964,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
965,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
967,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
968,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
969,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
970,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
974,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
975,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
976,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
977,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
978,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
980,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
981,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
982,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
983,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
984,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
985,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
986,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
987,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
988,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
989,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
990,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
991,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
992,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
993,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
994,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
995,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
996,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
997,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
998,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
999,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1000,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1001,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1002,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
1003,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1004,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1005,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1006,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1011,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1012,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1013,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1014,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1017,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1019,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1021,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1024,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1026,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1029,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1030,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1031,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1033,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1037,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1039,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1040,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
