Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHV_M_R
667,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
669,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
670,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
675,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
678,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
679,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
680,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
681,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
682,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
683,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
685,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
686,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
687,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
688,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
690,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
691,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
692,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
693,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
694,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
695,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
696,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
697,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
698,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
699,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
700,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
702,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
703,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
705,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
706,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
707,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
708,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
709,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
710,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
712,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
713,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
714,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
716,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
717,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
718,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
719,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
720,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
721,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
722,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
723,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
724,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
725,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
726,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
727,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
728,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
731,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
732,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
733,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
734,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
735,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
736,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
737,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
738,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
739,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
740,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
741,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
742,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
744,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
745,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
746,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
748,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
750,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
751,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
753,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
754,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
755,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
757,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
758,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
760,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
762,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
766,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
768,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
769,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
771,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
773,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
774,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
776,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
777,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
778,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
779,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
780,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
781,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
783,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
785,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
786,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
787,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
789,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
790,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
791,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
792,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
793,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
794,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
795,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
796,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
797,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
798,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
799,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
800,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
801,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
802,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
803,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
804,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
806,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
808,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
809,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
811,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
814,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
816,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
817,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
818,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
819,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
820,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
822,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
824,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
825,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
826,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
827,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
828,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
829,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
830,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
831,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
832,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
833,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
834,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
835,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
836,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
837,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
838,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
839,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
840,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
841,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
842,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
845,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
846,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
848,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
850,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
851,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
852,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
853,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
855,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
856,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
857,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
858,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
859,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
860,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
862,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
863,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
865,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
867,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
868,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
870,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
871,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
872,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
873,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
874,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
875,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
876,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
877,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
878,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
879,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
880,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
881,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
882,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
883,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
885,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
886,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
894,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
898,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
900,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
902,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
903,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
904,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
905,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
906,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
907,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
910,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
912,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
914,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
915,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
916,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
919,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
922,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
923,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
925,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
926,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
927,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
928,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
931,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
932,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
933,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
935,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
936,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
937,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
939,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
940,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
941,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
944,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
945,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
946,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
948,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
949,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
953,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
954,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
955,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
957,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
958,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
959,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
960,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
961,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
962,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
963,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
964,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
965,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
966,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
967,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
968,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
969,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
970,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
971,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
972,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
973,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
974,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
975,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
976,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
978,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
980,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
983,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
984,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
987,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
988,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
989,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
990,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
993,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
997,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
998,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
999,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1000,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1001,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1002,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1003,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
