Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYS_M_R
11271,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
11272,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
11273,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
11274,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
11275,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
11276,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
11277,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11278,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
11279,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
11280,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11281,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
11282,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
11283,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
11284,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11285,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
11286,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
11287,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Water
11288,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
11289,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
11290,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11291,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11292,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11293,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11294,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11295,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11296,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
11297,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
11298,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
11299,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
11300,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11301,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11302,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11303,Wetland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
11304,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Cropland
11305,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Forest
11306,Wetland,NULL,Water,Non_Water,Water,Grassland,NULL,NULL
11307,Wetland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
11308,Wetland,NULL,Water,Non_Water,Water,Grassland,Shrubland,Cropland
11309,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
11310,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
11311,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
11312,Wetland,NULL,Water,Water,Water,NULL,Shrubland,Forest
11313,Wetland,NULL,Water,Water,Water,NULL,Grassland,Water
11314,Wetland,NULL,Water,Water,Water,NULL,Water,Water
11315,Wetland,NULL,Water,Water,Water,Shrubland,NULL,Water
11316,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
11317,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
11318,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
11319,Wetland,NULL,Water,Water,Water,Shrubland,Grassland,Water
11320,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
11321,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
11322,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Water
11323,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
11324,Wetland,NULL,Water,Water,Water,Water,NULL,Water
11325,Wetland,NULL,Water,Water,Water,Water,Shrubland,Water
11326,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
11327,Wetland,NULL,Water,Water,Water,Water,Water,Water
11328,Wetland,NULL,Water,Water,Water,Forest,NULL,Water
11329,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11330,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11331,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
11332,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11333,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11334,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11335,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11336,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11337,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11338,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11339,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
11340,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
11341,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11342,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11343,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11344,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11345,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11346,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11347,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11348,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11349,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11350,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11351,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11352,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11353,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11354,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11355,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
11356,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11357,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11358,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11359,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11360,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11361,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11362,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
11363,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11364,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11365,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
11366,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11367,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
11368,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11369,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11370,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11371,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11372,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11373,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11374,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11375,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11376,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11377,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11378,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11379,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11380,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
11381,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11382,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11383,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11384,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11385,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11386,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11387,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11388,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11389,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11390,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11391,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Cropland
11392,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
11393,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11394,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11395,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
11396,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11397,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
11398,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
11399,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
11400,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
11401,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
11402,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
11403,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11404,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
11405,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
11406,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
11407,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
11408,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11409,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
11410,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11411,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11412,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
11413,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11414,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
11415,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
11416,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
11417,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11418,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
11419,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
11420,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
11421,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
11422,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Cropland
11423,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
11424,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
11425,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11426,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11427,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11428,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
11429,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11430,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11431,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
11432,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11433,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11434,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11435,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11436,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11437,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11438,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11439,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11440,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
11441,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11442,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11443,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11444,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
11445,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11446,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
11447,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
11448,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
11449,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
11450,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11451,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11452,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
11453,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
11454,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
11455,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
11456,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Water
11457,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
11458,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11459,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11460,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11461,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11462,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11463,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11464,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11465,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11466,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11467,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11468,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11469,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11470,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11471,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
11472,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
11473,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11474,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11475,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11476,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11477,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11478,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11479,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11480,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11481,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
11482,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11483,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11484,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11485,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11486,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
11487,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11488,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
11489,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11490,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
11491,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
11492,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11493,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
11494,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
11495,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11496,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11497,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
11498,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11499,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
11500,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
11501,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
11502,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
11503,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
11504,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
11505,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11506,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11507,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
11508,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11509,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
11510,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
11511,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
11512,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Shrubland,Forest
11513,Wetland,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
11514,Wetland,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Cropland
11515,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Cropland
11516,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11517,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11518,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11519,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11520,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11521,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11522,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
11523,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11524,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11525,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11526,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11527,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11528,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11529,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11530,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11531,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11532,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11533,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11534,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11535,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11536,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11537,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11538,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11539,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11540,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11541,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11542,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11543,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11544,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11545,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11546,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
11547,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
11548,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11549,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
11550,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
11551,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11552,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11553,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
11554,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
11555,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
11556,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
11557,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11558,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11559,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
11560,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11561,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
11562,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Water
11563,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
11564,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11565,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11566,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
11567,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
11568,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11569,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11570,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11571,Wetland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
11572,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
11573,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11574,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Cropland
11575,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
11576,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11577,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11578,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
11579,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
11580,Wetland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
11581,Wetland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
11582,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Water
11583,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
11584,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
11585,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
11586,Wetland,Cropland,Wetland,Water,Wetland,Forest,Shrubland,Forest
11587,Wetland,Cropland,Wetland,Water,Wetland,Forest,Water,Water
11588,Wetland,Cropland,Water,NULL,Water,Shrubland,Water,Water
11589,Wetland,Cropland,Water,Water,Water,Shrubland,Water,Water
11590,Wetland,Cropland,Water,Water,Water,Water,NULL,Water
11591,Wetland,Cropland,Water,Water,Water,Water,Shrubland,Water
11592,Wetland,Cropland,Water,Water,Water,Water,Water,Water
