Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQS_M_R
1271,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1272,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1273,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1274,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1275,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1276,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1277,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1278,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1279,Wetland,Water,Water,NULL,Water,Water,Water,Water
1280,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
1281,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1282,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1283,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1284,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1285,Wetland,Water,Water,Water,Water,Water,Water,Water
1286,Wetland,Water,Water,Water,Water,Water,Water,Forest
1287,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1288,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1289,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1290,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1291,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1292,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1293,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1294,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1295,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1296,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1297,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1299,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1301,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1302,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1303,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1304,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1305,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1306,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1307,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1308,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1309,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1310,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1311,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1313,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1314,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1316,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1317,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
1318,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1319,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1320,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1321,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1322,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1323,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1324,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1325,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1326,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1327,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1328,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1329,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1330,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1332,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1333,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1334,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1335,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1336,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1337,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1338,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1339,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1340,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1341,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1342,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1343,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1344,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1345,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1346,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1347,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1348,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1350,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1351,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1352,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1353,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1354,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1355,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1356,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1357,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1358,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1359,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1360,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1361,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1362,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1363,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1364,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1365,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1366,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1367,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1368,Bareland,NULL,Water,Water,Water,Grassland,Water,Grassland
1369,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1370,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
1371,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1372,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1373,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1374,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1375,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1376,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1377,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1378,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1379,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1380,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1381,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1382,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1383,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1384,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1385,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1386,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1387,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1392,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1394,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1395,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1396,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1397,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
1398,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1399,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1400,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1401,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1402,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1403,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1404,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1405,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1406,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1407,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1408,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1409,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1410,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1411,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1412,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1413,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1414,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1415,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1416,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1417,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1418,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1419,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1420,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1422,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1423,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1424,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1425,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1426,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1427,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1428,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1429,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1430,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1431,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1432,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1433,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1434,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1435,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1436,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1437,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1438,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1439,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1440,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
1441,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1442,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1443,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1444,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1445,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1446,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1447,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1448,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1449,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1450,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1451,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1452,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1453,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1454,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1455,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1456,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1457,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1458,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1459,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1460,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1461,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
1462,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1463,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1464,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1465,Bareland,Water,Water,NULL,Water,Grassland,Water,Water
1466,Bareland,Water,Water,NULL,Water,Water,Water,Water
1467,Bareland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1468,Bareland,Water,Water,Water,Water,Water,Water,Water
1469,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1470,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1471,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1473,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1474,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1475,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1476,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1477,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1478,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1479,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1481,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1482,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1483,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1484,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1485,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1486,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1487,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1488,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1489,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1490,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1491,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1492,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1493,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1494,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
1495,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1496,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1497,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1498,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1499,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1500,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1501,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1502,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1503,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1504,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1505,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1506,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1507,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1508,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1509,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1510,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
1511,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1512,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1513,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1514,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1515,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1516,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1517,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1518,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1519,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1520,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1521,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Bareland
1522,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
1523,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1524,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1525,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1526,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1527,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1528,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1529,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1530,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1531,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1532,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1533,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1534,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1535,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1536,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1537,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1538,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1539,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1540,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1541,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1542,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1543,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1544,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1545,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1546,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1547,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1548,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1549,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1550,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1551,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1552,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1553,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1554,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1555,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1557,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1558,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1559,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
1560,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1561,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1562,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1563,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1564,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1565,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1566,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1567,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1568,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1569,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1570,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1571,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1572,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1573,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1574,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1575,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1577,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1578,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
1579,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1580,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1581,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
1582,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1583,Water,NULL,Water,Water,Water,Water,Water,Water
1584,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1587,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1588,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1589,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1590,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1591,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1592,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1593,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1594,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1595,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1596,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1597,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
1598,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1599,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1600,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1601,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1602,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1603,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1604,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1605,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1606,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1607,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1608,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1609,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1610,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
