Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
337,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
338,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
339,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
340,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
341,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
342,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
343,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
344,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
345,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
346,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
348,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
350,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
351,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
352,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
354,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
357,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
358,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
359,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
360,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
361,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
362,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
363,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
364,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
365,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
371,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
374,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
375,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
377,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
378,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
379,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
380,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
382,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
383,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
384,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
385,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
388,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
390,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
391,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
392,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
393,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
394,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
396,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
397,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
398,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
399,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
400,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
401,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
402,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
403,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
404,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
405,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
406,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
407,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
408,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
409,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
410,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
411,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
412,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
413,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
414,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
415,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
416,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
417,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
418,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
419,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
420,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
421,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
422,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
423,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
424,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
425,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
426,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
427,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
428,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
429,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
430,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
431,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
432,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
433,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
434,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
435,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
436,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
437,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
438,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
439,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
440,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
441,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
442,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
443,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
444,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
445,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
446,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
447,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
448,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
449,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
450,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
451,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
452,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
453,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
454,NULL,Water,Water,Water,Water,Wetland,Water,Water
455,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
456,NULL,Water,Water,Water,Water,Water,Water,Grassland
457,NULL,Water,Water,Water,Water,Water,Water,Water
458,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
459,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
460,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
461,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
462,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
463,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
464,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
467,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
468,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
473,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
474,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
475,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
476,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
477,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
478,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
479,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
480,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
482,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
483,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
484,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
485,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
486,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
493,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
496,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
497,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
499,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
500,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
501,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
502,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
503,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
504,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
505,Cropland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
506,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
507,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
508,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
509,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
510,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
511,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
512,Cropland,Water,Water,Water,Water,Water,Water,Water
513,Cropland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
514,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
515,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
517,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
518,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
519,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
520,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
521,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
522,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
523,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
524,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
525,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
526,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
527,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
528,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
529,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
530,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
531,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
532,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
533,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
534,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
535,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
536,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
537,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
538,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
539,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
540,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
541,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
542,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
543,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
544,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
545,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
546,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
547,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
548,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
549,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
550,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
551,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
552,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
553,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
554,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
555,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
556,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
557,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
558,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
559,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
560,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
561,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
562,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
563,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
564,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
565,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
566,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
567,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
568,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
569,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
570,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
571,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
572,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
573,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
574,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
577,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
578,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
579,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
580,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
581,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
582,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
583,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
584,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
585,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
586,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
587,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
588,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
589,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
590,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
591,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
592,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
593,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
594,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
595,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
596,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
597,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
598,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
599,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
600,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
601,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
602,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
603,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
604,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
605,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
606,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
607,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
608,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
609,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
610,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
611,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
612,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
613,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
614,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
615,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
616,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
617,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
618,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
619,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
620,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
621,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
622,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
623,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
624,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
625,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
626,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
627,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
628,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
629,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
630,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
631,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
632,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
633,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
634,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
635,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
636,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
637,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
638,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
639,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
640,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
641,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
642,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
643,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
644,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
645,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
646,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
647,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
648,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
649,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
650,Wetland,Wetland,Water,Water,Water,Water,Water,Water
651,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
652,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
653,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
654,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
655,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
656,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
657,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
658,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
659,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
660,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
661,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
662,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
663,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
664,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
665,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
666,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
667,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
668,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
669,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
670,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
671,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
672,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
673,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
674,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
675,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
676,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
677,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
678,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
679,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
680,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
681,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
682,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
683,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
684,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
685,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
686,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
687,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
688,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
689,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
690,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
691,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
692,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
693,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
