Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVC_M_R
7149,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7150,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7151,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7152,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7153,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7154,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7155,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7156,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7157,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7158,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7159,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7160,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7161,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7162,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7163,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7164,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7165,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7166,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7167,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7168,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7169,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7170,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7171,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7172,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7173,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7174,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7175,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7176,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7177,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7178,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7179,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7180,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7181,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7182,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7183,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7184,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7185,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7186,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7187,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7188,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7189,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7190,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7191,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7192,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7193,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7194,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7195,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7196,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7197,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7198,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7199,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7200,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7201,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7202,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7203,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7204,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7205,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7206,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7207,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7208,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7209,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7210,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7211,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7212,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
7213,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7214,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
7215,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7216,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7217,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7218,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7219,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7220,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7221,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7222,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7223,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7224,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7225,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
7226,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7227,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7228,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7229,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7230,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7231,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7232,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7233,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7234,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7235,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7236,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7237,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7238,Cropland,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7239,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7240,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7241,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7242,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7243,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
7244,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7245,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7246,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
7247,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7248,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7249,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7250,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7251,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7252,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7253,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7254,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7255,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7256,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7257,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7258,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7259,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7260,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7261,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7262,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7263,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7264,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7265,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7266,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
7267,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7268,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7269,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7270,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7271,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7272,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7273,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7274,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7275,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7276,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7277,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7278,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
7279,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7280,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7281,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7282,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7283,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7284,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7285,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7286,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7287,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7288,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7289,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7290,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7291,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7292,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7293,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7294,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7295,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7296,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7297,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7298,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
7299,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7300,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7301,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7302,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7303,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7304,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7305,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7306,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7307,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7308,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7309,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7310,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7311,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7312,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7313,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7314,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7315,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7316,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7317,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7318,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7319,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7320,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7321,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
7322,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7323,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7324,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7325,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
7326,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7327,Cropland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
7328,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
7329,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7330,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7331,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7332,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7333,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7334,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7335,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7336,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
7337,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7338,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7339,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7340,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7341,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7342,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
7343,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7344,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7345,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7346,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
7347,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7348,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7349,Cropland,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
7350,Cropland,Built-up,Water,NULL,Water,Water,Water,Water
7351,Cropland,Built-up,Water,Water,Water,Water,Water,Water
7352,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7353,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7354,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
7355,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7356,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7357,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7358,Cropland,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7359,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7360,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7361,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
7362,Cropland,Water,Water,NULL,Water,Water,Water,Wetland
7363,Cropland,Water,Water,NULL,Water,Water,Water,Water
7364,Cropland,Water,Water,Water,Water,Water,Water,Wetland
7365,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7366,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7367,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7368,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7369,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7370,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7371,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7372,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7373,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7374,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7375,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7376,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7377,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7378,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7379,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7380,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7381,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7382,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7383,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7384,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7385,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7386,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7387,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7388,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7389,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7390,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7391,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7392,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7393,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7394,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7395,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7396,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7397,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7398,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7399,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7400,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7401,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7405,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7406,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7407,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7408,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7409,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7410,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7411,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7412,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7413,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7414,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7415,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7416,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7417,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7418,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7419,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7420,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7421,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7422,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7423,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7424,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7425,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7426,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7427,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7428,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7429,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7430,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7431,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7432,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7433,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7434,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7435,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7436,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7437,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7438,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7439,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7440,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7441,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7442,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7443,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
7444,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7445,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7446,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7447,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7448,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7449,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7450,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7451,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7452,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7453,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7454,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7455,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7456,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7457,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7458,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7459,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7460,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7461,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7462,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7463,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7464,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
