Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R
882,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
883,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
884,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
885,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
886,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
887,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
888,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
889,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
890,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
891,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
892,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
893,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
894,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
895,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
896,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
897,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
898,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
899,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
900,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
901,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
902,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
903,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
904,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
905,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
906,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
907,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
908,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
909,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
910,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
911,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
912,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
913,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
914,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
915,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
916,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
917,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
919,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
920,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
921,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
922,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
923,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
924,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
925,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
926,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
927,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
928,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
929,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
930,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
931,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
932,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
933,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
934,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
935,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
936,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
937,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
938,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
939,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
940,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
941,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
942,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
943,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
944,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
945,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
946,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
947,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
948,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
949,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
950,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
951,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
952,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
953,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
954,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
955,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
956,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
957,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Water
958,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
959,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
960,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
961,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
962,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
963,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
964,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
965,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
966,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
967,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
968,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
969,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
970,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
971,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
972,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
973,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
974,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
975,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
976,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
977,NULL,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
978,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
979,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
980,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
981,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
982,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
983,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
984,NULL,Water,Water,NULL,Water,Grassland,Water,Water
985,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
986,NULL,Water,Water,Water,Water,Bareland,Grassland,Grassland
987,NULL,Water,Water,Water,Water,Bareland,Water,Water
988,NULL,Water,Water,Water,Water,Water,Water,Water
989,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
990,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
991,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
992,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
993,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
994,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
995,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
996,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
997,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
998,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
999,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1000,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1001,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1002,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1003,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1004,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1005,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1006,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1007,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1008,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1009,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1011,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1012,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1013,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1014,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1015,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1016,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1017,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1019,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1020,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1021,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1022,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1023,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1024,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1025,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1026,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1027,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1028,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1029,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1030,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1031,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1032,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1033,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1034,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1035,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1036,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1037,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1038,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1039,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1040,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1041,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1042,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1043,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1044,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1045,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1046,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1047,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1048,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1049,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1050,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1051,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1052,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1053,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1054,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1055,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1056,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1057,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1058,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1059,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1060,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1061,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1062,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1063,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1064,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1065,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1066,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1067,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1068,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1069,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1070,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1071,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1072,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1073,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1074,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1075,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1076,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1077,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1078,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1079,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1080,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1081,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1082,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1084,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1085,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1086,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1087,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1088,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1089,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1090,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1091,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1092,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1093,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1094,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1095,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1097,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1098,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1099,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1100,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1101,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1102,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1103,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1104,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1105,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1106,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1107,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1108,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1109,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1110,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1111,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1112,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1113,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1114,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1115,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1116,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1117,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1118,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1119,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1120,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1121,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1122,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1123,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1124,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1125,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1126,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1127,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1128,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1129,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1130,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1131,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1132,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1133,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1134,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1135,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1136,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1137,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1138,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1139,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1140,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1141,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1142,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1143,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1144,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1145,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1146,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1147,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1149,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1150,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1151,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1152,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1153,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1154,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1155,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1156,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1157,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1158,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1160,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1161,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1162,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1163,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1164,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1165,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1166,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1167,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1168,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1169,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1170,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1171,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1172,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1173,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1174,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1175,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1190,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
