Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
761,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
762,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
763,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
765,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
766,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
771,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
773,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
774,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
775,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
776,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
777,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
778,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
779,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
781,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
782,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
783,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
784,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
785,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
786,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
788,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
789,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
790,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
791,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
792,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
793,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
794,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
795,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
796,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
797,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
798,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
799,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
800,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
802,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
803,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
804,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
805,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
806,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
807,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
809,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
811,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
812,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
813,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
814,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
817,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
818,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
820,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
822,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
823,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
824,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
826,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
828,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
829,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
830,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
831,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
832,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
833,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
834,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
835,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
836,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
837,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
838,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
839,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
840,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
841,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
842,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
843,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
848,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
849,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
851,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
852,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
853,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
854,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
855,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
856,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
857,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
858,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
859,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
860,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
861,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
862,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
863,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
864,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
865,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
866,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
867,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
868,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
869,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
870,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
871,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
872,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
873,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
874,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
875,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
876,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
877,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
878,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
879,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
880,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
881,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
885,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
886,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
887,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
889,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
890,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
892,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
893,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
894,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
896,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
897,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
898,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
899,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
903,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
904,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
907,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
910,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
911,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
914,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
915,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
916,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
917,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
918,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
919,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
920,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
921,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
922,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
923,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
924,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
925,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
926,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
928,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
932,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
933,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
934,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
935,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
936,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
937,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
938,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
939,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
940,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
941,Grassland,Water,Water,Water,Water,NULL,NULL,Water
942,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
943,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
944,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
945,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
948,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
950,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
951,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
952,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
953,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
954,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
956,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
958,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
959,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
960,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
961,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
964,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
965,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
966,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
967,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
968,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
969,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
970,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
972,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
974,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
976,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
977,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
978,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
980,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
983,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
984,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
985,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
986,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
987,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
988,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
989,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
990,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
991,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
992,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
993,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
994,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
995,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
996,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Grassland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
998,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1004,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1005,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1006,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1008,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1010,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1011,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
1012,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1013,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1014,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1015,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1016,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1017,Grassland,Forest,Water,Water,Water,NULL,NULL,Cropland
1018,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1019,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1020,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1021,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1022,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1025,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1026,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1030,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1031,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1032,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1033,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1034,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1037,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1038,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1040,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1041,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1046,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1047,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1051,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1053,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1054,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1057,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1058,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1059,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1060,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1062,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1065,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1066,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1069,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1070,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1071,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1072,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1073,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1075,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1076,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1077,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1078,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1079,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1081,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1086,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1089,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1090,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1091,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1092,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1093,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1094,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1095,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1096,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1097,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1098,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1099,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1100,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1101,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1102,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1103,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
