Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
2484,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2485,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Cropland
2486,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
2487,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
2488,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2489,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2490,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2491,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2492,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
2493,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2494,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
2495,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2496,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
2497,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
2498,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
2499,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
2500,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Water
2501,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
2502,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2503,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2504,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
2505,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2506,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2507,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
2508,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
2509,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
2510,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2511,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
2512,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
2513,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
2514,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
2515,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
2516,NULL,Built-up,Water,NULL,Water,NULL,Water,Cropland
2517,NULL,Built-up,Water,NULL,Water,NULL,Water,Water
2518,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
2519,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Grassland
2520,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2521,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
2522,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Forest
2523,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2524,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2525,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
2526,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
2527,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
2528,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
2529,NULL,Built-up,Water,NULL,Water,Water,Built-up,Forest
2530,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2531,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Grassland
2532,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Forest
2533,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Forest
2534,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Water
2535,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
2536,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
2537,NULL,Built-up,Water,Water,Water,NULL,Built-up,Water
2538,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
2539,NULL,Built-up,Water,Water,Water,NULL,Water,Water
2540,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
2541,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
2542,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
2543,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
2544,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
2545,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
2546,NULL,Built-up,Water,Water,Water,Water,Bareland,Water
2547,NULL,Built-up,Water,Water,Water,Water,Water,Built-up
2548,NULL,Built-up,Water,Water,Water,Water,Water,Forest
2549,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2550,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2551,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2552,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2553,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2554,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2555,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2556,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2557,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2558,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2559,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2560,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2561,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2562,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
2563,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
2564,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2565,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
2566,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2567,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2568,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Bareland
2569,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
2570,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
2571,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2572,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2573,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2574,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2575,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2576,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2577,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2578,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2579,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2580,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2581,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2582,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2583,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2591,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2592,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2593,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2594,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
2595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2597,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2598,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
2599,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2600,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2601,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2606,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2609,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2610,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2611,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2612,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2613,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
2614,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2615,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2616,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2617,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2618,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2619,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2620,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2621,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2622,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2623,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2624,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2625,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2626,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
2627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
2629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2630,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
2631,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
2632,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2633,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2634,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
2635,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2636,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2637,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2638,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2639,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2640,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2641,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2642,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2643,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2644,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2645,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2646,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2647,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2648,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2649,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2650,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2651,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2652,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2653,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2654,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2655,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
2656,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Built-up
2657,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2658,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
2659,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2660,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
2661,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2662,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2663,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2664,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2665,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2666,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2667,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2668,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2669,NULL,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2670,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2671,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2672,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2673,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2674,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2675,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2676,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2677,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2678,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2679,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2680,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2681,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2682,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2683,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2684,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2685,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2686,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2687,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2688,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2689,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2690,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2691,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2692,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2693,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2694,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2695,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2696,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2697,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2698,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
2699,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2700,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
2701,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2702,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2703,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2704,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2705,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2706,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2707,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2708,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2709,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2710,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
2711,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2712,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2713,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2714,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2715,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2716,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2717,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
2718,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2719,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2720,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2721,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2722,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2723,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2724,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2725,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2726,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2727,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2728,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2729,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2730,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2731,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2732,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2733,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2734,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2735,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2736,NULL,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
2737,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2738,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2739,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2740,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2741,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2742,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2743,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2744,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2745,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2746,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2747,NULL,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
2748,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
2749,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2750,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2751,NULL,Water,Wetland,NULL,Wetland,Built-up,NULL,Cropland
2752,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2753,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2754,NULL,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
2755,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2756,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
2757,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
2758,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
2759,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2760,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2761,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2762,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2763,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2764,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2765,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2766,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
2767,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2768,NULL,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2769,NULL,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2770,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2771,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2772,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2773,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2774,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2775,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2776,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2777,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2778,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2779,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2780,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2781,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2782,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2783,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2784,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
2785,NULL,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
2786,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2787,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2788,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2789,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
2790,NULL,Water,Water,NULL,Water,NULL,Grassland,Grassland
2791,NULL,Water,Water,NULL,Water,NULL,Built-up,Forest
2792,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
2793,NULL,Water,Water,NULL,Water,NULL,Water,Water
2794,NULL,Water,Water,NULL,Water,Water,NULL,Water
2795,NULL,Water,Water,NULL,Water,Forest,Water,Forest
2796,NULL,Water,Water,Water,Water,NULL,Built-up,Grassland
2797,NULL,Water,Water,Water,Water,NULL,Water,Water
2798,NULL,Water,Water,Water,Water,NULL,Water,Forest
2799,NULL,Water,Water,Water,Water,Grassland,Grassland,Grassland
2800,NULL,Water,Water,Water,Water,Water,Water,Grassland
2801,NULL,Water,Water,Water,Water,Water,Water,Water
2802,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2803,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2804,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2805,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2806,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2807,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2808,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2809,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2810,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
2811,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2812,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2813,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2814,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2815,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2816,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2817,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2818,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2819,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2820,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2821,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2822,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2823,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2824,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2825,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2826,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2827,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2828,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
