Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQQ_M_R
837,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
838,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
839,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
840,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
841,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
842,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
843,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
844,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
845,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
846,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
847,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
848,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
849,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
850,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
851,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
852,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
853,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
854,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
855,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
856,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
857,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
858,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
859,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
860,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
861,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
862,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
863,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
864,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
865,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
866,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
868,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
869,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
870,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
871,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
872,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
873,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
874,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
875,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
876,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
877,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
878,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
879,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
880,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
881,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
882,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
883,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
884,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
885,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
886,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
887,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
888,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
889,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
890,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
891,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
892,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
893,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
894,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
895,Grassland,NULL,Water,Water,Water,Bareland,Water,Forest
896,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
897,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
898,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
899,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
900,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
901,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
902,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
903,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
904,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
905,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
906,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
907,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
908,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
909,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
910,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
911,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
912,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
913,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
914,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
915,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
916,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
917,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
918,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
919,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
920,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
921,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
922,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
923,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
924,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
925,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
926,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
927,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
928,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
929,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
930,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
931,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
932,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
933,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
934,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
935,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
936,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
937,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
938,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
939,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
940,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
941,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
942,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
943,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
944,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
945,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
946,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
947,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
948,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
949,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
950,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
951,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
952,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
953,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
954,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
955,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
956,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
957,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
958,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
959,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
960,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
961,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
962,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
963,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
964,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
965,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
966,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
967,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
968,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
969,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
970,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
971,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
972,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
973,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
974,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
975,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
976,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
977,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
978,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
979,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
980,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
982,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
983,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
984,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
985,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
986,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
987,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
988,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
989,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
990,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
991,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
992,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
993,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
994,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
995,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
996,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
997,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
998,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
999,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1000,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1001,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1002,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1003,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1005,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1007,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
1008,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1011,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1012,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1013,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1015,Grassland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1016,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1017,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1019,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1020,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1021,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1022,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1023,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1024,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1025,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1026,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1027,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1028,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1029,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1030,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1031,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1032,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1033,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1034,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1035,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1036,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1037,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1038,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1039,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1040,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1042,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1043,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1044,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1045,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1046,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1047,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1048,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1049,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1050,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1051,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1052,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1053,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1054,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1055,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1056,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1057,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1058,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1059,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1060,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1061,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1062,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1063,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1064,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1065,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1066,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1067,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1068,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1075,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1077,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1078,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1079,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1080,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1081,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1082,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1083,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1085,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1086,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1087,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1088,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1089,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1090,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1091,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1092,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1093,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1094,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1095,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1097,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1098,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1099,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1100,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1101,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1102,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1103,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1104,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1105,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1106,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1107,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1108,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1109,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1110,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1111,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1112,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1113,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1114,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1115,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1116,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1117,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1118,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1119,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1120,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1121,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1122,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1123,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1124,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1125,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1126,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1127,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1128,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1129,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1130,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1131,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1132,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1133,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1134,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1143,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1144,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1145,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1146,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1147,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1148,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1149,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1150,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1151,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1152,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1153,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1154,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1155,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1156,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1157,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
