Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTN_M_R
1579,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1580,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1581,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1582,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1583,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1584,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1585,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1586,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1587,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1588,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1589,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1590,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1591,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1592,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1593,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1594,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1595,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1596,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1598,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1599,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1600,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1601,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1602,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1603,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1604,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1605,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1606,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1607,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1608,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1609,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1610,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1611,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1612,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1613,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1614,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1618,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1619,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1620,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1621,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1622,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1623,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1624,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1625,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1626,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1627,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1628,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1629,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1630,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1631,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1632,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1633,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1634,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1635,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1636,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1638,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1639,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1640,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1641,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1642,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1643,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1644,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1645,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1646,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1647,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1648,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1649,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1650,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1651,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1652,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1653,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1654,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1655,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1656,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1657,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1658,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1659,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1660,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1661,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1662,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1663,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1664,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1665,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1666,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1667,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1668,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1669,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1670,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1671,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1672,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1673,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1674,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1675,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1676,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1677,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1678,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1679,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1680,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1681,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1682,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1683,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1684,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1685,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1686,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1687,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1688,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1689,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1690,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1691,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1692,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1693,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1694,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1695,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1696,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1697,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1698,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1699,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1700,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1701,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1702,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1703,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
1704,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1705,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1706,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1707,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1708,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1709,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1710,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1711,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1712,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1713,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1714,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1715,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1716,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
1717,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1718,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1719,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1720,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1721,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1722,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1723,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1724,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1725,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1726,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1727,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1728,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1729,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1730,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1731,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1732,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1733,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1734,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1735,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1736,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1737,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1738,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1739,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1740,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1741,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1742,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1743,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1744,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1745,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1746,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1747,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1748,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1749,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1750,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1751,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Bareland
1752,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1753,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1754,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1756,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1757,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1758,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1759,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1760,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1761,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1762,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1763,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1764,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
1765,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1766,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1767,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1768,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1769,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1770,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1771,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1772,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1773,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1774,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1775,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1776,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1777,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1778,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1779,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1780,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
1781,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1782,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1783,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1784,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1785,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1786,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1787,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1788,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1789,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1790,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1791,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1792,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1793,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1794,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1795,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
1796,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1797,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1798,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1799,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1800,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1801,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1802,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1803,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1804,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1805,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1806,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1807,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1808,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1809,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1810,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1811,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1812,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1813,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1814,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1815,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1816,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1817,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1818,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1819,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1820,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1821,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1822,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1823,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1824,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1825,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1826,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1827,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
1828,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1829,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1830,Forest,NULL,Water,Water,Water,Water,Water,Water
1831,Forest,NULL,Water,Water,Water,Water,Forest,Forest
1832,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1833,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1834,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1835,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1836,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1837,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1838,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1839,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1840,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1841,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1842,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1843,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1844,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1845,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1846,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1847,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1848,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1849,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1850,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1851,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1852,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1853,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1854,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1855,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1856,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1857,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1858,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1859,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1860,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1861,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1862,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1863,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1864,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1865,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1878,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1879,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1880,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1881,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1882,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1888,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1889,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1890,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1891,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1892,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1893,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1894,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1897,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1898,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1899,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1900,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1901,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1902,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1903,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1904,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1905,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1906,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1907,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1908,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1909,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1910,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1911,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1912,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1913,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
