Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCJ_M_R
6338,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6339,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6340,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6341,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6342,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6343,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6344,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6345,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6346,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6347,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6349,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6350,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6351,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6352,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6353,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6354,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6355,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6356,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6361,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6362,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6363,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6364,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6365,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6366,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6367,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6368,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6369,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6370,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6376,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6377,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
6378,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6379,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
6380,Cropland,Cropland,Water,NULL,Water,Forest,Forest,Forest
6381,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6382,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6383,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6384,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6385,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6386,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6387,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6388,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6389,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6390,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6391,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6392,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6393,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6394,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6395,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6396,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6397,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6398,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6399,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6400,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6401,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6402,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6403,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6404,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6405,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6406,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6407,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6408,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6409,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6410,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6411,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6412,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6413,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6414,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6415,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6416,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6417,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6418,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6419,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6420,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6421,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6422,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6423,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6424,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6425,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6426,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6427,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Water
6428,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6429,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6430,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6431,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6432,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6433,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6434,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6435,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6436,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6437,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6438,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
6439,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6440,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6441,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6442,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6443,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6444,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6445,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6446,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6447,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6448,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6449,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6450,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6451,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6452,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6453,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6454,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6455,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6456,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6457,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6458,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6459,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6460,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6461,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6462,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6463,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6464,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6465,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6466,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6467,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6468,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6469,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6470,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6471,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6472,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6473,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6474,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6475,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6476,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6477,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6478,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6479,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6480,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6481,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6482,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6483,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6484,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6485,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6486,Cropland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
6487,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6488,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6489,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6490,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6491,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6492,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6493,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6494,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6495,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6496,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6497,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6498,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6499,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6500,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6501,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6502,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6503,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6504,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6505,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6506,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6507,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6508,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6509,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6510,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6511,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6512,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6513,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6514,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6515,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6516,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6517,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6518,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6519,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6520,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6521,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6522,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6523,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6524,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6525,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6526,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6527,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6528,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6529,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6530,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6531,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6532,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6533,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6534,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6535,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6536,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6537,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6538,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6539,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6540,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6541,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6542,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6543,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6544,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6545,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6546,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6547,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6548,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6549,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6550,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6551,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6552,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6553,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6554,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6555,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6556,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6557,Cropland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
6558,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
6559,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6560,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6561,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6562,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6563,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6564,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6565,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6566,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6567,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6568,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6569,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6570,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
6571,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6572,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6573,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6574,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6575,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6576,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6577,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6578,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6579,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6580,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6581,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6582,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6583,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6584,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6585,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6586,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6587,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6588,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6589,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6590,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6591,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6592,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6593,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6594,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6595,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6596,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6597,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6598,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6599,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6600,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6601,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6602,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6603,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6604,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6605,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6606,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6607,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6608,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6609,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6610,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6611,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6612,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6613,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6614,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6615,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6616,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6617,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6618,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6619,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6620,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6621,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6624,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6625,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6626,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6627,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6628,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6629,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6630,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6631,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6632,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6633,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6634,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6635,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6636,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6637,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6638,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6639,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6640,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6641,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6645,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6646,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6647,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6648,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6649,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6650,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
