Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWF_M_R
1901,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1902,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1903,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1904,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1905,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1906,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1907,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1908,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1909,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1910,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1911,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1912,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1913,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1914,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1915,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1916,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1917,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1918,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1960,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1961,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1962,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1963,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1964,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1965,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1966,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1967,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1968,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1969,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1970,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1971,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1972,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1973,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1974,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1975,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1976,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1977,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1978,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1979,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1980,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1981,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1982,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1983,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1984,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1985,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1986,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1987,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1988,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1989,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1990,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1991,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1992,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1993,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1994,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1995,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1996,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1997,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1998,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1999,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2000,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2001,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2002,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2003,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2004,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2005,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2006,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2007,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2008,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2010,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2011,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2012,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2013,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2014,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2015,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2016,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2017,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2018,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2019,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2020,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2021,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2022,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2023,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2024,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2025,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2026,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2027,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2028,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2029,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2030,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2031,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2032,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2033,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2034,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2035,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2036,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2037,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2038,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2039,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
2040,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2041,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2042,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2043,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2044,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2045,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2046,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2047,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2048,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2049,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2050,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2051,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2052,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2053,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2054,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2055,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2056,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2057,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2058,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2059,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2060,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2061,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2062,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2063,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2064,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2065,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2066,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2067,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2068,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2069,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2070,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2071,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2072,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2073,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2074,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2075,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2076,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2077,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2078,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2079,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2080,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2081,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2082,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2083,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2084,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2085,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2086,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2087,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2088,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2089,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2090,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2091,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2092,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2093,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2094,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2095,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2096,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2097,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2098,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2099,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2100,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2101,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2102,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2103,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2104,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2105,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2106,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2107,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2108,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2109,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2110,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2111,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2112,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2113,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2114,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2115,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2116,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2117,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2118,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
2119,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2120,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2121,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2122,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
2123,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2124,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2125,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
2126,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
2127,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2128,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
2129,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
2130,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2131,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2132,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
2133,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
2134,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
2135,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2136,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
2137,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
2138,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
2139,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2140,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2141,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2142,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2143,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2154,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2156,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2161,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2162,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2163,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2164,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2165,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2166,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2167,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2168,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2169,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2170,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2171,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2172,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2173,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2174,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2175,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2176,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2177,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2178,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2179,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2180,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2181,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2182,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2183,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2184,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2185,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2186,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2187,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2188,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2189,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2190,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2191,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2192,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2193,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
