Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
2201,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2202,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2203,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2204,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2205,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2206,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2207,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2208,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2209,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2210,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2211,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2212,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2213,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2214,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2215,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2216,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2217,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2218,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2219,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2220,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
2221,Grassland,NULL,Water,NULL,Water,NULL,Water,Water
2222,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2223,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2224,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
2225,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
2226,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2227,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2228,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2229,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2230,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2231,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2232,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2233,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2234,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2235,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2236,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2237,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2238,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
2239,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2240,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2241,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2242,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2243,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2244,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2245,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2246,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2247,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2248,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2249,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2250,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2251,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2252,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2253,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2254,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2255,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2256,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2257,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2258,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2259,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2260,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2261,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2262,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2263,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2264,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2265,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2266,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2267,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2268,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2269,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2270,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2271,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2272,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2273,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2274,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2275,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2276,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2277,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2278,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2279,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2280,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2281,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2282,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2283,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2284,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2285,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2286,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2287,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2288,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2289,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2290,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2291,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2292,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2293,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2294,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2295,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2296,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2297,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2298,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2299,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2300,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2301,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2302,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2303,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2304,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2305,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2306,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2307,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2308,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2309,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
2310,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2311,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2312,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2313,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2314,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2315,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2316,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2317,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2318,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2319,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2320,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2321,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2322,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2323,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2324,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2325,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2326,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2327,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2328,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2329,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2330,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2331,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2332,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2333,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2334,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2335,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2336,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2337,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2338,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2339,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2340,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2341,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2342,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2343,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2344,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2345,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2346,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2347,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2348,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2349,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2350,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2351,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2352,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2353,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2354,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2355,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2356,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2357,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2358,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2359,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2360,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2361,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2362,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2363,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2364,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2365,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2366,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2367,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2368,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2369,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2370,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2371,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2372,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2373,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
2374,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2375,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2376,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2377,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2379,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2381,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2382,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2383,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2384,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2385,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2386,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2387,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2388,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2389,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2390,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2391,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2392,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2393,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2394,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2395,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2396,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2397,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2399,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2400,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2401,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2402,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2403,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2404,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2405,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2406,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2407,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2408,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2409,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2410,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2411,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2412,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2413,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2414,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2415,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2416,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2417,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2418,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2419,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2420,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2421,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2422,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2423,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2424,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2425,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2426,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2428,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2440,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2441,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2443,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2444,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2445,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2446,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2447,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2448,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2449,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2450,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2451,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2452,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2453,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2454,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2455,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
2456,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2457,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2462,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2463,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2464,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2466,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2467,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2468,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2469,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2470,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2471,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2472,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2473,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2474,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2475,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2476,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2477,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2478,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2479,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2480,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2481,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2482,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2483,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2484,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2485,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2486,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2487,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2488,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2489,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2490,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2491,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2492,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2493,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2494,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2495,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2496,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2497,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2498,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2499,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2500,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2501,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2502,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2503,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2504,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2505,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2506,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2507,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2508,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2509,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
2510,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2511,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2512,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2513,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2514,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2515,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2516,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2517,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
