Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
1705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
1715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1732,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1733,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1734,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1735,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1736,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1737,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1738,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1739,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1740,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1741,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1742,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1743,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1744,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1745,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1746,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1747,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1748,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1749,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1750,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1751,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1752,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1753,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1754,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
1755,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1756,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1757,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
1758,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1759,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1760,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1761,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1762,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
1763,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
1764,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
1765,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1766,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1767,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
1768,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1769,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1770,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1771,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1772,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1773,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1774,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1775,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1776,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1777,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1778,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1779,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1780,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1782,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1784,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1785,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1786,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1787,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1788,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1789,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1790,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1791,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1792,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1920,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1921,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1922,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1923,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1924,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1925,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1926,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1927,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1928,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1929,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1930,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1931,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1932,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1933,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1934,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1935,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1936,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1937,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1938,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1939,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1940,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1941,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1942,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1943,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1944,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1945,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1946,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1947,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1948,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1949,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1950,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1951,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1952,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1953,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1954,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1955,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1956,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1957,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1958,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1959,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1960,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1961,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1962,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1963,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1964,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1965,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1966,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1967,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1968,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1969,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1970,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1971,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1972,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
1973,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1974,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1975,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1976,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1977,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1978,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1979,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1980,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1981,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1982,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1983,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1984,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1985,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1986,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1987,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1988,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1989,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1990,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1991,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1992,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1993,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1994,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1995,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
1996,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1997,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1998,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1999,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2000,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2001,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2002,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2003,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Cropland
2004,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
2005,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2006,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2007,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
2008,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2009,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2010,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
2011,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2012,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2013,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2014,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2015,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2016,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
2017,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2018,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2019,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
