Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R
389,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
390,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
391,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
392,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
393,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
394,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
395,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
396,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
397,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
398,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
399,Grassland,Wetland,Water,Water,Water,NULL,Wetland
400,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
401,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
402,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
403,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
404,Grassland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
405,Grassland,Bareland,Wetland,NULL,Wetland,NULL,Water
406,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
407,Grassland,Bareland,Wetland,Water,Wetland,NULL,Wetland
408,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
409,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
410,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
411,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
412,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
413,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
414,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
415,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
416,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
417,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
418,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
419,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
420,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
421,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
422,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
423,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
424,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water
425,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
426,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
427,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
428,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland
429,Grassland,Water,Wetland,NULL,Wetland,NULL,Bareland
430,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
431,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
432,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
433,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
434,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water
435,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
436,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
437,Grassland,Water,Wetland,Water,Wetland,NULL,Bareland
438,Grassland,Water,Wetland,Water,Wetland,NULL,Water
439,Grassland,Water,Water,NULL,Water,NULL,Wetland
440,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
441,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
442,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
443,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
444,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
445,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
446,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
447,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
448,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
449,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
450,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
451,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
452,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
453,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
454,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
455,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
456,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
457,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
458,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water
459,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
460,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
461,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
462,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
463,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
464,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
465,Grassland,Forest,Water,NULL,Water,NULL,Wetland
466,Grassland,Forest,Water,NULL,Water,NULL,Forest
467,Grassland,Forest,Water,Water,Water,NULL,Wetland
468,Grassland,Forest,Water,Water,Water,NULL,Water
469,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
470,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
471,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water
472,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
473,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
474,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
475,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
476,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
477,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
481,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
482,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
483,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
484,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
485,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
486,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
487,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
488,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
489,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
490,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
491,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
492,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
493,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
494,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
495,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
496,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
497,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
498,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
499,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
500,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water
501,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
502,Cropland,NULL,Wetland,NULL,Wetland,NULL,Cropland
503,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
504,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
505,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
506,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
507,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
508,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
509,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
510,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
511,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
512,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
513,Cropland,NULL,Water,NULL,Water,NULL,Wetland
514,Cropland,NULL,Water,NULL,Water,NULL,Water
515,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
516,Cropland,NULL,Water,Non_Water,Water,NULL,Bareland
517,Cropland,NULL,Water,Water,Water,NULL,Grassland
518,Cropland,NULL,Water,Water,Water,NULL,Wetland
519,Cropland,NULL,Water,Water,Water,NULL,Water
520,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
521,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
522,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
523,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
524,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
525,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
526,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
527,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
528,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
529,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water
530,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
532,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
533,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
534,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
535,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water
536,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
537,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
538,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
539,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
540,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
541,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
542,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
543,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
544,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
545,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
546,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
547,Cropland,Wetland,Water,Non_Water,Water,NULL,Bareland
548,Cropland,Wetland,Water,Water,Water,NULL,Wetland
549,Cropland,Wetland,Water,Water,Water,NULL,Bareland
550,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
551,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
552,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
553,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
554,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
555,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
556,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Water
557,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
558,Cropland,Bareland,Water,Water,Water,NULL,Wetland
559,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
560,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
561,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
562,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
563,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
564,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
565,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
566,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
567,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
568,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
569,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Forest
570,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
571,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
572,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
573,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Forest
574,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
575,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
576,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
577,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
578,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
579,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
580,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
581,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Water
582,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
583,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
584,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
585,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
586,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
587,Cropland,Water,Wetland,Water,Wetland,NULL,Water
588,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
589,Cropland,Water,Water,NULL,Water,NULL,Wetland
590,Cropland,Water,Water,NULL,Water,NULL,Bareland
591,Cropland,Water,Water,NULL,Water,NULL,Water
592,Cropland,Water,Water,NULL,Water,NULL,Forest
593,Cropland,Water,Water,Non_Water,Water,NULL,Wetland
594,Cropland,Water,Water,Non_Water,Water,NULL,Water
595,Cropland,Water,Water,Non_Water,Water,NULL,Forest
596,Cropland,Water,Water,Water,Water,NULL,Water
597,Cropland,Water,Water,Water,Water,NULL,Forest
598,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
599,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
600,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
601,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
602,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
603,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
604,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
605,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
606,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
607,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
608,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
609,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
610,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
611,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
612,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
613,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
614,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
615,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
616,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
617,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
618,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
619,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland
620,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
621,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
622,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
623,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
624,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
625,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
626,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
627,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
628,Cropland,Forest,Water,NULL,Water,NULL,Grassland
629,Cropland,Forest,Water,NULL,Water,NULL,Water
630,Cropland,Forest,Water,NULL,Water,NULL,Forest
631,Cropland,Forest,Water,Non_Water,Water,NULL,Forest
632,Cropland,Forest,Water,Water,Water,NULL,Water
633,Cropland,Forest,Water,Water,Water,NULL,Forest
634,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
635,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
636,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
637,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water
638,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
639,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
640,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
641,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Water
642,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
643,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
644,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
645,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
646,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
647,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
648,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
649,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
650,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
651,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
652,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
653,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
654,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
655,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
656,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
657,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
658,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
659,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
660,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
661,Wetland,NULL,Wetland,NULL,Wetland,NULL,Cropland
662,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
663,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
664,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
665,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
666,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
667,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
668,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
669,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
670,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
671,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
672,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
673,Wetland,NULL,Water,NULL,Water,NULL,Grassland
674,Wetland,NULL,Water,NULL,Water,NULL,Wetland
675,Wetland,NULL,Water,NULL,Water,NULL,Bareland
676,Wetland,NULL,Water,NULL,Water,NULL,Water
677,Wetland,NULL,Water,NULL,Water,NULL,Forest
678,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
679,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
680,Wetland,NULL,Water,Non_Water,Water,NULL,Water
681,Wetland,NULL,Water,Water,Water,NULL,Grassland
682,Wetland,NULL,Water,Water,Water,NULL,Wetland
683,Wetland,NULL,Water,Water,Water,NULL,Water
684,Wetland,NULL,Water,Water,Water,NULL,Forest
685,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
686,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
687,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
688,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
689,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
690,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
691,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
692,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
693,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
694,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
695,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland
696,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
697,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
698,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
699,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
700,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
701,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
702,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
703,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
704,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
705,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
706,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
707,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
708,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
709,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
710,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
711,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
712,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
713,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
714,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
715,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
716,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
717,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
718,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
719,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
720,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
721,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
722,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
723,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
724,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
725,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
726,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
727,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
728,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
729,Wetland,Wetland,Water,NULL,Water,NULL,Bareland
730,Wetland,Wetland,Water,NULL,Water,NULL,Water
731,Wetland,Wetland,Water,NULL,Water,NULL,Forest
732,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
733,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
734,Wetland,Wetland,Water,Non_Water,Water,NULL,Bareland
735,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
736,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
737,Wetland,Wetland,Water,Water,Water,NULL,Grassland
738,Wetland,Wetland,Water,Water,Water,NULL,Wetland
739,Wetland,Wetland,Water,Water,Water,NULL,Bareland
740,Wetland,Wetland,Water,Water,Water,NULL,Water
741,Wetland,Wetland,Water,Water,Water,NULL,Forest
742,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
743,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
744,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
745,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
746,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
747,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
748,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
749,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
750,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
751,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
752,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
753,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
754,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
755,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
756,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
757,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
758,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
759,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
760,Wetland,Water,Wetland,Non_Water,NULL,NULL,Wetland
761,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
762,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
763,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
764,Wetland,Water,Wetland,Water,Wetland,NULL,Water
765,Wetland,Water,Water,NULL,Water,NULL,Bareland
766,Wetland,Water,Water,NULL,Water,NULL,Water
767,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
768,Wetland,Water,Water,Water,Water,NULL,Grassland
769,Wetland,Water,Water,Water,Water,NULL,Wetland
770,Wetland,Water,Water,Water,Water,NULL,Bareland
771,Wetland,Water,Water,Water,Water,NULL,Water
772,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
773,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
774,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
775,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland
776,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
777,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
778,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
779,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
780,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
781,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
782,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
783,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
