Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
9792,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9793,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
9794,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
9795,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9796,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9797,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9798,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
9799,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9800,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
9801,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9802,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
9803,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
9804,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9805,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9806,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9807,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
9808,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9809,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9810,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9811,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
9812,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9813,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9814,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
9815,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9816,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9817,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9818,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9819,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9820,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
9821,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
9822,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9823,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
9824,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
9825,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9826,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
9827,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
9828,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9829,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9830,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9831,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9832,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9833,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9834,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
9835,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
9836,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
9837,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
9838,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Shrubland,Grassland
9839,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
9840,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
9841,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
9842,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
9843,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Bareland,Cropland
9844,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
9845,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Cropland
9846,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9847,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
9848,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
9849,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9850,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9851,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9852,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9853,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
9854,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
9855,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
9856,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9857,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9858,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Cropland
9859,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
9860,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9861,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9862,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
9863,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
9864,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9865,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9866,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9867,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9868,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9869,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9870,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9871,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9872,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9873,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9874,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9875,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9876,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9877,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9878,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9879,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9880,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9881,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9882,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9883,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9884,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9885,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9886,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9887,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9888,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9889,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9890,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9891,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9892,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9893,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9894,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9895,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9896,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9897,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9898,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9899,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9900,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9901,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9902,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9903,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9904,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9905,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9906,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9907,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9908,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9909,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9910,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9911,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9912,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9913,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9914,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9915,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9916,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9917,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9918,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
9919,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9920,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9921,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9922,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9923,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9924,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9925,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9926,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9927,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9928,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9929,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9930,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9931,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9932,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9933,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9934,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9935,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9936,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9937,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9938,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9939,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
9940,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9941,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9942,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9943,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9944,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9945,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9946,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9947,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
9963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9975,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9976,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9977,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9978,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9979,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9980,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9994,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9995,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
10001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
10003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
10011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
10012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
10016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
10018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
10019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
10020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
10024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
10028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10032,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10033,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10034,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
10037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
10038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
10040,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10041,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10042,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10043,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10044,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10045,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10046,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10054,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10055,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
10061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
10070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
10072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
10079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
10081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10086,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10087,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10088,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10089,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10090,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
10091,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10092,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
10093,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10094,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10095,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10096,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10097,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10098,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
