Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWT_M_R
6541,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6542,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
6543,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6544,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6545,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6546,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6547,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
6548,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6549,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6550,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6551,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6552,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6553,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6554,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6555,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6558,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6559,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6560,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6561,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6562,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6563,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6564,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
6565,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6566,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6567,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6568,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
6569,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6570,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6571,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
6572,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6573,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6574,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6575,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6576,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6577,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6578,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6579,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6580,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6581,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6582,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6583,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6584,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6585,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
6586,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6587,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
6588,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6589,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
6590,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
6591,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
6592,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6593,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6594,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6595,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6596,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6597,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6598,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6599,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
6600,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
6601,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
6602,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
6603,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
6604,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6605,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6606,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6607,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6608,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
6609,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6610,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6611,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
6612,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6613,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6614,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6615,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6616,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6617,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6618,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
6619,Cropland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6620,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6621,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6622,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6623,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
6624,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
6625,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
6626,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
6627,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6628,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
6631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6635,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
6636,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6637,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6638,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6639,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6640,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Cropland
6641,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6642,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6643,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6644,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6645,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6646,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6647,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
6648,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Water
6649,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland,Grassland,Grassland
6650,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6651,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6652,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6653,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6654,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6655,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6656,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6657,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
6658,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6659,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6660,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6661,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6662,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6663,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6664,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
6665,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6666,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6667,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6668,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6669,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6670,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6671,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6672,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6674,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6675,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6676,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6677,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
6678,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6679,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6680,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6681,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6682,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Wetland
6683,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6684,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6685,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Wetland
6686,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6687,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6688,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6689,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6690,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6693,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6694,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6695,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6696,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6697,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6698,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6699,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6700,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6701,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6702,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6703,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Wetland
6705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
6711,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6712,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6713,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6714,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6715,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
6716,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
6717,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
6718,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Wetland
6719,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Water
6720,Cropland,Cropland,Water,NULL,Water,NULL,Water,NULL
6721,Cropland,Cropland,Water,NULL,Water,NULL,Forest,Cropland
6722,Cropland,Cropland,Water,NULL,Water,NULL,Forest,Wetland
6723,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,NULL
6724,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6725,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
6726,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
6727,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Water
6728,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6729,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
6730,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6731,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
6732,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
6733,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
6734,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
6735,Cropland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
6736,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Cropland
6737,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Water
6738,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
6739,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6740,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Wetland
6741,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Wetland
6742,Cropland,Cropland,Water,NULL,Water,Cropland,Wetland,Wetland
6743,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
6744,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
6745,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
6746,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6747,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Wetland
6748,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6749,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
6750,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
6751,Cropland,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
6752,Cropland,Cropland,Water,NULL,Water,Water,NULL,Water
6753,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
6754,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Water
6755,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland,Wetland
6756,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,NULL
6757,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Cropland
6758,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
6759,Cropland,Cropland,Water,Non_Water,Water,Cropland,Grassland,Wetland
6760,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Cropland
6761,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
6762,Cropland,Cropland,Water,Water,Water,NULL,Water,Cropland
6763,Cropland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
6764,Cropland,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
6765,Cropland,Cropland,Water,Water,Water,Cropland,Grassland,Water
6766,Cropland,Cropland,Water,Water,Water,Bareland,Water,Bareland
6767,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
6768,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
6769,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6770,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6771,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6772,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6773,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6774,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
6775,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6776,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6777,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6778,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
6779,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6780,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6781,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6782,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6783,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6784,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6785,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6786,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6787,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6788,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6789,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6790,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
6791,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Bareland
6792,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
6793,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6794,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6795,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6796,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
6797,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6798,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6799,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6800,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6801,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6802,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6803,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6804,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6805,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6806,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6807,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6808,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6809,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6810,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6811,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
6812,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6813,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6814,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6815,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6816,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6817,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6818,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6819,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6820,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6821,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6822,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6823,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6824,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6825,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6826,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6827,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6828,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6829,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6830,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6831,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6832,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
6833,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6834,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6835,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6836,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6837,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6838,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6839,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6840,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6841,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6842,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6843,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
6844,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6845,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6846,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6847,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6848,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
6849,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6850,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6851,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6852,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6853,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
6854,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
6855,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6856,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
6857,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
6858,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6859,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6860,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
6861,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
6862,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
6863,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6864,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
