Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYU_M_R
4520,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
4521,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4522,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4523,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4524,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
4525,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4526,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4527,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
4528,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4529,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4530,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4531,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4532,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4533,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4534,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4535,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4536,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4537,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4538,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4539,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4540,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4541,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4542,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
4543,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4544,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4545,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4546,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4547,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4548,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4549,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4550,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4551,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
4552,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4553,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4554,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4555,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
4556,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4557,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4558,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4559,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4560,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4561,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4562,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4563,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4564,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4565,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4566,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4567,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4568,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4569,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4570,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4571,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4572,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4573,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4574,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
4575,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4576,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4577,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
4578,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
4579,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4580,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4581,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4582,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
4583,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4584,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4585,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4586,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4587,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4588,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4589,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4590,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4591,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4592,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
4593,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4594,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4595,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4596,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
4597,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4598,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4599,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4600,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4601,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4602,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4603,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4604,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4605,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4606,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4607,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4608,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4609,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
4610,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4611,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4612,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4613,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4614,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4615,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4616,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
4617,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4618,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4619,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4620,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4621,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4622,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4623,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4624,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4625,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4626,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4627,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4628,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4629,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4630,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4631,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4632,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4633,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4634,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4635,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4636,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4637,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4638,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4639,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4640,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4641,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4642,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4643,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4644,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4645,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4646,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4647,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4648,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4649,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
4650,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4651,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4652,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4653,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4654,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4655,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4656,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4657,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4658,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4659,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4660,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4661,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4662,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4663,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4664,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4665,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4666,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4667,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4668,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4669,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4670,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4671,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4672,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4673,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4674,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4675,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4676,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4677,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4678,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4679,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4680,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4681,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
4682,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4683,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4684,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
4685,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4686,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4687,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
4688,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4689,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4690,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4691,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4692,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4693,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4694,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4695,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4696,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4697,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4698,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
4699,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Water
4700,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4701,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4702,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
4703,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4704,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4705,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
4706,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
4707,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4708,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4709,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
4710,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4711,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Forest
4712,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4713,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4714,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4715,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4716,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4717,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4718,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4719,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4720,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4721,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4722,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
4723,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
4724,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4725,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4726,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4727,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4728,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4729,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
4730,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4731,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4732,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
4733,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4734,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
4735,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4736,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
4737,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
4738,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
4739,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
4740,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
4741,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Bareland
4742,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Water
4743,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
4744,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
4745,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
4746,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
4747,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4748,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4749,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4750,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4751,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4752,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4753,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4754,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4755,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
4756,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4757,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4758,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
4759,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4760,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4761,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4762,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4763,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
4764,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4765,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4766,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4767,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4768,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4769,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4770,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4771,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4772,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Bareland
4773,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
4774,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4775,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4776,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4777,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4778,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4779,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
4780,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4781,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4782,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4783,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4784,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4785,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4786,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4787,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
4788,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4789,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4790,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4791,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4792,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4793,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
4794,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
4795,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4796,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4797,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4798,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4799,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4800,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4801,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
4802,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4803,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
4804,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4805,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
4806,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4807,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4808,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4809,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4810,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4811,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4812,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4813,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
4814,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4815,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4816,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
4817,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4818,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4819,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4820,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4821,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4822,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
4823,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4824,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4825,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
4826,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
4827,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4828,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4829,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4830,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4831,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4832,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4833,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
4834,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4835,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4836,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4837,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4838,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4839,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4840,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
4841,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4842,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
4843,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4844,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4845,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4846,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
4847,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
4848,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4849,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4850,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4851,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4852,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
4853,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
4854,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4855,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4856,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4857,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4858,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
4859,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4860,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
4861,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4862,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4863,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4864,Water,Water,Water,NULL,Water,NULL,Water,Water
4865,Water,Water,Water,NULL,Water,NULL,Water,Forest
4866,Water,Water,Water,NULL,Water,NULL,Forest,Forest
4867,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4868,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4869,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
4870,Water,Water,Water,NULL,Water,Grassland,Water,Water
4871,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4872,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4873,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
4874,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4875,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4876,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4877,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4878,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4879,Water,Water,Water,NULL,Water,Wetland,Bareland,Bareland
4880,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4881,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4882,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
4883,Water,Water,Water,NULL,Water,Wetland,Water,Water
4884,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4885,Water,Water,Water,NULL,Water,Wetland,Forest,Water
4886,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4887,Water,Water,Water,NULL,Water,Water,Grassland,Cropland
4888,Water,Water,Water,NULL,Water,Water,Grassland,Water
4889,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4890,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4891,Water,Water,Water,NULL,Water,Water,Wetland,Water
