Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLG_M_R
337,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
338,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
339,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
340,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
341,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
342,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
343,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
344,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
346,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
347,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
348,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
349,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
350,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
351,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
352,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
353,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
354,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
355,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
356,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
357,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
358,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
359,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
361,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
362,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
363,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
364,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
365,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
366,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
367,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
371,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
373,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
375,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
376,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
383,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
385,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
386,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
389,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
390,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
391,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
392,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
394,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
395,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
398,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
399,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
400,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
401,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
402,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
403,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
404,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
405,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,Cropland,Water,Water,Water,Water,NULL,NULL,Water
407,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
409,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
411,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
413,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
414,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
415,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
416,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
417,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
418,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
420,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
421,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
422,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
423,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
424,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
425,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
426,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
427,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
428,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
429,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
430,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
431,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
432,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
433,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
434,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
435,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
436,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
438,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
440,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
441,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
449,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
456,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
458,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
459,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
460,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
462,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
463,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
464,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
466,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
469,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
470,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
471,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
472,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
473,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
474,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
475,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
476,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
477,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
478,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
479,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
480,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
481,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
482,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
483,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
484,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
485,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
486,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
487,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
488,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
489,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
490,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
491,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
492,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
493,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
494,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
495,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
496,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
497,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
498,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
499,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
501,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
502,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
503,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
504,Wetland,NULL,Water,Water,Water,Water,Water,Water
505,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
508,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
509,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
511,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
512,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
513,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
514,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
515,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
516,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
517,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
518,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
519,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
520,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
521,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
522,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
523,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
524,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
525,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
526,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
527,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
528,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
529,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
530,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
531,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
532,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
533,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
534,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
537,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
538,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
539,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
540,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
541,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
542,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
543,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
544,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
545,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
546,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
547,Wetland,Forest,Water,NULL,Water,Water,Water,Water
548,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
549,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
550,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
551,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
552,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
567,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
568,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
569,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
570,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
573,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
574,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
575,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
576,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
577,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
578,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
579,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
580,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
581,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
582,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
584,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
585,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
586,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
587,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
588,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
589,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
590,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
593,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
594,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
595,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
596,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
597,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
598,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
599,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
600,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
602,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
603,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
606,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
607,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
608,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
609,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
610,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
611,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
612,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
613,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
614,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
615,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
616,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
617,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
618,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
619,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
620,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
621,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
622,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
623,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
624,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
625,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
626,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
627,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
628,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
629,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
630,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
631,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
632,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
633,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
634,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
635,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
636,Water,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
637,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
638,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
639,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
640,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
641,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
642,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
643,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
644,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
645,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
646,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
647,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
648,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
649,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
650,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
651,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
652,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
653,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
654,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
655,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
656,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
657,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
658,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
659,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
660,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
661,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
662,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
663,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
664,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
665,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
666,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
667,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
668,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
669,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
670,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
671,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
672,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
673,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
674,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
675,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
676,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
677,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
678,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
