Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
438,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
439,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
440,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
441,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
442,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
443,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
444,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
445,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
446,NULL,Forest,Cropland,Water,Non_Wetland,Water
447,NULL,Forest,Wetland,Non_Water,Wetland,Forest
448,NULL,Forest,Wetland,Water,Wetland,Grassland
449,NULL,Forest,Wetland,Water,Wetland,Water
450,NULL,Forest,Wetland,Water,Wetland,Forest
451,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
452,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
453,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
454,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
455,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
456,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
457,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
458,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
459,NULL,Forest,Water,Non_Water,Water,Forest
460,NULL,Forest,Water,Water,Water,Water
461,NULL,Forest,Water,Water,Water,Forest
462,NULL,Forest,Forest,NULL,Non_Wetland,NULL
463,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
464,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
465,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
466,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
467,NULL,Forest,Forest,NULL,Non_Wetland,Water
468,NULL,Forest,Forest,NULL,Non_Wetland,Forest
469,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
470,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
471,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
472,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
473,NULL,Forest,Forest,Water,Non_Wetland,Water
474,NULL,Forest,Forest,Water,Non_Wetland,Forest
475,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
476,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
484,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
485,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
486,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
487,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
488,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
490,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
491,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
492,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
493,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
494,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
495,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
496,Grassland,NULL,Wetland,Non_Water,Wetland,Water
497,Grassland,NULL,Wetland,Water,Wetland,Forest
498,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
499,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
500,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
501,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
502,Grassland,NULL,Water,NULL,Water,Grassland
503,Grassland,NULL,Water,NULL,Water,Water
504,Grassland,NULL,Water,Non_Water,Water,Grassland
505,Grassland,NULL,Water,Water,Water,Water
506,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
507,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
508,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
509,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
510,Grassland,NULL,Forest,NULL,Non_Wetland,Water
511,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
512,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
513,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
514,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
515,Grassland,NULL,Forest,Water,Non_Wetland,NULL
516,Grassland,NULL,Forest,Water,Non_Wetland,Forest
517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
523,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
524,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
525,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
526,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
527,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
528,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
529,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
531,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
532,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
533,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
534,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
535,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
536,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
537,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
538,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
539,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
540,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
541,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
542,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
543,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
544,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
545,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
546,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
547,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
548,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
549,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
550,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
551,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
552,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
553,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
554,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
555,Grassland,Water,Shrubland,Water,Non_Wetland,Water
556,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
557,Grassland,Water,Water,NULL,Water,Bareland
558,Grassland,Water,Water,NULL,Water,Forest
559,Grassland,Water,Water,Water,Water,Grassland
560,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
561,Grassland,Water,Forest,NULL,Non_Wetland,Forest
562,Grassland,Water,Forest,Water,Non_Wetland,Forest
563,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
564,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
565,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
566,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
567,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
568,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
569,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
570,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
571,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
572,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
573,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
574,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
575,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
576,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
577,Grassland,Forest,Water,Non_Water,Water,Forest
578,Grassland,Forest,Water,Water,Water,Water
579,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
580,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
581,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
582,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
583,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
584,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
585,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
586,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
587,Grassland,Forest,Forest,Water,Non_Wetland,Forest
588,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
596,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
597,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
600,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
601,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
602,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
603,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
604,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
605,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
606,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
607,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
608,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
609,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
610,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
611,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
612,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
613,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
614,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
615,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
616,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
617,Cropland,NULL,Wetland,NULL,Wetland,Forest
618,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
619,Cropland,NULL,Wetland,Non_Water,Wetland,Water
620,Cropland,NULL,Wetland,Water,Wetland,Water
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
622,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
623,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
624,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
625,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
626,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
627,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
628,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
629,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
630,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
631,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
632,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water
633,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
634,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
635,Cropland,NULL,Water,NULL,Water,Grassland
636,Cropland,NULL,Water,NULL,Water,Water
637,Cropland,NULL,Water,NULL,Water,Forest
638,Cropland,NULL,Water,Non_Water,Water,Grassland
639,Cropland,NULL,Water,Non_Water,Water,Bareland
640,Cropland,NULL,Water,Non_Water,Water,Water
641,Cropland,NULL,Water,Non_Water,Water,Forest
642,Cropland,NULL,Water,Water,Water,Grassland
643,Cropland,NULL,Water,Water,Water,Bareland
644,Cropland,NULL,Water,Water,Water,Water
645,Cropland,NULL,Water,Water,Water,Forest
646,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
647,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
648,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
649,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
650,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
651,Cropland,NULL,Forest,NULL,Non_Wetland,Water
652,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
653,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
654,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
655,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
656,Cropland,NULL,Forest,Water,Non_Wetland,Water
657,Cropland,NULL,Forest,Water,Non_Wetland,Forest
658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
665,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
666,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
667,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
668,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
669,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
670,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
671,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
672,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
673,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
674,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
675,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
676,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
677,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
678,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
679,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
680,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
681,Cropland,Cropland,Water,Non_Water,Water,Forest
682,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
683,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
684,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
685,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
686,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
687,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
688,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
689,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
690,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
691,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
692,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
693,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
694,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
695,Cropland,Bareland,Wetland,Water,Wetland,Water
696,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
697,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
698,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
699,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
700,Cropland,Bareland,Water,Non_Water,Water,Bareland
701,Cropland,Bareland,Water,Water,Water,Water
702,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
703,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
704,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
705,Cropland,Bareland,Forest,Water,Non_Wetland,Water
706,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
707,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
713,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
714,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
715,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
719,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
720,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Water
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
723,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
724,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
725,Cropland,Built-up,Wetland,Non_Water,Wetland,Water
726,Cropland,Built-up,Wetland,Water,Wetland,Bareland
727,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
728,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
729,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
730,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
731,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
732,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
733,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
734,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
735,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
736,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
737,Cropland,Built-up,Water,NULL,Water,Grassland
738,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
739,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
740,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
741,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
742,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
743,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
744,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
745,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
746,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
747,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
748,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
749,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
750,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
751,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
752,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
753,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
754,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
755,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
756,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
758,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
759,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
760,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
761,Cropland,Water,Wetland,Water,Wetland,Bareland
762,Cropland,Water,Bareland,Water,Non_Wetland,Water
763,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
764,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
765,Cropland,Water,Built-up,Water,Non_Wetland,Bareland
766,Cropland,Water,Water,NULL,Water,Forest
767,Cropland,Water,Water,Water,Water,Water
768,Cropland,Water,Water,Water,Water,Forest
769,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
770,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
771,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
772,Cropland,Water,Forest,NULL,Non_Wetland,Water
773,Cropland,Water,Forest,NULL,Non_Wetland,Forest
774,Cropland,Water,Forest,Non_Water,Non_Wetland,Built-up
775,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
776,Cropland,Water,Forest,Water,Non_Wetland,Water
777,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
778,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
779,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
780,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
781,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
782,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
783,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
784,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
785,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
786,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
787,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
788,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
789,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
790,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
791,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
792,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water
793,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
794,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
795,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
796,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
797,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
798,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
799,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
800,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
801,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
802,Cropland,Forest,Wetland,Non_Water,Wetland,Water
803,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
804,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
805,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
806,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
807,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
808,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
809,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
810,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
811,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
812,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
813,Cropland,Forest,Water,NULL,Water,Water
814,Cropland,Forest,Water,NULL,Water,Forest
815,Cropland,Forest,Water,Non_Water,Water,Grassland
816,Cropland,Forest,Water,Non_Water,Water,Bareland
817,Cropland,Forest,Water,Non_Water,Water,Water
818,Cropland,Forest,Water,Non_Water,Water,Forest
819,Cropland,Forest,Water,Water,Water,Grassland
820,Cropland,Forest,Water,Water,Water,Bareland
821,Cropland,Forest,Water,Water,Water,Water
822,Cropland,Forest,Water,Water,Water,Forest
823,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
824,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
825,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
826,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
827,Cropland,Forest,Forest,NULL,Non_Wetland,Water
828,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
829,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
830,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
831,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
832,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
833,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
834,Cropland,Forest,Forest,Water,Non_Wetland,Water
835,Cropland,Forest,Forest,Water,Non_Wetland,Forest
836,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
837,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
838,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
839,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
840,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
841,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
842,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
843,Wetland,NULL,Grassland,Water,Non_Wetland,Water
844,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
845,Wetland,NULL,Wetland,Water,Wetland,Water
846,Wetland,NULL,Wetland,Water,Wetland,Forest
847,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
848,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
849,Wetland,NULL,Water,NULL,Water,Forest
850,Wetland,NULL,Water,Non_Water,Water,Bareland
851,Wetland,NULL,Water,Water,Water,Bareland
852,Wetland,NULL,Water,Water,Water,Water
853,Wetland,NULL,Forest,NULL,Non_Wetland,Water
854,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
855,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
856,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
857,Wetland,NULL,Forest,Water,Non_Wetland,Water
858,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
859,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
860,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
861,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
862,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
863,Wetland,Bareland,Grassland,Water,Non_Wetland,Water
864,Wetland,Bareland,Wetland,NULL,Wetland,Water
865,Wetland,Bareland,Wetland,Water,Wetland,Water
866,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
867,Wetland,Bareland,Water,NULL,Water,Water
868,Wetland,Bareland,Water,Non_Water,Water,Bareland
869,Wetland,Bareland,Water,Non_Water,Water,Water
870,Wetland,Bareland,Water,Water,Water,Grassland
