Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
9580,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
9581,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
9582,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9583,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9584,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9585,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9586,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9587,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9588,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9589,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9590,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9591,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
9592,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9593,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9594,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9595,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9596,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
9597,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
9598,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9599,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
9600,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9601,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9602,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9603,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
9604,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9605,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9606,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9607,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
9608,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9609,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9610,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9611,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
9612,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9613,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
9614,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
9615,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
9616,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
9617,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
9618,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9619,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
9620,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
9621,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
9622,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9623,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9624,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
9625,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
9626,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
9627,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
9628,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
9629,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
9630,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9631,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9632,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
9633,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
9634,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9635,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
9636,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
9637,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9638,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9639,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
9640,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9641,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9642,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
9643,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9644,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
9645,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9646,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9647,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9648,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9649,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9650,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
9651,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
9652,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
9653,Water,Cropland,Built-up,Water,Non_Wetland,Water,Water,Water
9654,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
9655,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
9656,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
9657,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
9658,Water,Cropland,Water,NULL,Water,NULL,Water,Water
9659,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
9660,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
9661,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
9662,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
9663,Water,Cropland,Water,NULL,Water,Wetland,Forest,Forest
9664,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
9665,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
9666,Water,Cropland,Water,NULL,Water,Water,NULL,Water
9667,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
9668,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
9669,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
9670,Water,Cropland,Water,NULL,Water,Water,Wetland,Wetland
9671,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
9672,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
9673,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
9674,Water,Cropland,Water,NULL,Water,Water,Water,Water
9675,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Forest
9676,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
9677,Water,Cropland,Water,Water,Water,NULL,NULL,Water
9678,Water,Cropland,Water,Water,Water,NULL,Grassland,Water
9679,Water,Cropland,Water,Water,Water,NULL,Water,Water
9680,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
9681,Water,Cropland,Water,Water,Water,Wetland,Water,Water
9682,Water,Cropland,Water,Water,Water,Bareland,Wetland,Wetland
9683,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
9684,Water,Cropland,Water,Water,Water,Bareland,Water,Water
9685,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
9686,Water,Cropland,Water,Water,Water,Water,NULL,Water
9687,Water,Cropland,Water,Water,Water,Water,Grassland,Grassland
9688,Water,Cropland,Water,Water,Water,Water,Grassland,Bareland
9689,Water,Cropland,Water,Water,Water,Water,Grassland,Water
9690,Water,Cropland,Water,Water,Water,Water,Wetland,Water
9691,Water,Cropland,Water,Water,Water,Water,Water,Water
9692,Water,Cropland,Water,Water,Water,Water,Forest,Water
9693,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9694,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9695,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9696,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9697,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9698,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9699,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9700,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9701,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9702,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9703,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9704,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9705,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9706,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9707,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9708,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9709,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9710,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9711,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9712,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9713,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
9714,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9715,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9716,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9717,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9718,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9719,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9720,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
9721,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
9722,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9723,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9724,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9725,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9726,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
9727,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9728,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
9729,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9730,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9731,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9732,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9733,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
9734,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9735,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9736,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
9737,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
9738,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
9739,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9740,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9741,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9742,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9743,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9744,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9745,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9746,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9747,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9748,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9749,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9750,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9751,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
9752,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9753,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9754,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9755,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9756,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9757,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9758,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9759,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9760,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9761,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9762,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
9763,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9764,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9765,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9766,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9767,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9768,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9769,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
9770,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9771,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
9772,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9773,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9774,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9775,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9776,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9777,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9778,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9779,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9780,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9781,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9782,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9783,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
9784,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9785,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9786,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9787,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9788,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9789,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9790,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9791,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9792,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9793,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9794,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9795,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9796,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9797,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
9798,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
9799,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9800,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9801,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9802,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
9803,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Water
9804,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9805,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9806,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
9807,Water,Wetland,Water,NULL,Water,Grassland,Water,Water
9808,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
9809,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
9810,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
9811,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
9812,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9813,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
9814,Water,Wetland,Water,NULL,Water,Water,Water,Water
9815,Water,Wetland,Water,NULL,Water,Water,Water,Forest
9816,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Water
9817,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9818,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9819,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9820,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
9821,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9822,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9823,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
9824,Water,Wetland,Water,Non_Water,Water,Forest,Forest,Water
9825,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
9826,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9827,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
9828,Water,Wetland,Water,Water,Water,Wetland,Water,Water
9829,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
9830,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
9831,Water,Wetland,Water,Water,Water,Water,Grassland,Water
9832,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
9833,Water,Wetland,Water,Water,Water,Water,Water,Wetland
9834,Water,Wetland,Water,Water,Water,Water,Water,Water
9835,Water,Wetland,Water,Water,Water,Water,Water,Forest
9836,Water,Wetland,Water,Water,Water,Forest,Water,Water
9837,Water,Wetland,Water,Water,Water,Forest,Forest,Water
9838,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9839,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9840,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9841,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9842,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9843,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9844,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9845,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9846,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9847,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9848,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9849,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9850,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9851,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9852,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9853,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9854,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
9855,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9856,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9857,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9858,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9859,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9860,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9861,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9862,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
9863,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9864,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9865,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9866,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9867,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9868,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9869,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9870,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9871,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9872,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9873,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9874,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9875,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
9876,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9877,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9878,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9879,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9880,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
9881,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
9882,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
9883,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9884,Water,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Water
9885,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
9886,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
9887,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9888,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
9889,Water,Bareland,Water,NULL,Water,Water,Water,Water
9890,Water,Bareland,Water,Water,Water,Water,Water,Water
9891,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
9892,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9893,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9894,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
9895,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9896,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9897,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9898,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9899,Water,Built-up,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9900,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9901,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9902,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9903,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9904,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
9905,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9906,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9907,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9908,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9909,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9910,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9911,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9912,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9913,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9914,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9915,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
9916,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9917,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9918,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
9919,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
9920,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
9921,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
9922,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
9923,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
9924,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
9925,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
9926,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Water
9927,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
9928,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9929,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9930,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9931,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9932,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
9933,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9934,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Water
9935,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
9936,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9937,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
9938,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
9939,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
