Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
1692,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1693,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1694,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1695,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1696,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1697,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1698,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1699,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1700,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1701,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1702,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1703,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1704,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1705,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1706,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1707,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1708,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1709,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1710,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1711,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1712,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1713,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1714,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1715,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1716,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1717,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1718,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1719,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1720,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1721,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1722,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1723,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
1724,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1725,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1726,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1727,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1728,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1729,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1730,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1731,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1733,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1734,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1735,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1736,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1737,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1738,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1739,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1741,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1742,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1743,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1744,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1745,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1746,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1747,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1748,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1749,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1750,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1751,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1752,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1754,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1755,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1756,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1757,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1758,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1759,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1760,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1761,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1762,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1763,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1764,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1765,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1766,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1767,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1768,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1769,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1780,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1781,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1782,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1783,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1784,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1785,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1787,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1789,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1790,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1791,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1792,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1793,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1794,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1795,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1796,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1797,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1798,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1799,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1800,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1801,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1802,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1804,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1805,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1806,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1807,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1808,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1809,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1811,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1813,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1814,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1815,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1817,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1818,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1819,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1820,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1821,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1822,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1823,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1824,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1825,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1826,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1827,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1828,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1829,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1830,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1831,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1832,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1833,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1834,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1835,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1836,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1837,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1839,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1840,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1841,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1842,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1843,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1844,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1845,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1846,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1847,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1848,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1849,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1850,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1851,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1852,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1853,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1854,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1855,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
1856,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1857,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1858,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1859,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1860,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1861,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1862,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1863,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1864,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1865,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1866,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1867,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1868,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1869,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1870,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1871,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1872,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1873,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1874,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1875,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1876,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1877,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1878,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1879,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1880,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1881,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1882,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1883,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1884,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1885,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1886,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1887,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1888,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1889,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1890,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1891,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1892,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1893,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1894,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1895,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1896,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
1897,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
1898,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1899,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1900,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1901,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1902,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1903,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1904,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1905,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1906,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1907,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1908,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1910,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1911,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1912,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1913,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1914,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1915,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1916,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1917,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1918,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
1919,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1920,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1921,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
1922,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1923,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1924,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1925,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1926,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1927,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1928,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1929,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1930,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1931,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1932,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1933,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1934,Grassland,Wetland,Water,Water,Water,NULL,NULL,NULL
1935,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1936,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1937,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1938,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
1939,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
1940,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1941,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1942,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1943,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1944,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1945,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1946,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1947,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1948,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1949,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
1950,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1951,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1952,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1953,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1955,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1956,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1957,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1960,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1961,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1962,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1963,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1964,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1965,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1966,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1967,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1968,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1969,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1970,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1971,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1972,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1973,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1974,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1975,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1976,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1977,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1978,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1979,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1980,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1981,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1982,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1983,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1984,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1987,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1988,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1989,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1990,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1991,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1992,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1993,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1994,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1995,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1996,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1997,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1998,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1999,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2000,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2001,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2002,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2003,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2004,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2005,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2006,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2007,Grassland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2008,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2009,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Cropland
2010,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
2011,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Cropland
2012,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
2013,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2014,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2015,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2016,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
2017,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2018,Grassland,Water,Water,Non_Water,Water,NULL,Water,Wetland
2019,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
2020,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
2021,Grassland,Water,Water,Water,Water,NULL,NULL,Water
2022,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
