Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R
336,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
337,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
338,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
339,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
340,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
341,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
343,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
345,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
347,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
348,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
350,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
352,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
353,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
354,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
355,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
358,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
360,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
362,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
364,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
367,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
371,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
373,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
377,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
379,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
381,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
382,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
384,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
385,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
386,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
387,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
388,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
390,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
391,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
392,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
394,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
395,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
397,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
398,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
399,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
400,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
402,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
403,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
405,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
406,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
407,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
408,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
409,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
410,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
411,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
412,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
414,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
416,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
418,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
419,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
421,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
422,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
423,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
425,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
426,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
427,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
428,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
429,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
430,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
431,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
432,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
433,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
434,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
435,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
436,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
437,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
438,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
439,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
440,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
441,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
442,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
443,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
444,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
446,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
447,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
448,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
450,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
452,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
453,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
455,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
456,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
457,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
459,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
460,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
461,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
462,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
463,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
466,Wetland,Wetland,Wetland,NULL,NULL,NULL,NULL,Wetland
467,Wetland,Wetland,Wetland,NULL,NULL,NULL,NULL,Water
468,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
469,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
470,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
471,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
472,Wetland,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
473,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
474,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
475,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
476,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
477,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Grassland
478,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Water
479,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Forest
480,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
481,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
482,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
483,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
484,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
487,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
488,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
489,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
490,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
491,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
493,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
494,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
495,Wetland,Wetland,Water,NULL,NULL,NULL,NULL,Grassland
496,Wetland,Wetland,Water,NULL,NULL,NULL,NULL,Forest
497,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
498,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
499,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
500,Wetland,Wetland,Water,Non_Water,NULL,NULL,NULL,Wetland
501,Wetland,Wetland,Water,Non_Water,NULL,NULL,NULL,Forest
502,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
503,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
504,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Grassland
505,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Water
506,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Forest
507,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
508,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
509,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
510,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
511,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
513,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
514,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
517,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
518,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
519,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
520,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
521,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
522,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
523,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
524,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
525,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
527,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
528,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
529,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
530,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
531,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
533,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
534,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
535,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
536,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
538,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
539,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
540,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
541,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
542,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
543,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
544,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
545,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
546,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
547,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
548,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
549,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
550,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
552,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
553,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
554,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
555,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
556,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
558,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
559,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
560,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
561,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
562,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
563,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Water
564,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Forest
565,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
566,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
567,Wetland,Water,Water,Water,NULL,NULL,NULL,Wetland
568,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
569,Wetland,Water,Water,Water,NULL,NULL,NULL,Forest
570,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
571,Wetland,Water,Water,Water,Water,NULL,NULL,Water
572,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
573,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
575,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
576,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
578,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
579,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
580,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
581,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
582,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
584,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
585,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
589,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
591,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
592,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
593,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
594,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
595,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
596,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
597,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
598,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
599,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
600,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
602,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
604,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
605,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
606,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
607,Wetland,Forest,Water,Non_Water,NULL,NULL,NULL,Wetland
608,Wetland,Forest,Water,Non_Water,NULL,NULL,NULL,Forest
609,Wetland,Forest,Water,Water,NULL,NULL,NULL,Wetland
610,Wetland,Forest,Water,Water,NULL,NULL,NULL,Forest
611,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
612,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
613,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
614,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
615,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
618,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
619,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
621,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
624,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
626,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
631,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
633,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
634,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
635,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
640,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
642,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
643,Bareland,Wetland,Water,Water,NULL,NULL,NULL,Water
644,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
645,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
646,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
647,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
648,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
649,Bareland,Bareland,Wetland,Water,NULL,NULL,NULL,Wetland
650,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
651,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
652,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
653,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
654,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
657,Bareland,Bareland,Water,Water,NULL,NULL,NULL,Wetland
658,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
664,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
665,Bareland,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
666,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
667,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Wetland
668,Bareland,Water,Wetland,Water,NULL,NULL,NULL,Water
669,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
670,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
671,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
672,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
673,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
674,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
675,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
676,Bareland,Water,Water,Water,NULL,NULL,NULL,Wetland
677,Bareland,Water,Water,Water,NULL,NULL,NULL,Water
678,Bareland,Water,Water,Water,Water,NULL,NULL,Water
679,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
680,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
681,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
