Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHE_M_R
12241,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12242,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12243,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12244,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12245,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12246,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12247,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12248,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12249,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12250,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12251,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
12252,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
12253,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12254,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12255,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12256,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12257,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
12258,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
12259,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12260,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
12261,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12262,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12263,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12264,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12265,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
12266,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12267,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12268,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12269,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12270,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12271,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12272,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12273,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
12274,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12275,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12276,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
12277,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12278,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
12279,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
12280,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12281,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
12282,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12283,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12284,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
12285,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12286,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12287,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12288,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12289,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12290,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12291,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12292,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12293,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12294,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12295,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12296,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12297,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12298,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12299,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12300,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
12301,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12302,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12303,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12304,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12305,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
12306,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12307,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
12308,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12309,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12310,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12311,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
12312,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12313,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12314,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12315,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
12316,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
12317,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
12318,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12319,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
12320,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12321,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12322,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12323,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12324,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12325,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12326,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12327,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12328,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12329,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12330,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12331,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12332,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12333,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
12334,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12335,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
12336,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12337,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
12338,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12339,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12340,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12341,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12342,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12343,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
12344,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
12345,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12346,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12347,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12348,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12349,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12350,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
12351,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
12352,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12353,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12354,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12355,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
12356,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12357,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12358,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12359,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12360,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12361,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
12362,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12363,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12364,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12365,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12366,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12367,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
12368,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
12369,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12370,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12371,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
12372,Bareland,Cropland,NULL,Water,Non_Wetland,Forest,Bareland,Bareland
12373,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12374,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12375,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12376,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12377,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12378,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12380,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12381,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12382,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12383,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12386,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12390,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12391,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12392,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12393,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12394,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12395,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
12396,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12397,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12398,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12399,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12400,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
12401,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
12402,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12403,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12404,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12405,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12406,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12407,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12408,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12413,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12414,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12415,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12416,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12417,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12418,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12419,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12420,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12421,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12422,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12423,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12424,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12425,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
12426,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12427,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12436,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12437,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12438,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12439,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12440,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12441,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12442,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
12443,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
12447,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12448,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12449,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12450,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12451,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12452,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12453,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12454,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
12455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
12457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
12460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12461,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12470,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12471,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12472,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12473,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
12477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12491,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
12504,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12505,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12507,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12508,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12509,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
12512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
12515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
12517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
12518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12522,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12523,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12524,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12525,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12526,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12527,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12528,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12529,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12530,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
12531,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12532,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
12533,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12534,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12535,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12536,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12537,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
12538,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12539,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12540,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12541,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12542,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12543,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
12544,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
12545,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12546,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12547,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12548,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12549,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
