Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
5704,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5705,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5706,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5707,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5708,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5709,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5710,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5711,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5712,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5713,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5714,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5715,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5716,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5717,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5718,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5719,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5720,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5721,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5722,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5723,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5724,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5725,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5726,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5727,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5728,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5729,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
5730,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
5731,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5732,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5733,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
5734,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5735,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5736,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5737,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5738,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5739,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5740,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5741,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5742,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5743,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5744,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5745,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
5746,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5747,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5748,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5749,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
5750,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5751,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5752,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5753,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5754,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5755,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5756,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5757,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5758,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5759,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5760,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5761,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5762,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5763,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5764,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5765,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5766,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5767,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5768,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5769,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5770,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5771,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5772,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5773,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
5774,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5775,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5776,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5777,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5778,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5779,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5780,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5781,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5782,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5783,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5784,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5785,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5786,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5787,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5788,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5789,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5790,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
5791,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5792,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5793,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5794,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5795,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5796,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5797,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5798,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5799,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5800,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5801,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5802,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5803,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5804,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5805,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5806,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5807,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5808,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5809,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5810,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
5811,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
5812,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
5813,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5814,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5815,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5816,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5817,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5818,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5819,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5820,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5821,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5822,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5823,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5824,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5825,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5826,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5827,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5828,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5829,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5830,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5831,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5832,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5833,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5834,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5835,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5836,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5837,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
5838,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5839,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5840,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5841,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5842,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5843,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
5844,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5845,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5846,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
5847,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5848,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5849,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5850,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5851,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5852,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5853,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5854,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5855,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5856,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5857,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5858,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5859,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5860,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5861,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5862,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5863,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5864,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5865,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5866,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5867,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5868,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5869,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5870,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5871,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5872,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5873,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5874,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5875,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5876,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5877,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5878,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5879,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5880,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5881,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5882,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5883,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5884,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5885,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5886,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5887,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5888,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5889,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5890,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5891,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5892,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5893,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5894,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5895,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5896,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5897,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5898,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5899,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5900,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5901,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5902,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5903,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5904,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5905,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5906,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5907,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
5908,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5909,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5910,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5911,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5912,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5913,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5914,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5915,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5916,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5917,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5918,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5919,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5920,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5921,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5922,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5923,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5924,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5925,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5926,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
5927,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
5928,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5929,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5930,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5931,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5932,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5933,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5934,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5935,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5936,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5937,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5938,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5939,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5940,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5941,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5942,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5943,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5944,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5945,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5946,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5947,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5948,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5949,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5950,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5951,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5952,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5953,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5954,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5955,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
5956,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5957,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5958,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5959,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5960,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5961,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
5962,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5963,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5964,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5965,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5966,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5967,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5968,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5969,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5970,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5971,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5972,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5973,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
5974,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5975,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5976,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
5977,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
5978,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
5979,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
5980,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5981,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5982,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
5983,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5984,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5985,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5986,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5987,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5988,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5989,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5990,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5991,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5992,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5993,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5994,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5995,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5996,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5997,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5998,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5999,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6000,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6001,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6002,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6003,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6004,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6005,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6006,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6007,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6008,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
6009,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
6010,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
6011,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6012,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6013,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6014,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6015,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
6016,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6017,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6018,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6019,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6020,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6021,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
