Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
1492,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1494,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1496,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1499,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1500,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1503,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1505,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1507,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1509,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1510,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1511,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1512,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1513,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1514,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1515,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1516,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1517,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1518,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1519,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1520,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1522,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1523,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1524,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1528,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1529,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1530,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1531,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1532,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1533,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1535,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1536,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1537,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1538,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1539,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1541,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1542,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1544,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1545,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1546,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1547,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1548,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1549,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1550,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1551,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1552,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1553,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1554,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1555,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1556,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1559,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1560,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1562,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1563,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1564,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1565,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1566,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1567,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1568,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1570,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1572,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1573,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1575,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1578,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1579,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1580,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1581,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1582,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1583,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1584,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1585,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1586,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1587,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1588,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1590,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1592,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1593,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1594,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1596,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1597,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1600,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1602,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1604,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1606,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1607,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1608,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1609,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1610,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1612,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1613,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1614,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1615,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1619,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1621,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1622,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1626,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1627,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1630,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1631,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1633,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1634,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1635,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1637,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1642,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1643,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1646,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1647,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1648,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1649,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1650,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1651,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1652,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1656,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1657,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1658,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1659,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1661,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1662,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1665,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1666,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1667,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1668,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1670,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1672,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1673,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1675,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1676,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1677,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1678,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1679,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1680,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1681,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1682,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1684,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1685,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1687,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1688,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1689,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1690,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1692,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1693,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1694,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1695,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1696,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1698,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1699,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1700,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1701,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1702,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1703,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1704,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1705,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1706,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1708,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1709,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1711,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1712,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1713,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1714,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1715,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1716,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1717,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1719,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1721,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1722,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1723,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1724,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1725,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1726,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1727,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1728,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1729,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1730,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1733,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1734,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1735,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1736,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1737,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1738,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1739,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1740,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1741,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1742,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1743,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1744,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1745,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1746,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1747,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1751,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1753,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1754,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1755,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1756,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1757,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1759,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1760,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1761,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1762,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1763,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1764,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1765,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1766,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1767,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1768,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1769,Water,NULL,Water,Water,Water,NULL,NULL,Water
1770,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1771,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1772,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1773,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1774,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1775,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1776,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1777,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1778,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1779,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1780,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1781,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1782,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1783,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1784,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1785,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1786,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1787,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1788,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1790,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1791,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1792,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1793,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1794,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1796,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1797,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1799,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1801,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1802,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1803,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1804,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1805,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1807,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1808,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1809,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1810,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1811,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1813,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1814,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1815,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1816,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1817,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1818,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1819,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1821,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1822,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1823,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1824,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1827,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1828,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1829,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1830,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1832,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1835,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
