Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
894,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
895,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
896,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
897,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
898,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
899,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
900,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
901,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
902,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
903,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
904,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
905,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
906,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
907,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
908,NULL,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
909,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
910,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
911,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
912,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
913,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
914,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
915,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
916,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
917,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
918,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
919,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
920,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
921,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
922,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
923,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
925,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
926,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
927,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
928,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
929,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
930,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
931,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
932,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
933,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
934,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
935,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
936,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
937,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
938,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
939,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
940,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
941,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
942,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
943,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
944,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
945,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
946,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
947,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
948,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
949,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
950,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
951,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
952,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
953,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
954,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
955,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
956,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
957,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
958,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
959,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
960,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
961,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
962,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
963,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
964,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
965,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
966,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
967,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
968,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
969,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
970,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
971,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
972,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
973,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
974,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
975,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
976,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
977,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
978,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
979,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
980,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
981,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
982,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
983,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
984,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
985,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
986,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
987,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
988,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
989,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
990,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
991,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
992,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
993,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
994,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
995,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
996,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
997,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
998,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
999,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1000,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1001,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1002,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1003,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1004,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1005,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1006,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1008,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1009,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1010,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1011,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1012,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1013,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1014,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1015,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1016,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1017,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1018,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1019,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1020,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1021,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1022,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1023,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1024,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1025,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1026,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1027,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1028,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1029,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1030,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1033,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1034,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1035,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1036,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1037,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1038,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1039,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1040,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1041,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1042,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1043,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1044,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1045,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1046,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1047,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1048,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1049,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1050,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1051,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1052,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1053,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1054,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1055,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1056,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1057,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1058,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1059,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1060,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1061,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1062,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1063,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1064,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1065,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1066,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1067,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
1068,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1069,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1070,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1071,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1072,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1073,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1074,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1075,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1076,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1077,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1078,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1079,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1080,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1081,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1082,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1083,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1084,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1085,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1086,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1087,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1088,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1089,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1090,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1091,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1092,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1093,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1094,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1095,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1097,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1098,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1099,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1100,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1101,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1102,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1103,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1104,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1106,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1107,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1108,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1109,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1110,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1111,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1112,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1113,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1114,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1115,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1116,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1117,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1118,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1119,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1120,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
1121,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
1122,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1123,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1124,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1125,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1126,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1127,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1128,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1129,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1130,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1131,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1132,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1133,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1134,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1136,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1137,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1138,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1140,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1141,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1142,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1143,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1144,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1145,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1146,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1147,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1148,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1149,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1150,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1151,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1152,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1153,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1154,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1155,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1156,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1157,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1158,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1159,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1160,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1161,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1162,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1163,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1164,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1165,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1166,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1167,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1168,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1169,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1170,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1171,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1172,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1173,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1174,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1175,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1176,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1177,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1178,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1179,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1180,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1181,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1182,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1183,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1184,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1185,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1186,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1187,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1188,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1189,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1190,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1191,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1192,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1193,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1194,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1195,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1196,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1197,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1198,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1199,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1200,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1201,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1202,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1203,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1204,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1205,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1206,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1207,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1208,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1209,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1210,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1211,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1212,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1213,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1214,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1215,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1216,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1217,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
