Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGH_M_R
696,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
697,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
698,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
699,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
700,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
702,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
703,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
704,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
705,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
706,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
707,Wetland,Water,Water,Water,Water,NULL,NULL,Water
708,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
709,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
710,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
711,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
712,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
714,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
716,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
717,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
719,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
720,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
721,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
722,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
723,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
724,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
725,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
726,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
727,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
728,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
729,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
730,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
731,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
732,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
733,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
734,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
735,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
736,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
737,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
738,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
740,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
741,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
742,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
743,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
744,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
745,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
748,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
749,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
750,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
751,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
752,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
754,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
756,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
757,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
758,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
759,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
760,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
761,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
763,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
764,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
765,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
766,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
767,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
768,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
769,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
770,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
771,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
772,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
773,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
775,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
778,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
779,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
781,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
783,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
784,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
785,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
786,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
787,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
788,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
790,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
791,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
792,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
793,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
794,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
795,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
796,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
797,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
798,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
799,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
800,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
801,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
805,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
807,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
808,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
810,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
811,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
813,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
815,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
816,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
817,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
818,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
820,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
821,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
822,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
823,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
824,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
825,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
826,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
827,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
828,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
829,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
830,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
831,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
832,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
833,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
835,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
837,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
839,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
843,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
844,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
845,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
846,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
847,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
848,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
849,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
850,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
851,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
852,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
853,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
856,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
857,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
859,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
860,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
863,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
867,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
869,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
870,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
871,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
872,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
873,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
874,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
875,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
876,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
877,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
878,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
879,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
880,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
881,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
882,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
883,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
886,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
887,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
888,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
889,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
890,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
891,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
892,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
893,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
894,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
895,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
896,Bareland,Water,Water,Water,Water,NULL,NULL,Water
897,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
898,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
899,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
901,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
902,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
904,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
906,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
908,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
909,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
911,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
912,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
913,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
914,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
915,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
916,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
917,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
918,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
919,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
920,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
921,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
922,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
923,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
926,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
928,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
929,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
930,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
931,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
932,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
933,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
934,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
936,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
937,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
938,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
939,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
941,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
943,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
944,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
945,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
946,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
947,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
948,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
949,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
950,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
951,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
952,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
953,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
954,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
955,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
956,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
957,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
958,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
959,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
960,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
961,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
962,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
963,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
965,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
967,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
968,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
969,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
970,Water,NULL,Water,NULL,Water,NULL,NULL,Water
971,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
972,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
973,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
974,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
975,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
976,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
977,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
978,Water,NULL,Water,Water,Water,NULL,NULL,Water
979,Water,NULL,Water,Water,Water,NULL,NULL,Forest
980,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
981,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
982,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
983,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
984,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
986,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
988,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
989,Water,Cropland,Water,Water,Water,NULL,NULL,Water
990,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
992,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
993,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
994,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
995,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
996,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
997,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
998,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
999,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1000,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1001,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1002,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1003,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1004,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1005,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1006,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1007,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1008,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1010,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1011,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1012,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1013,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1014,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1015,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1016,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1017,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1018,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1019,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1020,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1021,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1022,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1023,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1024,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1025,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1026,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1027,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1028,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1029,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1031,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1032,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1033,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1034,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1035,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1036,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1037,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1038,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1039,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1040,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1041,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1042,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1043,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1044,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1045,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1046,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1047,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1048,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1049,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1051,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1052,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1053,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1054,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1055,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1056,Water,Bareland,Water,Water,Water,NULL,NULL,Water
