Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWG_M_R
337,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
338,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
339,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
340,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
341,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
342,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
343,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
344,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
345,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
346,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
348,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
349,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
350,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
351,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
352,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
353,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
354,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
355,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
356,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
357,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
358,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
359,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
360,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
362,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
365,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
368,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
372,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
374,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
376,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
377,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
378,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
379,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
381,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
382,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
383,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
386,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
387,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
388,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
391,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
392,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
393,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
395,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
397,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
398,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
400,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
401,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
404,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
405,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
406,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
408,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
409,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
410,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
412,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
413,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
415,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
416,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
417,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
418,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
419,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
420,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
421,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
422,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
423,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
424,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
425,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
427,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
428,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
429,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
430,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
431,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
432,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
433,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
434,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
436,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
437,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
438,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
439,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
441,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
443,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
444,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
446,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
447,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
448,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
450,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
452,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
453,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
455,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
456,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
458,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
461,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
462,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
463,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
464,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
466,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
467,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
468,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
469,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
470,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
471,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
472,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
473,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
474,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
475,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
476,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
477,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
478,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
480,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
481,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
482,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
484,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
485,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
489,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
492,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
493,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
494,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
496,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
500,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
501,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
502,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
503,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
504,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
505,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
506,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
507,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
509,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
510,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
512,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
514,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
515,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
520,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
523,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
524,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
525,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
526,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
527,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
528,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
529,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
530,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
531,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
532,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
534,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
535,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
536,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
540,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
541,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
545,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
546,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
551,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
552,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
554,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
559,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
561,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
562,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
564,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
565,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
567,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
568,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
570,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
572,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
573,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
575,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
576,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
577,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
578,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
580,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
581,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
582,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
583,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
590,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
591,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
595,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
596,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
597,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
598,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
607,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
608,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
609,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
612,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
613,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
614,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
615,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
617,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
618,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
619,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
620,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
622,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
623,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
626,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
631,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
632,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
633,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
636,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
637,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
638,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
639,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
640,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
641,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
642,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
643,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
644,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
645,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
647,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
648,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
649,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
650,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
651,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
652,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
653,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
654,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
655,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
656,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
657,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
658,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
659,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
660,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
661,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
662,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
663,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
664,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
665,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
666,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
667,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
669,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
670,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
671,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
672,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
675,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
676,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
677,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
678,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
