Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDE_M_R
770,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
771,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
772,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
773,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
774,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
775,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
776,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
777,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
778,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
779,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
780,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
781,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
782,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
783,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
784,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
785,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
786,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
787,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
788,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
789,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
790,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
791,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
792,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
793,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
794,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
795,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
796,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
797,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
798,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
799,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
800,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
801,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
802,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
803,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
804,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
805,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
806,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
807,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
808,Grassland,NULL,Water,NULL,Water,NULL,Wetland,NULL
809,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
810,Grassland,NULL,Water,NULL,Water,Grassland,Water,NULL
811,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
812,Grassland,NULL,Water,NULL,Water,Wetland,Bareland,NULL
813,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
814,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
815,Grassland,NULL,Water,NULL,Water,Bareland,Water,NULL
816,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
817,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
818,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
819,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
820,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
821,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
822,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
823,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
824,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
825,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
826,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
827,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
828,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
829,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
830,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
831,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
832,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
833,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
834,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
835,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
836,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
837,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
838,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
839,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
840,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
841,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
842,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
851,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
852,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
853,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
854,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
855,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
856,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
857,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
858,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
859,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
860,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
870,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
871,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
872,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
873,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,NULL
874,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
875,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
876,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
877,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
878,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
879,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
880,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
881,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
882,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
883,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
884,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
885,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
886,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
887,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
888,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
889,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
890,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
891,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
892,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
893,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
894,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
895,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
896,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
897,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
898,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,NULL
899,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
900,Grassland,Cropland,Water,NULL,Water,Wetland,Water,NULL
901,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,NULL
902,Grassland,Cropland,Water,NULL,Water,Water,Water,NULL
903,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
904,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
905,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
906,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
907,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
908,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
909,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
910,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
911,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
912,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
913,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
914,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
915,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
916,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
917,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
918,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
919,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
920,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
921,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
922,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
923,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
924,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
925,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
926,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
927,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
928,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
929,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
930,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
931,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
932,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
933,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
934,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
935,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
936,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
937,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
938,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
939,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
940,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
941,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
942,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
943,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
944,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
945,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
946,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
947,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
948,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
949,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
950,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
951,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
952,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,NULL
953,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
954,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
955,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
956,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
957,Grassland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
958,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
959,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
960,Grassland,Wetland,Water,NULL,Water,Wetland,Water,NULL
961,Grassland,Wetland,Water,NULL,Water,Bareland,Water,NULL
962,Grassland,Wetland,Water,NULL,Water,Water,Wetland,NULL
963,Grassland,Wetland,Water,NULL,Water,Water,Water,NULL
964,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
965,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
966,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
967,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
968,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
969,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
970,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
971,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
972,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
973,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
974,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
975,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
976,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
977,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
978,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
979,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
980,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
981,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
982,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
983,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
984,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
985,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
986,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
987,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
988,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
989,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
990,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
991,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
992,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
993,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
994,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
995,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
996,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
997,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
998,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
999,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1000,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1001,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1002,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1003,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1004,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1005,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1006,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1007,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1008,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1009,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1010,Grassland,Water,Wetland,NULL,Wetland,Grassland,Built-up,NULL
1011,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1012,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1013,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1014,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1015,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1016,Grassland,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1017,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1018,Grassland,Water,Water,NULL,Water,Water,Water,NULL
1019,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1020,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1021,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1022,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1023,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1024,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1025,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1026,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1027,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1028,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1029,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1030,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1031,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1032,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1033,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1034,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1035,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1036,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1037,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1038,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1039,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1040,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1041,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1042,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1043,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1044,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1045,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1046,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1047,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1048,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1049,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1050,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1051,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1052,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1053,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1054,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1055,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1056,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1057,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1058,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1059,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1060,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1061,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1062,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1063,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1064,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1065,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1066,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1067,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1068,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1069,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1070,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1071,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1072,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1073,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1074,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1075,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
1076,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1077,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1078,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1079,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1080,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1081,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1082,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1083,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1084,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1085,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1086,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1087,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1088,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1089,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1090,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1091,Grassland,Forest,Water,NULL,Water,Wetland,Water,NULL
1092,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1093,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1094,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1095,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1096,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1097,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1098,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1099,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1100,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1101,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1102,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
