Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFR_M_R
331,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
332,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
334,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
335,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
336,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
337,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
338,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
339,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
340,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
343,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
344,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
345,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
346,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
347,Wetland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
349,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
350,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
352,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
353,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
354,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
356,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
357,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
358,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
359,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
360,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
361,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
363,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
364,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
365,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
366,Wetland,Water,Water,Water,Water,NULL,NULL,Water
367,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
368,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
370,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
371,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
372,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
373,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
374,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
375,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
376,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
378,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
379,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
380,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
381,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
382,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
384,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
387,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
389,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
390,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
391,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
392,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
393,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
394,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
400,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
401,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
402,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
403,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
404,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
406,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
407,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
408,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
409,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
410,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
411,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
412,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
413,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
415,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
417,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
418,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
419,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
420,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
423,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
424,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
426,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
427,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
428,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
431,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
432,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
433,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
434,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
435,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
436,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
437,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
438,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
439,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
440,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
441,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
442,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
444,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
447,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
449,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
450,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
451,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
453,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
457,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
458,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
460,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
461,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
463,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
464,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
465,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
466,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
467,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
469,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
470,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
472,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
473,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
474,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
475,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
476,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
480,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
482,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
483,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
484,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
486,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
487,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
488,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
489,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
490,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
491,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
492,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
493,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
494,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
495,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
497,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
498,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
499,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
500,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
501,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
503,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
505,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
507,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
508,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
510,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
511,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
513,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
515,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
517,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
518,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
519,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
520,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
521,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
522,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
523,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
524,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
525,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
526,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
528,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
530,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
531,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
532,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
533,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
536,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
537,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
538,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
541,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
542,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
543,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
544,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
545,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
546,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
548,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
549,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
551,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
553,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
554,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
555,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
556,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
557,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
558,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
559,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
560,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
561,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
562,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
563,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
564,Bareland,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
565,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
566,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
568,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
570,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
572,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
574,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
575,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
579,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
581,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
582,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
583,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
584,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
585,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
586,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
588,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
591,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
594,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
597,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
598,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
599,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
600,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
601,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
602,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
603,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
604,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
605,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
606,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
607,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
608,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
609,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
614,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
616,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
617,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
618,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
619,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
622,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
625,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
626,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
627,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
628,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
629,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
630,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
631,Bareland,Water,Water,Water,Water,NULL,NULL,Water
632,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
633,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
635,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
638,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
639,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
640,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
641,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
642,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
643,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Grassland
644,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
645,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
646,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
650,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
651,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Bareland
652,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Water
653,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Grassland
654,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
655,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
656,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
658,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
659,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
660,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
661,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
662,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
663,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
664,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
665,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
667,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
