Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
12370,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12371,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12372,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
12373,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12374,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12375,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12376,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
12377,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12378,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12379,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12380,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12381,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12382,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Cropland
12383,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
12384,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
12385,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
12386,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
12387,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12388,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
12389,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
12390,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12391,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12392,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12393,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12394,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12395,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
12396,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12397,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12398,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12399,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12400,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
12401,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
12402,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12403,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
12404,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
12405,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
12406,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
12407,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
12408,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12409,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
12410,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12411,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12412,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12413,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12414,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12415,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12416,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
12417,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12418,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12419,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12420,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
12421,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12422,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12423,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12424,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
12425,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12426,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
12427,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
12428,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12429,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
12430,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
12431,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12432,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12433,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
12434,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
12435,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
12436,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12437,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12438,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
12439,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
12440,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
12441,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
12442,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12443,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
12444,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
12445,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
12446,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
12447,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
12448,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
12449,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
12450,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
12451,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
12452,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
12453,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
12454,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12455,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
12456,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
12457,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12458,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12459,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12460,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
12461,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12462,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
12463,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12464,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12465,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12466,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12467,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12468,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12469,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12470,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12471,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12472,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
12473,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12474,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12475,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12476,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12477,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12478,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12479,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12480,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12481,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12482,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12483,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12484,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12485,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12486,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12487,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12488,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12489,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
12490,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12491,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12492,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
12493,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12494,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
12495,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12496,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
12497,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12498,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
12499,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12500,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12501,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Built-up,Grassland
12502,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
12503,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
12504,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
12505,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
12506,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
12507,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
12508,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
12509,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
12510,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
12511,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
12512,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
12513,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
12514,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
12515,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
12516,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Bareland
12517,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
12518,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
12519,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
12520,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
12521,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Wetland
12522,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
12523,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
12524,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
12525,Water,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Wetland
12526,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
12527,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
12528,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
12529,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Cropland
12530,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
12531,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
12532,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
12533,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
12534,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
12535,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
12536,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
12537,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
12538,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
12539,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
12540,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
12541,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
12542,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
12543,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12544,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12545,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12546,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12547,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12548,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12549,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12550,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12551,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
12552,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12553,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
12554,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
12555,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12556,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12557,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12558,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
12559,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12560,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12561,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
12562,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
12563,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12564,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
12565,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
12566,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
12567,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12568,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12569,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12570,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12571,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
12572,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12573,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12574,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
12575,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12576,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
12577,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12578,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12579,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
12580,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
12581,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
12582,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12583,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12584,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12585,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
12586,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
12587,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12588,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
12589,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12590,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
12591,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
12592,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
12593,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12594,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
12595,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
12596,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12597,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12598,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
12599,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12600,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
12601,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
12602,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12603,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12604,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12605,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
12606,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12607,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
12608,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12609,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
12610,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
12611,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
12612,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
12613,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
12614,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
12615,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
12616,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
12617,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Cropland
12618,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12619,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
12620,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
12621,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
12622,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
12623,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
12624,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
12625,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
12626,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
12627,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
12628,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
12629,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12630,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
12631,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
12632,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12633,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Cropland
12634,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
12635,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
12636,Water,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
12637,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
12638,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Cropland
12639,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
12640,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
12641,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
12642,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
12643,Water,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
12644,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
12645,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12646,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12647,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
12648,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
12649,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
12650,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
12651,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
12652,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Built-up
12653,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
12654,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
12655,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
12656,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
12657,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
12658,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
12659,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
12660,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
12661,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
12662,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
12663,Water,NULL,Wetland,NULL,Wetland,Water,Water,Cropland
12664,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
12665,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
12666,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
12667,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12668,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
12669,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
12670,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
12671,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
12672,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
12673,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
12674,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
12675,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
12676,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
12677,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12678,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
12679,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
12680,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
12681,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
12682,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
12683,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12684,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12685,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12686,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
12687,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12688,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12689,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12690,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12691,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12692,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
12693,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12694,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12695,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
12696,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
12697,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12698,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12699,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
12700,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12701,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12702,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
12703,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
12704,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12705,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
12706,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12707,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
12708,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12709,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12710,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
12711,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12712,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
12713,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12714,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
12715,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
