Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBS_M_R
358,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
359,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
360,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
365,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
366,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
368,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
370,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
371,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
372,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
373,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
375,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
378,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
380,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
381,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
382,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
383,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
384,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
386,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
387,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
388,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
389,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
390,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
391,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
392,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
394,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
395,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
396,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
397,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
398,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
399,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
400,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
401,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
402,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
403,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
404,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
405,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
406,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
407,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
408,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
409,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
410,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
411,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
412,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
414,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
415,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
416,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
417,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
418,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
420,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
421,Forest,Water,Water,NULL,Water,NULL,NULL,Water
422,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
423,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
424,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
425,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
426,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
427,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
428,Forest,Water,Water,Water,Water,NULL,NULL,Water
429,Forest,Water,Water,Water,Water,NULL,NULL,Forest
430,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
431,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
432,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
434,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
436,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
437,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
438,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
439,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
440,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
441,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
443,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
444,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
445,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
446,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
447,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
455,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
456,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
457,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
458,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
460,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
462,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
463,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
464,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
465,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
467,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
468,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
470,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
472,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
473,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
474,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
475,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
476,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
477,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
478,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
481,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
482,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
483,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
484,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
486,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
488,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
489,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
491,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
493,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
494,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
495,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
496,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
498,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
500,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
501,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
502,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
503,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
504,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
505,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
506,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
507,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
508,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
509,Forest,Forest,Water,Water,Water,NULL,NULL,Water
510,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
512,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
514,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
516,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
518,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
519,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
520,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
521,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
