Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTT_M_R
7628,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7629,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7630,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7631,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7632,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7633,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7634,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7635,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7636,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7637,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7638,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7639,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7640,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7641,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7642,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7643,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7644,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7645,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7646,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7647,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7648,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
7649,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7650,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7651,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7652,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7653,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7654,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7655,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
7656,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7657,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7658,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7659,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7660,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7661,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7662,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7663,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7664,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7665,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7666,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7667,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7668,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7669,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7670,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7671,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7672,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7673,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7674,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7675,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
7679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
7681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7682,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7683,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7684,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7685,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7686,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7688,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7689,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7690,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7691,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7692,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7693,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7694,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7695,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7696,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7697,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7698,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7699,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7700,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7701,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7702,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7703,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7704,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7705,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7706,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7707,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7708,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7709,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7710,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7711,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7712,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7713,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7714,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7715,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7716,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7717,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7718,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7719,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7720,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7721,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7722,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7723,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7724,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7725,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7726,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7727,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7728,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7729,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7730,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7731,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7732,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7733,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7734,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7735,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7736,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7737,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7738,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7739,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7740,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7741,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7742,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7743,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7744,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7745,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7746,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7747,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7748,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7749,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
7750,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7751,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7752,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7753,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7754,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7755,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7756,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7757,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7758,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7759,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7760,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7761,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
7762,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
7763,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7764,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
7765,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7766,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7767,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7768,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7769,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7770,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7771,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7772,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7773,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7774,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7775,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7776,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7777,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7778,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7779,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7780,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7781,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7782,Bareland,Cropland,Water,NULL,Water,Water,Water,Bareland
7783,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7784,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7785,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7786,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7787,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7788,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7789,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7790,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7791,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7792,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7793,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7794,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7795,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7796,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7797,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7798,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7799,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7800,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7801,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7802,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7803,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7804,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7805,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7806,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7807,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7808,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7809,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7810,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7811,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7812,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
7813,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7814,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7815,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7816,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7817,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7818,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7819,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7820,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
7821,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7822,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7823,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7824,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
7825,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7826,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7827,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7828,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7829,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7830,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
7831,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7832,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7833,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7834,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7835,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7836,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7837,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7838,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7839,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7840,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
7841,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7842,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7843,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7844,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
7845,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
7847,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7848,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7849,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7850,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7851,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7852,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7853,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7854,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7855,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7856,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7857,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7858,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7859,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7860,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
7861,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
7862,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7863,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7864,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Water
7865,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7866,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7867,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7868,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7869,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7870,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7871,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7872,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7873,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7874,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7875,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Forest
7876,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
7877,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7878,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
7879,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
7880,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7881,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7882,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
7883,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
7884,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7885,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7886,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7887,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7888,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7889,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
7890,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7891,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7892,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7893,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
7894,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7895,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7896,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7897,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7898,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7899,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7900,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
7901,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
7902,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7903,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7904,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7905,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7906,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7907,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7908,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7909,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7910,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7911,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7912,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7913,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7914,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
7915,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
7916,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7917,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7918,Bareland,Built-up,NULL,Water,Non_Wetland,Water,Water,Built-up
7919,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7920,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7921,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7922,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7923,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7924,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7925,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7926,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7927,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
7928,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7929,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7930,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7931,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7932,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7933,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7934,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7935,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7936,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
