Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R
428,Grassland,Cropland,Water,Non_Water,Water,Grassland
429,Grassland,Cropland,Water,Non_Water,Water,Forest
430,Grassland,Cropland,Water,Water,Water,Grassland
431,Grassland,Cropland,Water,Water,Water,Water
432,Grassland,Cropland,Water,Water,Water,Forest
433,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
434,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
435,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
436,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
437,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
438,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
439,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
440,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
441,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
442,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water
443,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
444,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
445,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
446,Grassland,Cropland,Forest,Water,Non_Wetland,Water
447,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
448,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
449,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
450,Grassland,Wetland,Wetland,Water,Wetland,Grassland
451,Grassland,Wetland,Wetland,Water,Wetland,Cropland
452,Grassland,Wetland,Water,Water,Water,Grassland
453,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
454,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
455,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
456,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
457,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
458,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
459,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
460,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
461,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
462,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
463,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
464,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
465,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
466,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Water
467,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
468,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
469,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
470,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
471,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
472,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
473,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
474,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
476,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
477,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
478,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
479,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
480,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
481,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
482,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
483,Grassland,Water,Wetland,Water,Wetland,Water
484,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
485,Grassland,Water,Bareland,NULL,Non_Wetland,Water
486,Grassland,Water,Water,NULL,Water,Forest
487,Grassland,Water,Water,Non_Water,Water,Grassland
488,Grassland,Water,Water,Non_Water,Water,Cropland
489,Grassland,Water,Water,Water,Water,Water
490,Grassland,Water,Water,Water,Water,Forest
491,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
492,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
493,Grassland,Water,Forest,NULL,Non_Wetland,Forest
494,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
495,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
496,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
497,Grassland,Water,Forest,Water,Non_Wetland,Grassland
498,Grassland,Water,Forest,Water,Non_Wetland,Cropland
499,Grassland,Water,Forest,Water,Non_Wetland,Forest
500,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
501,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
502,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
503,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
506,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
507,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
508,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
509,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
510,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
511,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
512,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
513,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
514,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
515,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
516,Grassland,Forest,Wetland,NULL,Wetland,Forest
517,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
518,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
519,Grassland,Forest,Water,NULL,Water,Forest
520,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
521,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
522,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
523,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
524,Grassland,Forest,Forest,NULL,Non_Wetland,Water
525,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
526,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
527,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
528,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
535,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
536,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
537,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
538,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
539,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
540,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
541,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
542,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
543,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
544,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
545,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
546,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
547,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
548,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
549,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
550,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
551,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
552,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
553,Cropland,NULL,Wetland,NULL,Wetland,Grassland
554,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
555,Cropland,NULL,Wetland,Water,Wetland,Water
556,Cropland,NULL,Wetland,Water,Wetland,Forest
557,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
558,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
559,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
560,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
561,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
562,Cropland,NULL,Water,Non_Water,Water,Grassland
563,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
564,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
565,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
566,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
567,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
568,Cropland,NULL,Forest,NULL,Non_Wetland,Water
569,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
570,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
572,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
573,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
574,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
575,Cropland,NULL,Forest,Water,Non_Wetland,Forest
576,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
584,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
585,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
586,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
587,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
588,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
589,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
590,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
591,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
592,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
593,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
594,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
595,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
597,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
598,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
599,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
600,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
601,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
602,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
603,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
604,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
605,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
606,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
607,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
608,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
609,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
610,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
611,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
612,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
613,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
614,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
615,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
616,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
617,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
618,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
619,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
620,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
621,Cropland,Cropland,Wetland,NULL,Wetland,Water
622,Cropland,Cropland,Wetland,NULL,Wetland,Forest
623,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
624,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
625,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
626,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
627,Cropland,Cropland,Wetland,Water,Wetland,Water
628,Cropland,Cropland,Wetland,Water,Wetland,Forest
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
634,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
636,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
638,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
639,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
640,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
641,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
642,Cropland,Cropland,Water,NULL,Water,Grassland
643,Cropland,Cropland,Water,NULL,Water,Cropland
644,Cropland,Cropland,Water,NULL,Water,Water
645,Cropland,Cropland,Water,NULL,Water,Forest
646,Cropland,Cropland,Water,Non_Water,Water,Grassland
647,Cropland,Cropland,Water,Non_Water,Water,Cropland
648,Cropland,Cropland,Water,Non_Water,Water,Bareland
649,Cropland,Cropland,Water,Non_Water,Water,Water
650,Cropland,Cropland,Water,Non_Water,Water,Forest
651,Cropland,Cropland,Water,Water,Water,Grassland
652,Cropland,Cropland,Water,Water,Water,Cropland
653,Cropland,Cropland,Water,Water,Water,Water
654,Cropland,Cropland,Water,Water,Water,Forest
655,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
656,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
657,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
658,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
659,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
660,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
661,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
662,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
663,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
664,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
665,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
666,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
667,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
668,Cropland,Cropland,Forest,Water,Non_Wetland,Water
669,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
670,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
671,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
672,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
673,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
674,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
675,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
676,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
677,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
678,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
679,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
680,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
681,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
682,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
683,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
684,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
685,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
686,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
687,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
688,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
689,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
690,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
692,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
693,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
694,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
695,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
697,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
698,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
699,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
700,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
701,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
705,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
706,Cropland,Built-up,Water,Water,Water,Water
707,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
708,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
709,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
710,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
711,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
713,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
714,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
715,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
716,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
717,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
718,Cropland,Built-up,Forest,Water,Non_Wetland,Water
719,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
720,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
721,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
722,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
723,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
724,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
725,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
726,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
727,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
728,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
729,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
730,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
731,Cropland,Water,Shrubland,Water,Non_Wetland,Water
732,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
733,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
734,Cropland,Water,Grassland,NULL,Non_Wetland,Water
735,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
736,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
737,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
738,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
739,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
740,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
741,Cropland,Water,Cropland,Water,Non_Wetland,Water
742,Cropland,Water,Wetland,NULL,Wetland,Water
743,Cropland,Water,Wetland,Non_Water,Wetland,Water
744,Cropland,Water,Wetland,Non_Water,Wetland,Forest
745,Cropland,Water,Wetland,Water,Wetland,Cropland
746,Cropland,Water,Wetland,Water,Wetland,Water
747,Cropland,Water,Wetland,Water,Wetland,Forest
748,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
749,Cropland,Water,Bareland,Water,Non_Wetland,Water
750,Cropland,Water,Water,NULL,Water,Cropland
751,Cropland,Water,Water,NULL,Water,Water
752,Cropland,Water,Water,NULL,Water,Forest
753,Cropland,Water,Water,Non_Water,Water,Water
754,Cropland,Water,Water,Non_Water,Water,Forest
755,Cropland,Water,Water,Water,Water,Grassland
756,Cropland,Water,Water,Water,Water,Cropland
757,Cropland,Water,Water,Water,Water,Water
758,Cropland,Water,Water,Water,Water,Forest
759,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
760,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
761,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
762,Cropland,Water,Forest,NULL,Non_Wetland,Water
763,Cropland,Water,Forest,NULL,Non_Wetland,Forest
764,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
765,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
766,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
767,Cropland,Water,Forest,Water,Non_Wetland,Cropland
768,Cropland,Water,Forest,Water,Non_Wetland,Water
769,Cropland,Water,Forest,Water,Non_Wetland,Forest
770,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
771,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
772,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
773,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
774,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
775,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
776,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
777,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
778,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
779,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
780,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
781,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
782,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
783,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
784,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
785,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
786,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
787,Cropland,Forest,Wetland,NULL,Wetland,Cropland
788,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
789,Cropland,Forest,Wetland,Water,Wetland,Water
790,Cropland,Forest,Water,NULL,Water,Forest
791,Cropland,Forest,Water,Non_Water,Water,Grassland
792,Cropland,Forest,Water,Non_Water,Water,Forest
793,Cropland,Forest,Water,Water,Water,Water
794,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
795,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
796,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
797,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
798,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
799,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
800,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
801,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
802,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
803,Cropland,Forest,Forest,Water,Non_Wetland,Forest
804,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
805,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
806,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
807,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
808,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
809,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
810,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
811,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
812,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
813,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
814,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
815,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
816,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
817,Wetland,NULL,Bareland,Water,Non_Wetland,Water
818,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
819,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
820,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
821,Wetland,NULL,Forest,NULL,Non_Wetland,Water
822,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
823,Wetland,NULL,Forest,Water,Non_Wetland,Forest
824,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
825,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
826,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
827,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
828,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
829,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
830,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
831,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
832,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
833,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
834,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
835,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
836,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
837,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
838,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
839,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
840,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
841,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
842,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
843,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
844,Wetland,Cropland,Water,Water,Water,Grassland
845,Wetland,Cropland,Water,Water,Water,Cropland
846,Wetland,Cropland,Water,Water,Water,Water
847,Wetland,Cropland,Water,Water,Water,Forest
848,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
849,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
850,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
851,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
852,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
853,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
854,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
855,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
856,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
