Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
4689,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4690,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4691,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4692,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4693,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4694,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4695,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4696,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4697,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4698,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4699,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4700,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4701,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4702,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4703,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4704,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4705,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4706,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4707,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4708,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4709,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4710,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4711,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4712,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4713,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4714,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4715,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4716,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4717,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4718,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4719,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4720,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4721,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4722,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4723,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4724,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4725,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4726,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4727,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4728,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4729,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4730,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4731,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4732,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4733,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4734,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4735,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4736,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4737,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4738,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4739,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4740,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4741,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4742,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4743,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4744,Cropland,Forest,Wetland,Water,Wetland,Water,NULL,Water
4745,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4746,Cropland,Forest,Water,Water,Water,Bareland,Grassland,Water
4747,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4748,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4749,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4750,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4751,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4752,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4753,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4754,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4755,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4756,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4757,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4758,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4759,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4760,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4761,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4762,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4763,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4764,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4765,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4766,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4767,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4768,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4769,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4770,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4771,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4772,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4773,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4774,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4775,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4776,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4777,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4778,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4779,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4780,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4781,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4782,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4783,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4784,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
4785,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4786,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4787,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4788,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4789,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4790,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4791,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4792,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4793,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4794,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4795,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4796,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4797,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4798,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4799,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4800,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4801,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4802,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4803,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4804,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4805,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4806,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4807,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4808,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4809,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4810,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4811,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4812,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4813,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4814,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4815,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4816,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4817,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4818,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4819,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4820,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4821,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4822,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4823,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4824,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4825,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4826,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4827,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4828,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4829,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4830,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4831,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4832,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4833,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4834,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4835,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4836,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4837,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4838,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4839,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4840,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4841,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4842,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
4843,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4844,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4845,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4846,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
4847,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4848,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4849,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4850,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
4851,Wetland,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
4852,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
4853,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4854,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4855,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4856,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
4857,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4858,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
4859,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4860,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4861,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4862,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4863,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4864,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4865,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4866,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4867,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4868,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4869,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4870,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4871,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4872,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4873,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4874,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4875,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4876,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4877,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4878,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4879,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4880,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4881,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4882,Wetland,Cropland,Water,Water,Water,Shrubland,Wetland,Grassland
4883,Wetland,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
4884,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4885,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4886,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4887,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
4888,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Wetland
4889,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4890,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4891,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
4892,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4893,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4894,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4895,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4896,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4897,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4898,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4899,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4900,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4901,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
4902,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
4903,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4904,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4905,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4906,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4907,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4908,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4909,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4910,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4911,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4912,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4913,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4914,Wetland,Wetland,Water,NULL,Water,Water,Forest,Wetland
4915,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4916,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4917,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4918,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4919,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4920,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4921,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4922,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4923,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4924,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4925,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4926,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4927,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4928,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4929,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4930,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4931,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4932,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4933,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4934,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4935,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4936,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4937,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4938,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4939,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4940,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4941,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4942,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4943,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
4944,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4945,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4946,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4947,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4948,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4949,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4950,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4951,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4952,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4953,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4954,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4955,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4956,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4957,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4958,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4959,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
4960,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4961,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4962,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4963,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4964,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4965,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
4966,Wetland,Water,Water,NULL,Water,Water,Wetland,Grassland
4967,Wetland,Water,Water,NULL,Water,Water,Wetland,Wetland
4968,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
4969,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
4970,Wetland,Water,Water,NULL,Water,Water,Water,Bareland
4971,Wetland,Water,Water,NULL,Water,Water,Water,Water
4972,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4973,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
4974,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4975,Wetland,Water,Water,Water,Water,Water,Water,Water
4976,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4977,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4978,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4979,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4980,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4981,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4982,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4983,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4984,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4985,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4986,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
4987,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4988,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4989,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4990,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4991,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4992,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4993,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
4994,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4995,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
4996,Wetland,Forest,Water,NULL,Water,Water,Wetland,Wetland
4997,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4998,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4999,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5000,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5001,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5002,Wetland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
5003,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5004,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5005,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5006,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
5007,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5008,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5009,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5010,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5011,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5012,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5013,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5014,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5015,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5016,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5017,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5018,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5019,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5020,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
