Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMT_M_R
994,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
995,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
996,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
997,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
998,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
999,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1000,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1001,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1002,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
1003,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
1004,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1005,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1006,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1007,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1008,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1009,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1010,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1011,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1012,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1013,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1014,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1015,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1016,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1017,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1019,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1020,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1021,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1022,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1023,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1024,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1025,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1026,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Built-up,Wetland
1027,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1028,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1029,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1030,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1031,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1032,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1033,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1034,NULL,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1035,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1036,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1039,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1040,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1041,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1042,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1043,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1044,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1045,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1046,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1047,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1048,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1049,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1050,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1051,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1052,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1053,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
1054,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1055,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1056,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1057,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1058,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1059,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1060,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1061,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1062,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1063,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1064,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1065,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1066,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1067,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1068,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1069,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1070,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1071,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1072,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1073,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1074,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1075,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1076,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1077,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1078,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1079,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1080,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1081,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1082,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1083,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1084,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1085,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1086,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1087,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1088,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
1089,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1090,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1091,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1092,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1093,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1094,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1095,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1096,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1097,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1098,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1099,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1100,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1101,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1102,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1103,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1104,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1105,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1106,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1107,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1108,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1109,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1110,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1111,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
1112,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
1113,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1114,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1115,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1116,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1117,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1118,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1119,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1120,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1121,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1122,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1123,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1124,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1125,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1126,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1127,NULL,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
1128,NULL,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
1129,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1130,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1131,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1132,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1133,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1134,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1135,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1136,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1137,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1138,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1139,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1140,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1141,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1142,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1143,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1144,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1145,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1146,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1147,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1148,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1149,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1150,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1151,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1152,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1153,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1154,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1155,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
1156,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1157,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1158,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1159,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1160,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1161,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1162,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1163,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1164,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1165,NULL,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
1166,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1167,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
1168,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
1169,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1170,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1171,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1172,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1173,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1174,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1175,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1176,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1177,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1178,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1179,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1180,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1181,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1182,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1183,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1184,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1185,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1186,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1187,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1188,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1189,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1190,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1191,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1192,NULL,Wetland,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
1193,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1194,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1195,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1196,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1197,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1198,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1199,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1200,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1201,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1202,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1203,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1204,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1205,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1206,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1207,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1208,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1209,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
1210,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1211,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1212,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1213,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1214,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1215,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1216,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1217,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1218,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1219,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
1220,NULL,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1221,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1222,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1223,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
1224,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1225,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1226,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1227,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
1228,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1229,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Wetland
1230,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1231,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1232,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1233,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1234,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1235,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
1236,NULL,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
1237,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
1238,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1239,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1240,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1241,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1242,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1243,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1244,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1245,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1246,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
1247,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1248,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1249,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1250,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1251,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1252,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1253,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1254,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1255,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1256,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1257,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1258,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1259,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1260,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
1261,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1262,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1263,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1264,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1265,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1266,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1267,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1268,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
1269,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1270,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1271,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1272,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1273,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
1274,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1275,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1276,NULL,Wetland,Water,Water,Water,NULL,Wetland,Wetland
1277,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1278,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1279,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
1280,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
1281,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
1282,NULL,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
1283,NULL,Wetland,Water,Water,Water,Bareland,Water,Grassland
1284,NULL,Wetland,Water,Water,Water,Water,Grassland,Wetland
1285,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
1286,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
1287,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1288,NULL,Wetland,Water,Water,Water,Water,Water,Water
1289,NULL,Wetland,Water,Water,Water,Forest,Wetland,Wetland
1290,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1291,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1292,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1293,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1294,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1295,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1296,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1297,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1298,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1299,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1300,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1301,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1302,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1303,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1304,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1305,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1306,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1307,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1308,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1309,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1310,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1311,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1312,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1313,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1315,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1316,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1317,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1318,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1319,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1320,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1321,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1322,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1323,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
