Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYT_M_R
14142,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14143,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
14144,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Water
14145,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14146,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14147,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
14148,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14149,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14150,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
14151,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14152,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14153,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14154,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
14155,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14156,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14157,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14158,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14159,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14160,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14161,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Cropland
14162,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14163,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
14164,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Cropland
14165,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
14166,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14167,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
14168,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14169,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
14170,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
14171,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
14172,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14173,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
14174,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
14175,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
14176,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
14177,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
14178,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
14179,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
14180,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
14181,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
14182,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
14183,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
14184,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
14185,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
14186,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
14187,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
14188,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Wetland
14189,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
14190,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
14191,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
14192,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
14193,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
14194,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14195,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
14196,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
14197,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
14198,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
14199,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
14200,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
14201,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
14202,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
14203,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
14204,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
14205,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
14206,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
14207,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
14208,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
14209,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
14210,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
14211,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14212,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
14213,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
14214,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
14215,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14216,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
14217,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
14218,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
14219,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
14220,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14221,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
14222,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
14223,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
14224,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
14225,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
14226,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14227,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14228,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14229,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
14230,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14231,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14232,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14233,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
14234,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14235,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14236,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
14237,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
14238,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
14239,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
14240,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14241,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
14242,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
14243,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14244,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
14245,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14246,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14247,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14248,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
14249,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14250,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14251,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14252,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
14253,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14254,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
14255,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
14256,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
14257,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
14258,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
14259,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
14260,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14261,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
14262,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
14263,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
14264,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
14265,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
14266,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
14267,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
14268,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
14269,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
14270,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
14271,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
14272,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
14273,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
14274,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
14275,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
14276,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
14277,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
14278,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
14279,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,NULL
14280,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
14281,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
14282,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
14283,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14284,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
14285,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14286,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14287,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
14288,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
14289,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14290,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14291,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14292,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
14293,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
14294,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
14295,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
14296,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
14297,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14298,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
14299,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14300,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14301,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14302,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14303,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14304,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
14305,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
14306,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
14307,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
14308,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
14309,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
14310,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14311,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
14312,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14313,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14314,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
14315,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
14316,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
14317,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
14318,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
14319,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14320,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
14321,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
14322,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14323,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
14324,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
14325,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,NULL
14326,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14327,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
14328,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
14329,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
14330,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
14331,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
14332,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
14333,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
14334,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
14335,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14336,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Cropland
14337,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
14338,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
14339,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
14340,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14341,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14342,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14343,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
14344,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
14345,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
14346,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14347,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14348,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14349,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
14350,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
14351,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
14352,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
14353,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
14354,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
14355,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
14356,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
14357,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
14358,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Water
14359,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
14360,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
14361,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Water
14362,Bareland,NULL,Water,Non_Water,Water,Shrubland,NULL,Cropland
14363,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
14364,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
14365,Bareland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
14366,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
14367,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
14368,Bareland,NULL,Water,Non_Water,Water,Water,NULL,Water
14369,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
14370,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
14371,Bareland,NULL,Water,Non_Water,Water,Water,Water,Cropland
14372,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
14373,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
14374,Bareland,NULL,Water,Water,Water,NULL,Grassland,Grassland
14375,Bareland,NULL,Water,Water,Water,NULL,Grassland,Water
14376,Bareland,NULL,Water,Water,Water,NULL,Water,Water
14377,Bareland,NULL,Water,Water,Water,Shrubland,NULL,Water
14378,Bareland,NULL,Water,Water,Water,Shrubland,Water,Water
14379,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Cropland
14380,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
14381,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Water
14382,Bareland,NULL,Water,Water,Water,Water,NULL,Water
14383,Bareland,NULL,Water,Water,Water,Water,Shrubland,Water
14384,Bareland,NULL,Water,Water,Water,Water,Water,Water
14385,Bareland,NULL,Water,Water,Water,Forest,NULL,Grassland
14386,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14387,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14388,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
14389,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
14390,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14391,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
14392,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14393,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
14394,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
14395,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14396,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14397,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14398,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
14399,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
14400,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14401,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
14402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
14404,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
14405,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14406,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
14407,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14408,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14409,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14410,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14411,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14412,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14413,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14414,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14415,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14416,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14417,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14418,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14419,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14420,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14421,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14422,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14423,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
14424,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14425,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14426,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
14427,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14428,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14429,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14430,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14431,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14432,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14433,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14434,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14435,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14436,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14437,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14438,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14439,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14440,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14441,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
14442,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14443,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
14444,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
14445,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
14446,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
14447,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14448,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14449,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
14450,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
14451,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
14452,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14453,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
14454,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14455,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14456,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14457,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14458,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14459,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
14460,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14461,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
14462,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14463,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14464,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14465,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14466,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
