Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEL_M_R
977,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
978,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
979,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
980,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
981,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
982,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
983,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
984,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
985,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
986,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
987,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
988,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
989,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
990,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
991,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
992,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
993,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
994,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
995,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
996,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
997,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
998,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
999,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1001,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1002,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1003,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1004,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1005,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1006,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1007,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1008,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1009,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1010,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1011,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1012,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1013,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1014,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1015,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1016,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1017,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1018,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1019,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1020,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1021,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1022,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1023,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1024,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1025,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1026,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1027,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1028,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1029,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1030,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1031,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1032,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1033,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1034,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1035,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1036,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
1037,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1038,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1039,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
1040,NULL,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1041,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1042,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1043,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1044,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1045,NULL,Forest,Wetland,Water,Wetland,Water,Water,Bareland
1046,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1047,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1048,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1049,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1050,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1051,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1052,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1054,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1055,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1056,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1057,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1058,NULL,Forest,Water,NULL,Water,Bareland,Water,Grassland
1059,NULL,Forest,Water,NULL,Water,Bareland,Water,Water
1060,NULL,Forest,Water,NULL,Water,Water,Grassland,Forest
1061,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
1062,NULL,Forest,Water,Water,Water,Grassland,Water,Grassland
1063,NULL,Forest,Water,Water,Water,Bareland,Water,Water
1064,NULL,Forest,Water,Water,Water,Water,Water,Water
1065,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1066,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1067,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1068,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1069,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1070,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1071,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1072,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1073,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1074,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1075,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1076,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1077,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1078,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1079,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1080,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1081,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1082,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1083,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1084,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1085,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1086,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1087,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1088,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1089,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1090,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1091,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1092,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1093,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1094,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1095,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1096,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1097,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1098,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1099,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1100,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1101,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1102,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1103,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1104,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1105,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1106,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1107,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1108,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1109,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1110,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1111,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1112,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1113,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1114,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1115,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1116,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
1117,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1118,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1119,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1120,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1121,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1122,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1123,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1124,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1125,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1126,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1127,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1128,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1129,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1130,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1131,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1132,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1133,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1134,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1135,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1136,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1137,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1138,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1139,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
1140,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1141,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1142,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1143,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1144,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1145,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1146,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1147,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1148,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1149,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1150,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1151,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1152,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1153,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1154,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1155,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1156,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1157,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1158,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1159,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1160,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1161,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1162,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1163,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
1164,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1165,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1166,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
1167,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1168,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1169,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1170,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1171,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1172,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1181,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1182,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1183,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1188,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1189,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
1190,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1191,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1192,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1193,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1194,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1196,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1197,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1198,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1199,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1201,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1202,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1203,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1204,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1205,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1206,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1207,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1208,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1209,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1210,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1211,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1212,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1213,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1214,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1215,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1216,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1217,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1218,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1219,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1220,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1221,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1222,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1223,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1224,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1225,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1226,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1227,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1228,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1229,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1230,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1231,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1232,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1233,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1234,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1235,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1236,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1237,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1238,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1239,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
1240,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1241,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1246,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1247,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1248,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1249,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1250,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1251,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1252,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1253,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1254,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1255,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1256,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1257,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1258,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1259,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1260,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1261,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1262,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1263,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1264,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1265,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1266,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1267,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1268,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1269,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1270,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
1271,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1272,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1273,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1274,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1275,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1276,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1277,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1278,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1279,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1280,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1281,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1282,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1283,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1284,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1285,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1286,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1287,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1288,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1289,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1290,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1291,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1292,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1293,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1294,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1295,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1296,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1297,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1298,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1299,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1300,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1301,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1302,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1303,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1304,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
