Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R
433,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
434,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
435,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
436,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
437,Grassland,NULL,Water,NULL,Water,Forest
438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
439,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
440,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
441,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
442,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
443,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
445,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
446,Grassland,NULL,Forest,Water,Non_Wetland,Forest
447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
450,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
452,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
458,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
459,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
460,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
461,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
462,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
463,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
464,Grassland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
465,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
466,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
467,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
468,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
469,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
470,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
471,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
472,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
473,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland
474,Grassland,Water,Water,NULL,Water,Grassland
475,Grassland,Water,Water,NULL,Water,Forest
476,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
477,Grassland,Water,Forest,NULL,Non_Wetland,Water
478,Grassland,Water,Forest,NULL,Non_Wetland,Forest
479,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
480,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
481,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
482,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
483,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
484,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
485,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
486,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
487,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
488,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
489,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
490,Grassland,Forest,Forest,NULL,Non_Wetland,Water
491,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
492,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
493,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
494,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
495,Grassland,Forest,Forest,Water,Non_Wetland,Forest
496,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
497,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
504,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
505,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
506,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
507,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
508,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
509,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
510,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
511,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
512,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
513,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
514,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
515,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
517,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
518,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
519,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
520,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
521,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
522,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
523,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
524,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
525,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
526,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
527,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
528,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
529,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
530,Cropland,NULL,Cropland,Water,Non_Wetland,Water
531,Cropland,NULL,Wetland,Non_Water,Wetland,Water
532,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
533,Cropland,NULL,Wetland,Water,Wetland,Water
534,Cropland,NULL,Wetland,Water,Wetland,Forest
535,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
536,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
537,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
538,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
539,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
540,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
541,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
542,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
543,Cropland,NULL,Bareland,Water,Non_Wetland,Water
544,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
545,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
546,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
547,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
548,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water
549,Cropland,NULL,Water,NULL,Water,Bareland
550,Cropland,NULL,Water,NULL,Water,Water
551,Cropland,NULL,Water,Non_Water,Water,Grassland
552,Cropland,NULL,Water,Non_Water,Water,Water
553,Cropland,NULL,Water,Non_Water,Water,Forest
554,Cropland,NULL,Water,Water,Water,Water
555,Cropland,NULL,Water,Water,Water,Forest
556,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
557,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
558,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
559,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
560,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
561,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
562,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
563,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
564,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
565,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
566,Cropland,NULL,Forest,Water,Non_Wetland,Water
567,Cropland,NULL,Forest,Water,Non_Wetland,Forest
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
572,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
573,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
574,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
575,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
576,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
577,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
578,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
579,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
580,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
581,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
582,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
583,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
584,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
585,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
586,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
587,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
588,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
589,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
590,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
591,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
592,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
593,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
594,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
595,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
596,Cropland,Cropland,Water,NULL,Water,Forest
597,Cropland,Cropland,Water,Non_Water,Water,Cropland
598,Cropland,Cropland,Water,Non_Water,Water,Forest
599,Cropland,Cropland,Water,Water,Water,Water
600,Cropland,Cropland,Water,Water,Water,Forest
601,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
602,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
603,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
604,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
605,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
606,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
607,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
608,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
609,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
610,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
611,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
612,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
613,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
614,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
615,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
616,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland
617,Cropland,Bareland,Wetland,Non_Water,Wetland,Water
618,Cropland,Bareland,Wetland,Water,Wetland,Water
619,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
620,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
621,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water
622,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
623,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
624,Cropland,Bareland,Water,Non_Water,Water,Bareland
625,Cropland,Bareland,Water,Water,Water,Water
626,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
627,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
628,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
629,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
630,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
631,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
632,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
633,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
634,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
635,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
636,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
637,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
638,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
639,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
640,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
641,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
642,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
643,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
644,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
645,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
646,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
647,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
648,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
649,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
650,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
651,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
652,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
653,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
654,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
655,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Built-up
656,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Water
657,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
658,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
659,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
660,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
661,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
662,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
663,Cropland,Water,Shrubland,Water,Non_Wetland,Water
664,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
665,Cropland,Water,Cropland,NULL,Non_Wetland,Water
666,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
667,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
668,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
669,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
670,Cropland,Water,Cropland,Water,Non_Wetland,Water
671,Cropland,Water,Cropland,Water,Non_Wetland,Forest
672,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
673,Cropland,Water,Wetland,Non_Water,Wetland,Water
674,Cropland,Water,Wetland,Non_Water,Wetland,Forest
675,Cropland,Water,Wetland,Water,Wetland,Water
676,Cropland,Water,Wetland,Water,Wetland,Forest
677,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
678,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
679,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
680,Cropland,Water,Bareland,Water,Non_Wetland,Water
681,Cropland,Water,Bareland,Water,Non_Wetland,Forest
682,Cropland,Water,Water,NULL,Water,Bareland
683,Cropland,Water,Water,NULL,Water,Water
684,Cropland,Water,Water,Non_Water,Water,Cropland
685,Cropland,Water,Water,Non_Water,Water,Bareland
686,Cropland,Water,Water,Non_Water,Water,Water
687,Cropland,Water,Water,Non_Water,Water,Forest
688,Cropland,Water,Water,Water,Water,Bareland
689,Cropland,Water,Water,Water,Water,Water
690,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
691,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
692,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
693,Cropland,Water,Forest,NULL,Non_Wetland,Water
694,Cropland,Water,Forest,NULL,Non_Wetland,Forest
695,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
696,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
697,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
698,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
699,Cropland,Water,Forest,Water,Non_Wetland,Cropland
700,Cropland,Water,Forest,Water,Non_Wetland,Water
701,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
702,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
703,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
704,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
705,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
706,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
707,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
708,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
709,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
710,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
711,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
712,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
713,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
714,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
715,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
716,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
717,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
718,Cropland,Forest,Cropland,Water,Non_Wetland,Water
719,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
720,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
721,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
722,Cropland,Forest,Wetland,Water,Wetland,Water
723,Cropland,Forest,Wetland,Water,Wetland,Forest
724,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
725,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
726,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
727,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
728,Cropland,Forest,Water,Water,Water,Forest
729,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
730,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
731,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
732,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
733,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
734,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
735,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
736,Cropland,Forest,Forest,Non_Water,Non_Wetland,Built-up
737,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
738,Cropland,Forest,Forest,Water,Non_Wetland,Water
739,Cropland,Forest,Forest,Water,Non_Wetland,Forest
740,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
741,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
742,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
743,Wetland,NULL,Cropland,Water,Non_Wetland,Water
744,Wetland,NULL,Wetland,Non_Water,Wetland,Water
745,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
746,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
747,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
748,Wetland,NULL,Bareland,Water,Non_Wetland,Water
749,Wetland,NULL,Water,Water,Water,Water
750,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
751,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
752,Wetland,NULL,Forest,Water,Non_Wetland,Water
753,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
754,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
755,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
756,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
757,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
758,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
759,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
760,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
761,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
762,Wetland,Cropland,Forest,Water,Non_Wetland,Water
763,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
764,Wetland,Bareland,Cropland,Water,Non_Wetland,Water
765,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
766,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
767,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
768,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
769,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
770,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
771,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
772,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
773,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
774,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
775,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
776,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
779,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
780,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
781,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
782,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
783,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
784,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
785,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
786,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
787,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
788,Bareland,NULL,Grassland,Water,Non_Wetland,Water
789,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
790,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
791,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
792,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
793,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
794,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
795,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
796,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
797,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
798,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
799,Bareland,NULL,Cropland,Water,Non_Wetland,Water
800,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
801,Bareland,NULL,Wetland,NULL,Wetland,Water
802,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
803,Bareland,NULL,Wetland,Non_Water,Wetland,Water
804,Bareland,NULL,Wetland,Water,Wetland,Grassland
805,Bareland,NULL,Wetland,Water,Wetland,Bareland
806,Bareland,NULL,Wetland,Water,Wetland,Water
807,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
808,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
809,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
810,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
811,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
812,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
813,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
814,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
815,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
816,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
817,Bareland,NULL,Bareland,Water,Non_Wetland,Water
818,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
819,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
820,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
821,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
822,Bareland,NULL,Built-up,Water,Non_Wetland,Water
823,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
824,Bareland,NULL,Water,NULL,Water,Bareland
825,Bareland,NULL,Water,NULL,Water,Water
826,Bareland,NULL,Water,NULL,Water,Forest
827,Bareland,NULL,Water,Non_Water,Water,Grassland
828,Bareland,NULL,Water,Non_Water,Water,Cropland
829,Bareland,NULL,Water,Non_Water,Water,Bareland
830,Bareland,NULL,Water,Non_Water,Water,Water
831,Bareland,NULL,Water,Non_Water,Water,Forest
832,Bareland,NULL,Water,Water,Water,Bareland
833,Bareland,NULL,Water,Water,Water,Water
834,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
835,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
836,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
837,Bareland,NULL,Forest,NULL,Non_Wetland,Water
838,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
839,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
840,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
841,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
842,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
843,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
844,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
845,Bareland,NULL,Forest,Water,Non_Wetland,Water
846,Bareland,NULL,Forest,Water,Non_Wetland,Forest
847,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
848,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
849,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
850,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
851,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
852,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
853,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
854,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
855,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
856,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
857,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
858,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
859,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
860,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
