Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R
5164,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5165,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5166,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5167,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5168,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5169,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5170,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5171,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5172,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5173,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5174,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5175,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5176,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5177,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5178,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5179,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5180,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5181,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5182,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5183,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
5184,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5185,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5186,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5187,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5188,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5189,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5190,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5191,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5192,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5193,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5194,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5195,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5196,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5197,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5198,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5199,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5200,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5201,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5202,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
5203,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5204,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5205,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5206,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5207,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5208,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5209,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5210,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5211,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5212,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5213,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5214,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5215,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5216,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5218,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5219,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5220,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5221,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5222,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5223,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5224,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5225,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5226,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5227,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5228,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5229,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5230,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5231,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5232,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5233,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5234,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5235,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5236,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5237,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5238,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5239,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5240,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5241,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5242,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5243,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5244,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5245,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5246,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5247,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5248,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5249,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5250,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5251,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5252,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5253,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5254,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5255,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5256,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5257,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5258,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5259,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5260,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5261,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5262,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5263,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5264,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5265,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5266,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5267,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5268,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5269,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5270,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5271,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5272,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5273,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5274,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5275,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5276,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5277,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5278,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5279,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5280,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5281,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5282,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
5283,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5284,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5285,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5286,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5287,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5288,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5289,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5290,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5291,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5292,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5293,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5294,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
5295,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5296,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5297,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5298,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5299,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5300,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5301,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5302,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
5303,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5304,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5305,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5306,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5307,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5308,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5309,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5310,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5311,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5312,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5313,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5314,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5315,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5316,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5317,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5318,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5319,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5320,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5321,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5322,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5323,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5324,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5325,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5326,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5327,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5328,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5329,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5330,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5331,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5332,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5333,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5334,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5335,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5336,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5337,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5338,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5339,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5340,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5341,Cropland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
5342,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5343,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
5344,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
5345,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5346,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5347,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5348,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5349,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5350,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5351,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5352,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5353,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5354,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5355,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5356,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5357,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5358,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5359,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5360,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5361,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5362,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5363,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5364,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5365,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5366,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5367,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5368,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5369,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5370,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5371,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5372,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5373,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5374,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5375,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5376,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5377,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5378,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5379,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5380,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5381,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5382,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5383,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5384,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5385,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5386,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5387,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5388,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5389,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5390,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5391,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5392,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5393,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5394,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5395,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5396,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5397,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5398,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5399,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5400,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5401,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5402,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5403,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5404,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5405,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5406,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5407,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5408,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5409,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5410,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5411,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5412,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5413,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5414,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5415,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5416,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5417,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5418,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5419,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5420,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5421,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5422,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5423,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5424,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5425,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5426,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5427,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5428,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5429,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
5430,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5431,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5432,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5433,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5434,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5435,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5436,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5437,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5438,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5439,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5440,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5441,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5442,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5443,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5444,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5445,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5446,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5447,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5448,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5449,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5450,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5451,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5452,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5453,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5454,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5455,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5456,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5457,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5458,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5459,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5460,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5461,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5462,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5463,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5464,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5465,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5466,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5467,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5468,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5469,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5470,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5471,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5472,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5473,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5474,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5475,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5476,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5477,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5478,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5479,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5480,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5481,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
