Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDK_M_R
833,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
834,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
835,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
836,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
837,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Water
838,Bareland,NULL,Water,Non_Water,Water,Water,Forest,Grassland
839,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
840,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
841,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
842,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
843,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
844,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
845,Bareland,NULL,Water,Water,Water,Water,Grassland,Bareland
846,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
847,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
848,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
849,Bareland,NULL,Water,Water,Water,Water,Water,Water
850,Bareland,NULL,Water,Water,Water,Water,Forest,Water
851,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
852,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
853,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
854,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
855,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
856,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
857,Bareland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
858,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
859,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
860,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
861,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
862,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
863,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
864,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
865,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
866,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
867,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
868,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
869,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Bareland
870,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Water
871,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
872,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
873,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
874,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Grassland
875,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
876,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
877,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
878,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
879,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
880,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
881,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
882,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
883,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
884,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
885,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
886,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
887,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
888,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
889,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
890,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
891,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
892,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
893,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
894,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
895,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
896,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
897,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
898,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
899,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
900,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Forest
901,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
902,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
903,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
904,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
905,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
906,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
907,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
908,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
909,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
910,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
911,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
912,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
913,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
914,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
915,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
916,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Grassland
917,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Bareland
918,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Bareland
919,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
920,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
921,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
922,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Grassland
923,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Water
924,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Forest
925,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
926,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
927,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
928,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
929,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
930,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
931,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
932,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
933,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
934,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
935,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
936,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
937,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
938,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
939,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
940,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
941,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
942,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
943,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Bareland
944,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
945,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
946,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
947,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
948,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
949,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
950,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
951,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Bareland
952,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
953,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
954,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
955,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
956,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
957,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
958,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
959,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
960,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
961,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
962,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
963,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
964,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
965,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
966,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
967,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
968,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
969,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
970,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
971,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Forest,Bareland
972,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
973,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
974,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
975,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
976,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
977,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
978,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
979,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
980,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
981,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
982,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
983,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
984,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
985,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
986,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
987,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
988,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
989,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
990,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
991,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
992,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
993,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
994,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
995,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
996,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
997,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
998,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
999,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1000,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1001,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Forest,Bareland
1002,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
1003,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1006,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1007,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Bareland
1008,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Water
1009,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
1010,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Bareland
1011,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Grassland
1012,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Bareland
1013,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
1014,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
1015,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
1016,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1017,Bareland,Bareland,Water,NULL,Water,Water,Forest,Grassland
1018,Bareland,Bareland,Water,NULL,Water,Water,Forest,Bareland
1019,Bareland,Bareland,Water,NULL,Water,Water,Forest,Water
1020,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Grassland
1021,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Bareland
1022,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Bareland
1023,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
1024,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
1025,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1026,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Grassland
1027,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Bareland
1028,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Forest
1029,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Grassland
1030,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Grassland
1031,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Bareland
1032,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Water
1033,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
1034,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1035,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1036,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
1037,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1038,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Grassland
1039,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
1040,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Water
1041,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Forest
1042,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Water
1043,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
1044,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
1045,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1046,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
1047,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1048,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1049,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Bareland
1050,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
1051,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
1052,Bareland,Bareland,Water,Water,Water,Water,Grassland,Grassland
1053,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1054,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1055,Bareland,Bareland,Water,Water,Water,Water,Grassland,Forest
1056,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
1057,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
1058,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1059,Bareland,Bareland,Water,Water,Water,Water,Bareland,Bareland
1060,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
1061,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1062,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1063,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1064,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1065,Bareland,Bareland,Water,Water,Water,Water,Forest,Grassland
1066,Bareland,Bareland,Water,Water,Water,Water,Forest,Bareland
1067,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
1068,Bareland,Bareland,Water,Water,Water,Water,Forest,Forest
1069,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1070,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Water
1071,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1072,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1073,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1074,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1075,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
1076,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1077,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1078,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1079,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1080,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
1081,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1082,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
1083,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Forest
1084,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
1085,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1086,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
1087,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Grassland
1088,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
1089,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Forest
1090,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1091,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1092,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1093,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1094,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1095,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1096,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1097,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1098,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1099,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1100,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1101,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1102,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
1103,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1105,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1106,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1107,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1108,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1109,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1110,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1111,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
1112,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
1113,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1114,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1115,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1116,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1117,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1118,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1119,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1120,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1121,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1122,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1123,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1124,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1125,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1126,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1127,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
1128,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1129,Bareland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1130,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1131,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1132,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1133,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
1134,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1135,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1136,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1137,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1138,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1139,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1140,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1141,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1142,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1143,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1144,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1145,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1146,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1147,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1148,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1149,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1150,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1151,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1152,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
1153,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
1154,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
1155,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1156,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
1157,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1158,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1159,Bareland,Water,Cropland,Water,Non_Wetland,Water,Forest,Bareland
1160,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1161,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1162,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1163,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1164,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1165,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1166,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
1167,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1168,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1169,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1170,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1171,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1172,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1173,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1174,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1175,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1176,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1177,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1178,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1179,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1180,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
1181,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1182,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
